time,sensor.sensor_temperatura_3_humidity,sensor.sensor_temperatura_3_pressure,sensor.sensor_temperatura_3_temperature
2025-03-02 10:00:00,47.62,1016.77,17.52
2025-03-02 11:00:00,48.04,1016.42,17.46
2025-03-02 12:00:00,49.03,1016.1,17.42
2025-03-02 13:00:00,50.52,1015.73,17.37
2025-03-02 14:00:00,51.58,1015.55,17.31
2025-03-02 15:00:00,52.7,1015.4,17.27
2025-03-02 16:00:00,53.52,1015.6,17.27
2025-03-02 17:00:00,54.32,1015.9,17.23
2025-03-02 18:00:00,55.95,1016.3,17.15
2025-03-02 19:00:00,57.11,1016.2,17.18
2025-03-02 20:00:00,57.62,1016.55,17.14
2025-03-02 21:00:00,58.14,1016.43,17.15
2025-03-03 07:00:00,62.39,1014.85,17.89
2025-03-03 08:00:00,62.17,1014.88,18.29
2025-03-03 09:00:00,65.64,1014.84,18.91
2025-03-03 10:00:00,67.61,1014.43,19.53
2025-03-03 11:00:00,69.25,1014.5,20.29
2025-03-03 12:00:00,68.58,1013.77,20.61
2025-03-03 13:00:00,66.96,1013.15,19.86
2025-03-03 14:00:00,66.65,1012.87,19.7
2025-03-03 15:00:00,68.47,1012.85,19.5
2025-03-03 16:00:00,68.11,1012.85,19.93
2025-03-03 17:00:00,66.42,1013.07,19.96
2025-03-03 18:00:00,66.33,1013.67,20.2
2025-03-03 19:00:00,65.73,1013.67,20.02
2025-03-03 20:00:00,65.28,1013.9,19.46
2025-03-03 21:00:00,65.5,1014.1,19.26
2025-03-04 07:00:00,66.04,1014.35,18.15
2025-03-04 08:00:00,67.09,1014.68,17.93
2025-03-04 09:00:00,67.87,1014.9,17.82
2025-03-04 10:00:00,67.43,1015.05,17.73
2025-03-04 11:00:00,67.81,1014.82,17.62
2025-03-04 12:00:00,68.46,1014.23,17.57
2025-03-04 13:00:00,69.03,1013.77,17.56
2025-03-04 14:00:00,69.51,1013.5,17.46
2025-03-04 15:00:00,69.7,1013.7,17.42
2025-03-04 16:00:00,69.46,1013.8,17.35
2025-03-04 17:00:00,68.72,1013.9,17.22
2025-03-04 18:00:00,68.85,1014.3,17.13
2025-03-04 19:00:00,68.84,1014.3,17.13
2025-03-04 20:00:00,69.35,1014.55,17.08
2025-03-04 21:00:00,69.62,1014.78,17.0
2025-03-05 07:00:00,72.39,1014.35,16.98
2025-03-05 08:00:00,71.97,1014.85,16.98
2025-03-05 09:00:00,71.87,1015.15,16.85
2025-03-05 10:00:00,72.34,1015.0,16.8
2025-03-05 11:00:00,72.45,1014.7,16.68
2025-03-05 12:00:00,72.2,1014.07,16.63
2025-03-05 13:00:00,72.37,1013.5,16.51
2025-03-05 14:00:00,72.81,1013.1,16.42
2025-03-05 15:00:00,73.07,1013.1,16.41
2025-03-05 16:00:00,73.21,1012.8,16.36
2025-03-05 17:00:00,74.02,1013.1,16.37
2025-03-05 18:00:00,74.76,1013.2,16.37
2025-03-05 19:00:00,75.16,1013.1,16.41
2025-03-05 20:00:00,75.19,1013.3,16.42
2025-03-05 21:00:00,75.12,1013.5,16.44
2025-03-06 07:00:00,76.5,1011.6,16.44
2025-03-06 08:00:00,76.5,1011.85,16.42
2025-03-06 09:00:00,76.5,1011.85,16.42
2025-03-06 10:00:00,76.35,1012.0,16.46
2025-03-06 11:00:00,76.59,1011.8,16.52
2025-03-06 12:00:00,76.58,1011.3,16.58
2025-03-06 13:00:00,76.72,1010.7,16.69
2025-03-06 14:00:00,76.08,1010.4,16.68
2025-03-06 15:00:00,76.12,1010.15,16.7
2025-03-06 16:00:00,76.21,1010.35,16.64
2025-03-06 17:00:00,76.21,1010.7,16.63
2025-03-06 18:00:00,76.37,1011.0,16.58
2025-03-06 19:00:00,76.41,1011.63,16.52
2025-03-06 20:00:00,76.05,1012.05,16.45
2025-03-06 21:00:00,75.73,1012.3,16.42
2025-03-07 08:00:00,69.98,1010.7,17.2
2025-03-07 09:00:00,69.9,1011.35,17.37
2025-03-07 10:00:00,69.24,1011.3,18.11
2025-03-07 11:00:00,68.29,1010.6,18.34
2025-03-07 12:00:00,67.9,1009.8,18.48
2025-03-07 13:00:00,68.21,1009.02,18.57
2025-03-07 14:00:00,67.85,1008.35,18.78
2025-03-07 15:00:00,67.7,1007.77,18.79
2025-03-07 16:00:00,66.98,1007.13,19.03
2025-03-07 17:00:00,66.77,1006.67,19.04
2025-03-07 18:00:00,67.08,1007.03,19.13
2025-03-07 19:00:00,66.7,1006.87,19.25
2025-03-07 20:00:00,67.03,1007.0,18.94
2025-03-07 21:00:00,67.3,1006.93,18.74
2025-03-08 07:00:00,68.5,1003.2,17.96
2025-03-08 08:00:00,68.65,1002.95,17.93
2025-03-08 09:00:00,68.72,1002.76,17.97
2025-03-08 10:00:00,68.87,1002.1,17.96
2025-03-08 11:00:00,69.1,1001.4,17.94
2025-03-08 12:00:00,69.33,1000.5,17.96
2025-03-08 13:00:00,69.4,999.18,17.95
2025-03-08 14:00:00,69.42,998.3,17.94
2025-03-08 15:00:00,69.71,997.2,17.94
2025-03-08 16:00:00,70.13,996.6,17.92
2025-03-08 17:00:00,70.63,996.43,17.9
2025-03-08 18:00:00,70.84,996.07,17.94
2025-03-08 19:00:00,70.98,995.98,17.93
2025-03-08 20:00:00,71.17,995.69,17.93
2025-03-08 21:00:00,70.74,996.32,17.86
2025-03-09 07:00:00,52.28,996.67,17.2
2025-03-09 08:00:00,51.22,997.1,17.15
2025-03-09 09:00:00,49.58,997.1,17.12
2025-03-09 10:00:00,47.73,996.95,17.06
2025-03-09 11:00:00,46.79,996.48,17.09
2025-03-09 12:00:00,45.88,995.92,17.09
2025-03-09 13:00:00,45.38,995.2,17.14
2025-03-09 14:00:00,45.45,994.97,17.19
2025-03-09 15:00:00,47.48,994.85,17.33
2025-03-09 16:00:00,49.97,995.0,17.4
2025-03-09 17:00:00,50.72,995.5,17.42
2025-03-09 18:00:00,51.39,996.05,17.42
2025-03-09 19:00:00,52.09,996.78,17.36
2025-03-09 20:00:00,51.93,997.67,17.36
2025-03-09 21:00:00,51.63,997.8,17.24
2025-03-10 07:00:00,55.72,997.58,17.25
2025-03-10 08:00:00,55.36,998.02,17.61
2025-03-10 09:00:00,52.84,998.28,18.28
2025-03-10 10:00:00,50.47,998.53,18.62
2025-03-10 11:00:00,48.49,998.38,18.84
2025-03-10 12:00:00,46.67,997.88,19.06
2025-03-10 13:00:00,45.34,997.46,19.25
2025-03-10 14:00:00,44.4,997.1,19.48
2025-03-10 15:00:00,43.13,997.07,19.72
2025-03-10 16:00:00,41.59,997.53,20.23
2025-03-10 17:00:00,46.81,998.1,20.54
2025-03-10 18:00:00,51.32,998.65,20.92
2025-03-10 19:00:00,53.8,999.1,21.2
2025-03-10 20:00:00,53.89,999.45,20.65
2025-03-10 21:00:00,54.75,999.5,19.89
2025-03-11 07:00:00,52.17,998.65,19.05
2025-03-11 08:00:00,51.0,998.55,19.3
2025-03-11 09:00:00,49.52,998.67,19.63
2025-03-11 10:00:00,48.86,998.05,19.66
2025-03-11 11:00:00,47.11,997.7,19.46
2025-03-11 12:00:00,46.87,996.54,19.4
2025-03-11 13:00:00,44.94,995.27,19.49
2025-03-11 14:00:00,43.76,994.83,19.48
2025-03-11 15:00:00,50.06,996.25,19.87
2025-03-11 16:00:00,53.74,995.73,20.67
2025-03-11 17:00:00,51.11,995.55,20.84
2025-03-11 18:00:00,53.35,995.9,21.26
2025-03-11 19:00:00,53.74,996.47,21.66
2025-03-11 20:00:00,52.26,996.88,21.07
2025-03-11 21:00:00,51.89,996.9,20.51
2025-03-12 07:00:00,49.97,998.65,19.58
2025-03-12 08:00:00,48.88,998.77,20.06
2025-03-12 09:00:00,46.06,998.77,20.25
2025-03-12 10:00:00,43.44,998.74,20.25
2025-03-12 11:00:00,42.04,997.96,20.36
2025-03-12 12:00:00,41.27,997.05,20.61
2025-03-12 13:00:00,39.22,996.36,20.34
2025-03-12 14:00:00,38.0,996.14,20.11
2025-03-12 15:00:00,43.06,995.74,20.6
2025-03-12 16:00:00,44.39,995.8,21.39
2025-03-12 17:00:00,43.92,995.9,21.11
2025-03-12 18:00:00,41.69,996.3,21.36
2025-03-12 19:00:00,42.49,996.73,21.64
2025-03-12 20:00:00,43.71,997.18,21.32
2025-03-12 21:00:00,42.63,997.01,20.7
2025-03-13 07:00:00,44.26,994.4,20.32
2025-03-13 08:00:00,44.42,993.87,20.73
2025-03-13 09:00:00,42.95,993.69,20.71
2025-03-13 10:00:00,44.97,993.37,20.48
2025-03-13 11:00:00,45.03,992.46,20.37
2025-03-13 12:00:00,45.32,991.9,20.28
2025-03-13 13:00:00,47.03,991.43,20.17
2025-03-13 14:00:00,48.48,990.6,20.08
2025-03-13 15:00:00,56.34,989.98,20.6
2025-03-13 16:00:00,58.68,990.0,21.32
2025-03-13 17:00:00,57.53,990.1,21.42
2025-03-13 18:00:00,55.92,990.45,21.72
2025-03-13 19:00:00,58.55,991.05,21.8
2025-03-13 20:00:00,57.58,991.5,21.21
2025-03-13 21:00:00,56.36,991.77,20.74
2025-03-14 07:00:00,52.09,994.07,19.66
2025-03-14 08:00:00,51.31,994.6,20.13
2025-03-14 09:00:00,51.32,994.85,20.14
2025-03-14 10:00:00,52.16,994.93,19.82
2025-03-14 11:00:00,52.38,994.95,19.76
2025-03-14 12:00:00,52.98,994.85,19.65
2025-03-14 13:00:00,52.96,995.2,19.58
2025-03-14 14:00:00,53.01,995.63,19.5
2025-03-14 15:00:00,52.33,995.9,19.88
2025-03-14 16:00:00,51.77,996.3,20.09
2025-03-14 17:00:00,52.06,997.2,19.8
2025-03-14 18:00:00,52.13,998.1,19.56
2025-03-14 19:00:00,51.75,999.13,19.68
2025-03-14 20:00:00,51.54,1000.18,19.62
2025-03-14 21:00:00,51.73,1000.77,19.44
2025-03-15 07:00:00,43.35,1006.88,18.18
2025-03-15 08:00:00,40.95,1007.74,17.88
2025-03-15 09:00:00,38.75,1007.98,17.72
2025-03-15 10:00:00,36.63,1007.9,17.68
2025-03-15 11:00:00,34.88,1008.15,17.63
2025-03-15 12:00:00,33.79,1007.79,17.6
2025-03-15 13:00:00,33.05,1007.4,17.54
2025-03-15 14:00:00,32.64,1007.25,17.54
2025-03-15 15:00:00,33.43,1007.5,17.62
2025-03-15 16:00:00,34.33,1008.0,17.68
2025-03-15 17:00:00,35.74,1008.6,17.74
2025-03-15 18:00:00,37.15,1009.37,17.75
2025-03-15 19:00:00,38.14,1010.13,17.73
2025-03-15 20:00:00,39.43,1010.6,17.7
2025-03-15 21:00:00,40.2,1011.0,17.66
2025-03-16 07:00:00,42.99,1011.7,17.31
2025-03-16 08:00:00,43.24,1012.0,17.3
2025-03-16 09:00:00,43.5,1011.7,17.31
2025-03-16 10:00:00,43.87,1011.77,17.3
2025-03-16 11:00:00,44.32,1011.95,17.25
2025-03-16 12:00:00,45.3,1010.78,17.25
2025-03-16 13:00:00,45.74,1010.28,17.23
2025-03-16 14:00:00,47.06,1010.2,17.23
2025-03-16 15:00:00,48.33,1009.2,17.31
2025-03-16 16:00:00,49.45,1009.37,17.35
2025-03-16 17:00:00,49.86,1009.96,17.32
2025-03-16 18:00:00,49.6,1010.84,17.27
2025-03-16 19:00:00,50.25,1011.67,17.27
2025-03-16 20:00:00,50.48,1012.33,17.23
2025-03-16 21:00:00,50.96,1012.92,17.22
2025-03-17 07:00:00,50.39,1013.47,16.81
2025-03-17 08:00:00,50.82,1013.8,16.76
2025-03-17 09:00:00,51.1,1014.05,16.68
2025-03-17 10:00:00,51.35,1014.4,16.62
2025-03-17 11:00:00,52.16,1014.1,16.45
2025-03-17 12:00:00,52.32,1013.65,16.52
2025-03-17 13:00:00,52.33,1012.97,16.51
2025-03-17 14:00:00,51.92,1012.9,16.53
2025-03-17 15:00:00,51.76,1012.55,16.46
2025-03-17 16:00:00,51.89,1012.55,16.41
2025-03-17 17:00:00,51.96,1012.27,16.35
2025-03-17 18:00:00,52.16,1012.75,16.36
2025-03-17 19:00:00,52.32,1012.98,16.33
2025-03-17 20:00:00,52.28,1013.3,16.31
2025-03-17 21:00:00,52.24,1013.3,16.29
2025-03-18 07:00:00,55.52,1011.55,15.84
2025-03-18 08:00:00,56.29,1012.03,15.8
2025-03-18 09:00:00,56.83,1012.67,15.8
2025-03-18 10:00:00,57.39,1012.85,15.77
2025-03-18 11:00:00,57.98,1013.0,15.77
2025-03-18 12:00:00,58.1,1012.6,15.73
2025-03-18 13:00:00,58.17,1012.5,15.71
2025-03-18 14:00:00,58.83,1012.6,15.65
2025-03-18 15:00:00,59.7,1012.32,15.66
2025-03-18 16:00:00,60.18,1012.6,15.58
2025-03-18 17:00:00,60.9,1012.9,15.62
2025-03-18 18:00:00,61.36,1013.4,15.59
2025-03-18 19:00:00,61.76,1014.13,15.61
2025-03-18 20:00:00,62.72,1014.67,15.56
2025-03-18 21:00:00,63.19,1014.9,15.58
2025-03-19 07:00:00,66.47,1016.17,15.41
2025-03-19 08:00:00,67.39,1016.5,15.41
2025-03-19 09:00:00,68.56,1017.0,15.35
2025-03-19 10:00:00,69.34,1016.9,15.38
2025-03-19 11:00:00,70.38,1016.45,15.44
2025-03-19 12:00:00,71.1,1016.15,15.44
2025-03-19 13:00:00,70.54,1015.84,15.46
2025-03-19 14:00:00,70.38,1015.35,15.54
2025-03-19 15:00:00,71.09,1015.05,15.58
2025-03-19 16:00:00,71.16,1015.2,15.66
2025-03-19 17:00:00,71.77,1015.1,15.69
2025-03-19 18:00:00,71.39,1015.1,15.7
2025-03-19 19:00:00,71.24,1015.74,15.71
2025-03-19 20:00:00,71.24,1016.6,15.7
2025-03-19 21:00:00,71.86,1016.8,15.74
2025-03-20 07:00:00,70.59,1014.73,16.98
2025-03-20 08:00:00,70.05,1014.8,17.3
2025-03-20 09:00:00,69.96,1014.55,17.44
2025-03-20 10:00:00,70.19,1014.35,17.46
2025-03-20 11:00:00,71.32,1013.93,17.33
2025-03-20 12:00:00,72.01,1013.3,17.24
2025-03-20 13:00:00,72.74,1012.53,17.19
2025-03-20 14:00:00,75.02,1011.9,17.4
2025-03-20 15:00:00,75.4,1011.45,17.83
2025-03-20 16:00:00,75.07,1010.9,18.14
2025-03-20 17:00:00,74.84,1010.6,18.03
2025-03-20 18:00:00,75.92,1010.57,18.22
2025-03-20 19:00:00,75.12,1010.98,18.16
2025-03-20 20:00:00,74.46,1010.75,17.87
2025-03-20 21:00:00,74.07,1010.28,17.73
2025-03-21 07:00:00,73.63,1006.19,17.36
2025-03-21 08:00:00,72.71,1006.51,17.66
2025-03-21 09:00:00,70.93,1006.57,18.29
2025-03-21 10:00:00,67.01,1006.82,18.86
2025-03-21 11:00:00,61.45,1006.55,19.08
2025-03-21 12:00:00,54.04,1006.1,19.23
2025-03-21 13:00:00,47.58,1005.58,19.49
2025-03-21 14:00:00,45.46,1005.32,19.67
2025-03-21 15:00:00,44.47,1005.24,19.84
2025-03-21 16:00:00,44.6,1005.25,19.87
2025-03-21 17:00:00,45.54,1005.3,19.89
2025-03-21 18:00:00,46.48,1005.6,19.9
2025-03-21 19:00:00,47.96,1006.0,19.97
2025-03-21 20:00:00,48.44,1006.05,19.76
2025-03-21 21:00:00,49.63,1006.0,19.48
2025-03-22 07:00:00,49.02,1005.15,18.36
2025-03-22 08:00:00,48.28,1005.34,18.34
2025-03-22 09:00:00,45.82,1005.3,18.23
2025-03-22 10:00:00,43.12,1004.76,18.13
2025-03-22 11:00:00,41.53,1003.25,18.05
2025-03-22 12:00:00,40.86,1003.02,18.07
2025-03-22 13:00:00,41.47,1002.63,18.1
2025-03-22 14:00:00,42.5,1002.51,18.11
2025-03-22 15:00:00,43.3,1001.73,18.12
2025-03-22 16:00:00,44.88,1001.96,18.17
2025-03-22 17:00:00,45.55,1002.1,18.21
2025-03-22 18:00:00,46.16,1002.6,18.24
2025-03-22 19:00:00,46.1,1003.42,18.23
2025-03-22 20:00:00,46.25,1003.42,18.24
2025-03-22 21:00:00,46.03,1003.73,18.19
2025-03-23 07:00:00,43.27,1002.9,17.7
2025-03-23 08:00:00,42.77,1002.9,17.67
2025-03-23 09:00:00,41.75,1003.2,17.57
2025-03-23 10:00:00,39.75,1003.03,17.43
2025-03-23 11:00:00,38.67,1002.69,17.38
2025-03-23 12:00:00,38.02,1002.24,17.4
2025-03-23 13:00:00,37.53,1001.4,17.47
2025-03-23 14:00:00,37.59,1001.05,17.59
2025-03-23 15:00:00,37.47,1001.0,17.66
2025-03-23 16:00:00,37.17,1001.55,17.76
2025-03-23 17:00:00,38.56,1002.53,17.79
2025-03-23 18:00:00,40.5,1003.33,17.76
2025-03-23 19:00:00,41.66,1004.13,17.81
2025-03-23 20:00:00,42.61,1004.88,17.84
2025-03-23 21:00:00,43.76,1005.55,17.86
2025-03-24 07:00:00,44.63,1008.27,18.15
2025-03-24 08:00:00,44.01,1008.95,18.48
2025-03-24 09:00:00,42.32,1009.25,18.74
2025-03-24 10:00:00,40.8,1009.25,19.0
2025-03-24 11:00:00,39.9,1008.8,19.21
2025-03-24 12:00:00,39.6,1008.4,19.26
2025-03-24 13:00:00,39.92,1008.45,19.45
2025-03-24 14:00:00,40.38,1008.45,19.45
2025-03-24 15:00:00,45.4,1009.08,20.16
2025-03-24 16:00:00,45.45,1009.85,20.76
2025-03-24 17:00:00,46.44,1010.25,21.08
2025-03-24 18:00:00,46.77,1010.9,21.55
2025-03-24 19:00:00,47.17,1011.94,21.73
2025-03-24 20:00:00,47.96,1012.88,21.1
2025-03-24 21:00:00,48.68,1013.4,20.5
