time,azimuth,elevation
2024-12-25 08:16:35.793729+00,129.5,8.18
2024-12-25 08:18:35.795575+00,129.85,8.48
2024-12-25 08:20:35.796954+00,130.21,8.77
2024-12-25 08:22:35.799472+00,130.57,9.06
2024-12-25 08:24:35.800121+00,130.92,9.35
2024-12-25 08:26:35.801389+00,131.28,9.64
2024-12-25 08:28:35.804145+00,131.65,9.92
2024-12-25 08:29:07.655403+00,131.74,10.0
2024-12-25 08:33:07.657475+00,132.47,10.57
2024-12-25 08:37:07.658903+00,133.21,11.13
2024-12-25 08:41:07.660375+00,133.95,11.68
2024-12-25 08:45:07.662184+00,134.7,12.23
2024-12-25 08:49:07.66384+00,135.45,12.77
2024-12-25 08:53:07.664953+00,136.22,13.31
2024-12-25 08:57:07.666095+00,136.99,13.84
2024-12-25 09:01:07.66815+00,137.76,14.36
2024-12-25 09:05:07.67065+00,138.55,14.87
2024-12-25 09:09:07.672809+00,139.34,15.37
2024-12-25 09:13:07.674482+00,140.14,15.87
2024-12-25 09:17:07.675776+00,140.95,16.36
2024-12-25 09:21:07.677517+00,141.76,16.84
2024-12-25 09:25:07.678688+00,142.58,17.31
2024-12-25 09:29:07.680752+00,143.41,17.78
2024-12-25 09:33:07.680829+00,144.25,18.23
2024-12-25 09:37:07.682309+00,145.1,18.67
2024-12-25 09:41:07.68296+00,145.95,19.11
2024-12-25 09:45:07.683827+00,146.81,19.54
2024-12-25 09:49:07.685667+00,147.68,19.95
2024-12-25 09:53:07.686816+00,148.55,20.36
2024-12-25 09:57:07.687724+00,149.44,20.76
2024-12-25 10:01:07.689811+00,150.33,21.14
2024-12-25 10:05:07.690335+00,151.22,21.52
2024-12-25 10:09:07.692131+00,152.13,21.88
2024-12-25 10:13:07.694391+00,153.04,22.24
2024-12-25 10:17:07.696206+00,153.96,22.58
2024-12-25 10:21:07.69716+00,154.89,22.92
2024-12-25 10:25:07.699502+00,155.82,23.24
2024-12-25 10:29:07.701251+00,156.76,23.55
2024-12-25 10:33:07.702338+00,157.71,23.84
2024-12-25 10:37:07.702937+00,158.66,24.13
2024-12-25 10:41:07.7049+00,159.62,24.4
2024-12-25 10:45:07.706848+00,160.59,24.67
2024-12-25 10:49:07.707583+00,161.56,24.92
2024-12-25 10:53:07.708604+00,162.54,25.15
2024-12-25 10:57:07.711146+00,163.52,25.38
2024-12-25 11:01:07.711498+00,164.51,25.59
2024-12-25 11:05:07.713452+00,165.51,25.79
2024-12-25 11:09:07.713834+00,166.5,25.98
2024-12-25 11:13:07.714389+00,167.51,26.15
2024-12-25 11:17:07.715501+00,168.51,26.31
2024-12-25 11:21:07.717376+00,169.53,26.46
2024-12-25 11:25:07.718605+00,170.54,26.59
2024-12-25 11:29:07.720932+00,171.56,26.71
2024-12-25 11:33:07.721827+00,172.58,26.82
2024-12-25 11:37:07.723318+00,173.6,26.91
2024-12-25 11:41:07.724675+00,174.63,26.99
2024-12-25 11:45:07.725204+00,175.65,27.05
2024-12-25 11:49:07.727271+00,176.68,27.11
2024-12-25 11:53:07.72862+00,177.71,27.14
2024-12-25 11:57:07.729423+00,178.74,27.17
2024-12-25 12:01:44.003819+00,179.93,27.18
2024-12-25 12:05:44.005513+00,180.96,27.17
2024-12-25 12:09:44.006775+00,181.99,27.15
2024-12-25 12:13:44.008075+00,183.02,27.12
2024-12-25 12:17:44.010134+00,184.05,27.07
2024-12-25 12:21:44.012048+00,185.08,27.01
2024-12-25 12:25:44.013526+00,186.11,26.94
2024-12-25 12:29:44.014258+00,187.13,26.85
2024-12-25 12:33:44.015979+00,188.15,26.74
2024-12-25 12:37:44.01736+00,189.17,26.63
2024-12-25 12:41:44.017934+00,190.19,26.5
2024-12-25 12:45:44.018828+00,191.2,26.36
2024-12-25 12:49:44.021076+00,192.21,26.2
2024-12-25 12:53:44.022694+00,193.21,26.03
2024-12-25 12:57:44.02422+00,194.21,25.85
2024-12-25 13:01:44.025497+00,195.21,25.65
2024-12-25 13:05:44.027036+00,196.2,25.44
2024-12-25 13:09:44.028292+00,197.18,25.22
2024-12-25 13:13:44.029536+00,198.16,24.99
2024-12-25 13:17:44.030931+00,199.13,24.74
2024-12-25 13:21:44.032418+00,200.1,24.48
2024-12-25 13:25:44.033599+00,201.06,24.21
2024-12-25 13:29:44.034811+00,202.02,23.93
2024-12-25 13:33:44.03699+00,202.97,23.64
2024-12-25 13:37:44.037942+00,203.91,23.33
2024-12-25 13:41:44.039507+00,204.85,23.01
2024-12-25 13:45:44.040951+00,205.78,22.68
2024-12-25 13:49:44.04249+00,206.7,22.34
2024-12-25 13:53:44.043733+00,207.61,21.99
2024-12-25 13:57:44.04485+00,208.52,21.63
2024-12-25 14:01:44.046819+00,209.42,21.26
2024-12-25 14:05:44.048356+00,210.31,20.87
2024-12-25 14:09:44.049815+00,211.2,20.48
2024-12-25 14:13:44.051253+00,212.08,20.08
2024-12-25 14:17:44.053205+00,212.95,19.66
2024-12-25 14:21:44.053867+00,213.81,19.24
2024-12-25 14:25:44.054754+00,214.66,18.81
2024-12-25 14:29:44.055556+00,215.51,18.36
2024-12-25 14:33:44.058388+00,216.35,17.91
2024-12-25 14:37:44.060778+00,217.18,17.45
2024-12-25 14:41:44.062992+00,218.01,16.98
2024-12-25 14:45:44.064985+00,218.83,16.5
2024-12-25 14:49:44.067322+00,219.63,16.02
2024-12-25 14:53:44.067517+00,220.44,15.52
2024-12-25 14:57:44.069483+00,221.23,15.02
2024-12-25 15:01:44.070585+00,222.02,14.51
2024-12-25 15:05:44.07194+00,222.8,13.99
2024-12-25 15:09:44.072868+00,223.57,13.47
2024-12-25 15:13:44.074124+00,224.34,12.93
2024-12-25 15:17:44.074969+00,225.09,12.39
2024-12-25 15:21:44.076362+00,225.84,11.85
2024-12-25 15:25:44.077187+00,226.59,11.29
2024-12-25 15:29:44.077971+00,227.33,10.73
2024-12-25 15:33:44.079842+00,228.06,10.17
2024-12-25 15:34:54.749964+00,228.27,10.0
2024-12-25 15:36:54.751267+00,228.63,9.72
2024-12-25 15:38:54.752825+00,228.99,9.43
2024-12-25 15:40:54.754311+00,229.35,9.14
2024-12-25 15:42:54.75669+00,229.71,8.85
2024-12-25 15:44:54.758461+00,230.06,8.56
2024-12-25 15:46:54.760059+00,230.42,8.26
2024-12-25 15:48:54.761112+00,230.77,7.97
2024-12-25 15:50:54.761879+00,231.12,7.67
2024-12-25 15:52:54.762926+00,231.47,7.38
2024-12-25 15:54:54.764447+00,231.82,7.08
2024-12-25 15:56:54.764789+00,232.16,6.78
2024-12-25 15:58:54.766449+00,232.51,6.48
2024-12-25 16:00:54.767724+00,232.85,6.18
2024-12-25 16:02:54.768527+00,233.19,5.88
2024-12-25 16:04:54.768735+00,233.53,5.57
2024-12-25 16:06:54.77046+00,233.87,5.27
2024-12-25 16:08:54.772485+00,234.21,4.96
2024-12-25 16:10:54.773757+00,234.54,4.66
2024-12-25 16:12:54.775282+00,234.88,4.35
2024-12-25 16:14:54.777604+00,235.21,4.05
2024-12-25 16:16:54.778878+00,235.54,3.74
2024-12-25 16:18:54.781283+00,235.88,3.44
2024-12-25 16:20:54.782648+00,236.2,3.13
2024-12-25 16:22:54.783928+00,236.53,2.83
2024-12-25 16:24:54.784886+00,236.86,2.52
2024-12-25 16:26:54.786157+00,237.19,2.22
2024-12-25 16:28:54.78833+00,237.51,1.92
2024-12-25 16:30:54.789567+00,237.83,1.62
2024-12-25 16:32:54.790698+00,238.15,1.32
2024-12-25 16:34:54.791131+00,238.47,1.03
2024-12-25 16:36:54.791592+00,238.79,0.74
2024-12-25 16:38:54.793533+00,239.11,0.45
2024-12-25 16:40:54.79376+00,239.43,0.17
2024-12-25 16:42:54.794871+00,239.75,-0.22
2024-12-25 16:43:26.620924+00,239.83,-0.37
2024-12-25 16:47:26.621996+00,240.46,-1.23
2024-12-25 16:51:26.624273+00,241.08,-1.97
2024-12-25 16:55:26.625516+00,241.7,-2.69
2024-12-25 16:59:26.62709+00,242.32,-3.39
2024-12-25 17:03:26.628051+00,242.93,-4.09
2024-12-25 17:07:26.628781+00,243.54,-4.79
2024-12-25 17:11:26.630638+00,244.14,-5.49
2024-12-25 17:14:18.736087+00,244.57,-6.0
2024-12-25 17:22:18.738395+00,245.77,-7.41
2024-12-25 17:30:18.739282+00,246.95,-8.83
2024-12-25 17:38:18.741501+00,248.12,-10.26
2024-12-25 17:47:56.686289+00,249.52,-12.0
2024-12-25 17:55:56.688637+00,250.67,-13.45
2024-12-25 18:03:56.690555+00,251.82,-14.92
2024-12-25 18:11:56.691812+00,252.96,-16.39
2024-12-25 18:20:38.157121+00,254.2,-18.0
2024-12-25 18:40:38.158777+00,257.03,-21.74
2024-12-25 19:00:38.160759+00,259.87,-25.52
2024-12-25 19:20:38.161525+00,262.75,-29.34
2024-12-25 19:40:38.163851+00,265.69,-33.17
2024-12-25 20:00:38.164826+00,268.74,-37.03
2024-12-25 20:20:38.166115+00,271.94,-40.89
2024-12-25 20:40:38.167594+00,275.34,-44.74
2024-12-25 21:00:38.16833+00,279.04,-48.56
2024-12-25 21:20:38.168765+00,283.11,-52.35
2024-12-25 21:40:38.169667+00,287.72,-56.07
2024-12-25 22:00:38.171603+00,293.04,-59.69
2024-12-25 22:20:38.172643+00,299.34,-63.15
2024-12-25 22:40:38.173682+00,307.0,-66.38
2024-12-25 23:00:38.174876+00,316.49,-69.26
2024-12-25 23:20:38.176922+00,328.29,-71.62
2024-12-25 23:40:38.178352+00,342.57,-73.24
2024-12-26 00:02:29.0055+00,0.2,-73.87
2024-12-26 00:22:29.007518+00,16.38,-73.31
2024-12-26 00:42:29.009348+00,30.81,-71.76
2024-12-26 01:02:29.010882+00,42.78,-69.44
2024-12-26 01:22:29.013094+00,52.41,-66.59
2024-12-26 01:42:29.015086+00,60.17,-63.37
2024-12-26 02:02:29.016442+00,66.56,-59.92
2024-12-26 02:22:29.017591+00,71.94,-56.32
2024-12-26 02:42:29.019104+00,76.58,-52.6
2024-12-26 03:02:29.02092+00,80.69,-48.82
2024-12-26 03:22:29.021828+00,84.4,-44.99
2024-12-26 03:42:29.023964+00,87.83,-41.14
2024-12-26 04:02:29.024729+00,91.04,-37.28
2024-12-26 04:22:29.026435+00,94.09,-33.43
2024-12-26 04:42:29.027196+00,97.04,-29.59
2024-12-26 05:02:29.028428+00,99.92,-25.77
2024-12-26 05:22:29.03038+00,102.76,-21.99
2024-12-26 05:43:47.484163+00,105.78,-18.0
2024-12-26 05:51:47.4861+00,106.92,-16.52
2024-12-26 05:59:47.488189+00,108.06,-15.04
2024-12-26 06:07:47.489239+00,109.2,-13.58
2024-12-26 06:16:28.366772+00,110.45,-12.0
2024-12-26 06:24:28.368645+00,111.61,-10.56
2024-12-26 06:32:28.370831+00,112.78,-9.12
2024-12-26 06:40:28.372385+00,113.96,-7.7
2024-12-26 06:50:05.564519+00,115.4,-6.0
2024-12-26 06:54:05.56713+00,116.0,-5.3
2024-12-26 06:58:05.569126+00,116.6,-4.6
2024-12-26 07:02:05.570412+00,117.21,-3.9
2024-12-26 07:06:05.571487+00,117.83,-3.2
2024-12-26 07:10:05.573246+00,118.44,-2.49
2024-12-26 07:14:05.57547+00,119.06,-1.77
2024-12-26 07:18:05.57642+00,119.69,-1.01
2024-12-26 07:20:56.754939+00,120.14,-0.37
2024-12-26 07:22:56.757657+00,120.45,0.1
2024-12-26 07:24:56.758723+00,120.77,0.37
2024-12-26 07:26:56.760049+00,121.09,0.66
2024-12-26 07:28:56.761165+00,121.41,0.95
2024-12-26 07:30:56.762441+00,121.73,1.24
2024-12-26 07:32:56.763585+00,122.05,1.54
2024-12-26 07:34:56.76606+00,122.37,1.84
2024-12-26 07:36:56.768081+00,122.69,2.14
2024-12-26 07:38:56.770975+00,123.02,2.44
2024-12-26 07:40:56.771677+00,123.34,2.74
2024-12-26 07:42:56.7732+00,123.67,3.05
2024-12-26 07:44:56.775425+00,124.0,3.36
2024-12-26 07:46:56.777254+00,124.33,3.66
2024-12-26 07:48:56.779428+00,124.66,3.97
2024-12-26 07:50:56.7803+00,125.0,4.27
2024-12-26 07:52:56.781959+00,125.33,4.58
2024-12-26 07:54:56.783661+00,125.67,4.88
2024-12-26 07:56:56.786891+00,126.0,5.19
2024-12-26 07:58:56.788841+00,126.34,5.49
2024-12-26 08:00:56.790393+00,126.68,5.8
2024-12-26 08:02:56.791336+00,127.02,6.1
2024-12-26 08:04:56.792265+00,127.37,6.4
2024-12-26 08:06:56.7949+00,127.71,6.7
2024-12-26 08:08:56.796275+00,128.06,7.0
2024-12-26 08:10:56.798109+00,128.4,7.3
2024-12-26 08:12:56.80042+00,128.75,7.6
2024-12-26 08:14:56.80221+00,129.1,7.89
2024-12-26 08:16:56.803848+00,129.45,8.19
2024-12-26 08:18:56.804616+00,129.81,8.48
2024-12-26 08:20:56.806664+00,130.16,8.77
2024-12-26 08:22:56.808659+00,130.52,9.06
2024-12-26 08:24:56.80989+00,130.88,9.35
2024-12-26 08:26:56.812128+00,131.24,9.64
2024-12-26 08:29:25.854165+00,131.68,10.0
2024-12-26 08:33:25.857358+00,132.41,10.57
2024-12-26 08:37:25.859538+00,133.15,11.13
2024-12-26 08:41:25.861635+00,133.89,11.69
2024-12-26 08:45:25.862207+00,134.64,12.23
2024-12-26 08:49:25.863195+00,135.4,12.78
2024-12-26 08:53:25.865329+00,136.16,13.31
2024-12-26 08:57:25.866545+00,136.93,13.84
2024-12-26 09:01:25.868854+00,137.71,14.36
2024-12-26 09:05:25.870121+00,138.49,14.87
2024-12-26 09:09:25.871378+00,139.28,15.38
2024-12-26 09:13:25.874413+00,140.08,15.88
2024-12-26 09:17:25.874377+00,140.89,16.37
2024-12-26 09:21:25.875805+00,141.7,16.85
2024-12-26 09:25:25.877648+00,142.53,17.32
2024-12-26 09:29:25.877728+00,143.36,17.78
2024-12-26 09:33:25.879469+00,144.19,18.24
2024-12-26 09:37:25.880943+00,145.04,18.68
2024-12-26 09:41:25.88356+00,145.89,19.12
2024-12-26 09:45:25.885035+00,146.75,19.55
2024-12-26 09:49:25.887688+00,147.62,19.96
2024-12-26 09:53:25.889392+00,148.49,20.37
2024-12-26 09:57:25.891276+00,149.38,20.77
2024-12-26 10:01:25.893561+00,150.27,21.16
2024-12-26 10:05:25.895338+00,151.17,21.53
2024-12-26 10:09:25.896226+00,152.07,21.9
2024-12-26 10:13:25.899445+00,152.98,22.25
2024-12-26 10:17:25.901633+00,153.9,22.6
2024-12-26 10:21:25.903134+00,154.83,22.93
2024-12-26 10:25:25.904793+00,155.76,23.25
2024-12-26 10:29:25.90583+00,156.7,23.56
2024-12-26 10:33:25.909006+00,157.65,23.86
2024-12-26 10:37:25.910284+00,158.61,24.15
2024-12-26 10:41:25.912662+00,159.57,24.43
2024-12-26 10:45:25.913917+00,160.53,24.69
2024-12-26 10:49:25.91532+00,161.51,24.94
2024-12-26 10:53:25.917789+00,162.48,25.18
2024-12-26 10:57:25.9195+00,163.47,25.4
2024-12-26 11:01:25.921097+00,164.46,25.62
2024-12-26 11:05:25.922217+00,165.45,25.82
2024-12-26 11:09:25.923584+00,166.45,26.0
2024-12-26 11:13:25.925144+00,167.45,26.18
2024-12-26 11:17:25.925764+00,168.46,26.34
2024-12-26 11:21:25.928114+00,169.47,26.49
2024-12-26 11:25:25.929465+00,170.49,26.62
2024-12-26 11:29:25.931329+00,171.5,26.74
2024-12-26 11:33:25.933715+00,172.52,26.85
2024-12-26 11:37:25.935774+00,173.55,26.94
2024-12-26 11:41:25.937689+00,174.57,27.02
2024-12-26 11:45:25.939223+00,175.6,27.09
2024-12-26 11:49:25.940285+00,176.63,27.14
2024-12-26 11:53:25.942374+00,177.66,27.18
2024-12-26 11:57:25.944558+00,178.69,27.2
2024-12-26 12:02:14.006407+00,179.93,27.21
2024-12-26 12:06:14.007891+00,180.97,27.21
2024-12-26 12:10:14.010304+00,182.0,27.19
2024-12-26 12:14:14.011955+00,183.03,27.16
2024-12-26 12:18:14.012644+00,184.06,27.11
2024-12-26 12:22:14.014686+00,185.09,27.05
2024-12-26 12:26:14.015368+00,186.11,26.97
2024-12-26 12:30:14.016427+00,187.14,26.88
2024-12-26 12:34:14.016894+00,188.16,26.78
2024-12-26 12:38:14.017957+00,189.18,26.66
2024-12-26 12:42:14.021699+00,190.19,26.53
2024-12-26 12:46:14.022071+00,191.21,26.39
2024-12-26 12:50:14.023412+00,192.22,26.24
2024-12-26 12:54:14.025161+00,193.22,26.07
2024-12-26 12:58:14.026688+00,194.22,25.88
2024-12-26 13:02:14.028398+00,195.22,25.69
2024-12-26 13:06:14.030588+00,196.21,25.48
2024-12-26 13:10:14.03172+00,197.19,25.26
2024-12-26 13:14:14.033154+00,198.17,25.02
2024-12-26 13:18:14.033992+00,199.15,24.78
2024-12-26 13:22:14.035195+00,200.12,24.52
2024-12-26 13:26:14.036916+00,201.08,24.25
2024-12-26 13:30:14.039628+00,202.03,23.96
2024-12-26 13:34:14.041386+00,202.98,23.67
2024-12-26 13:38:14.043156+00,203.93,23.36
2024-12-26 13:42:14.04373+00,204.86,23.05
2024-12-26 13:46:14.045769+00,205.79,22.72
2024-12-26 13:50:14.047495+00,206.72,22.38
2024-12-26 13:54:14.048912+00,207.63,22.02
2024-12-26 13:58:14.050368+00,208.54,21.66
2024-12-26 14:02:14.05205+00,209.44,21.29
2024-12-26 14:06:14.05394+00,210.33,20.91
2024-12-26 14:10:14.055721+00,211.22,20.51
2024-12-26 14:14:14.057469+00,212.1,20.11
2024-12-26 14:18:14.059642+00,212.97,19.69
2024-12-26 14:22:14.061474+00,213.83,19.27
2024-12-26 14:26:14.062207+00,214.69,18.84
2024-12-26 14:30:14.063221+00,215.53,18.39
2024-12-26 14:34:14.064648+00,216.37,17.94
2024-12-26 14:38:14.066679+00,217.21,17.48
2024-12-26 14:42:14.06826+00,218.03,17.01
2024-12-26 14:46:14.068913+00,218.85,16.53
2024-12-26 14:50:14.072176+00,219.66,16.05
2024-12-26 14:54:14.074104+00,220.46,15.55
2024-12-26 14:58:14.075254+00,221.25,15.05
2024-12-26 15:02:14.077216+00,222.04,14.54
2024-12-26 15:06:14.079405+00,222.82,14.02
2024-12-26 15:10:14.080658+00,223.59,13.5
2024-12-26 15:14:14.08216+00,224.36,12.96
2024-12-26 15:18:14.08364+00,225.12,12.42
2024-12-26 15:22:14.08556+00,225.87,11.88
2024-12-26 15:26:14.086453+00,226.61,11.32
2024-12-26 15:30:14.088794+00,227.35,10.76
2024-12-26 15:34:14.090116+00,228.08,10.2
2024-12-26 15:35:36.398787+00,228.33,10.0
2024-12-26 15:37:36.400712+00,228.69,9.72
2024-12-26 15:39:36.401931+00,229.05,9.43
2024-12-26 15:41:36.403975+00,229.41,9.14
2024-12-26 15:43:36.40515+00,229.77,8.85
2024-12-26 15:45:36.40654+00,230.12,8.56
2024-12-26 15:47:36.40865+00,230.48,8.26
2024-12-26 15:49:36.40972+00,230.83,7.97
2024-12-26 15:51:36.411437+00,231.18,7.67
2024-12-26 15:53:36.413274+00,231.53,7.37
2024-12-26 15:55:36.414981+00,231.88,7.08
2024-12-26 15:57:36.416036+00,232.22,6.78
2024-12-26 15:59:36.417771+00,232.57,6.48
2024-12-26 16:01:36.418801+00,232.91,6.17
2024-12-26 16:03:36.419935+00,233.25,5.87
2024-12-26 16:05:36.421074+00,233.59,5.57
2024-12-26 16:07:36.422534+00,233.93,5.26
2024-12-26 16:09:36.424983+00,234.27,4.96
2024-12-26 16:11:36.426985+00,234.61,4.65
2024-12-26 16:13:36.428854+00,234.94,4.35
2024-12-26 16:15:36.429774+00,235.27,4.04
2024-12-26 16:17:36.432309+00,235.61,3.74
2024-12-26 16:19:36.433989+00,235.94,3.43
2024-12-26 16:21:36.43528+00,236.27,3.13
2024-12-26 16:23:36.437329+00,236.59,2.82
2024-12-26 16:25:36.439713+00,236.92,2.52
2024-12-26 16:27:36.442597+00,237.25,2.21
2024-12-26 16:29:36.443412+00,237.57,1.91
2024-12-26 16:31:36.44565+00,237.89,1.61
2024-12-26 16:33:36.447594+00,238.21,1.32
2024-12-26 16:35:36.449713+00,238.54,1.02
2024-12-26 16:37:36.45162+00,238.85,0.73
2024-12-26 16:39:36.453944+00,239.17,0.45
2024-12-26 16:41:36.454553+00,239.49,0.17
2024-12-26 16:44:05.459733+00,239.88,-0.37
2024-12-26 16:48:05.462077+00,240.51,-1.23
2024-12-26 16:52:05.463793+00,241.13,-1.98
2024-12-26 16:56:05.465684+00,241.75,-2.69
2024-12-26 17:00:05.467093+00,242.37,-3.39
2024-12-26 17:04:05.469483+00,242.98,-4.1
2024-12-26 17:08:05.471581+00,243.59,-4.8
2024-12-26 17:12:05.473043+00,244.19,-5.5
2024-12-26 17:14:56.754097+00,244.62,-6.0
2024-12-26 17:22:56.756306+00,245.82,-7.41
2024-12-26 17:30:56.759519+00,247.0,-8.83
2024-12-26 17:38:56.760882+00,248.17,-10.26
2024-12-26 17:48:33.997341+00,249.57,-12.0
2024-12-26 17:56:33.999426+00,250.72,-13.45
2024-12-26 18:04:34.000977+00,251.87,-14.92
2024-12-26 18:12:34.002297+00,253.01,-16.39
2024-12-26 18:21:14.947359+00,254.24,-18.0
2024-12-26 18:41:14.949316+00,257.08,-21.74
2024-12-26 19:01:14.952907+00,259.92,-25.52
2024-12-26 19:21:14.95163+00,262.8,-29.33
2024-12-26 19:41:14.952619+00,265.75,-33.17
2024-12-26 20:01:14.954311+00,268.8,-37.03
2024-12-26 20:21:14.954962+00,272.0,-40.89
2024-12-26 20:41:14.957627+00,275.41,-44.74
2024-12-26 21:01:14.958289+00,279.11,-48.56
2024-12-26 21:21:14.959151+00,283.19,-52.35
2024-12-26 21:41:14.960555+00,287.8,-56.07
2024-12-26 22:01:14.961611+00,293.13,-59.68
2024-12-26 22:21:14.963542+00,299.44,-63.14
2024-12-26 22:41:14.965466+00,307.12,-66.37
2024-12-26 23:01:14.966717+00,316.61,-69.25
2024-12-26 23:21:14.969511+00,328.41,-71.6
2024-12-26 23:41:14.970799+00,342.69,-73.2
2024-12-27 00:02:58.004408+00,0.19,-73.83
2024-12-27 00:22:58.006098+00,16.34,-73.27
2024-12-27 00:42:58.007422+00,30.75,-71.72
2024-12-27 01:02:58.009269+00,42.71,-69.41
2024-12-27 01:22:58.011282+00,52.33,-66.56
2024-12-27 01:42:58.013969+00,60.11,-63.35
2024-12-27 02:02:58.015901+00,66.49,-59.9
2024-12-27 02:22:58.016814+00,71.88,-56.29
2024-12-27 02:42:58.01815+00,76.52,-52.58
2024-12-27 03:02:58.019318+00,80.64,-48.8
2024-12-27 03:22:58.020702+00,84.35,-44.97
2024-12-27 03:42:58.021847+00,87.78,-41.12
2024-12-27 04:02:58.022792+00,90.99,-37.26
2024-12-27 04:22:58.025412+00,94.05,-33.41
2024-12-27 04:42:58.026716+00,97.0,-29.57
2024-12-27 05:02:58.028872+00,99.88,-25.75
2024-12-27 05:22:58.029828+00,102.73,-21.96
2024-12-27 05:44:08.96656+00,105.72,-18.0
2024-12-27 05:52:08.968627+00,106.86,-16.52
2024-12-27 06:00:08.969703+00,108.0,-15.05
2024-12-27 06:08:08.971281+00,109.15,-13.58
2024-12-27 06:16:49.20158+00,110.4,-12.0
2024-12-27 06:24:49.203229+00,111.56,-10.56
2024-12-27 06:32:49.20469+00,112.73,-9.12
2024-12-27 06:40:49.205755+00,113.91,-7.7
2024-12-27 06:50:25.533963+00,115.34,-6.0
2024-12-27 06:54:25.537301+00,115.94,-5.3
2024-12-27 06:58:25.537869+00,116.55,-4.6
2024-12-27 07:02:25.539927+00,117.16,-3.9
2024-12-27 07:06:25.54107+00,117.77,-3.2
2024-12-27 07:10:25.541643+00,118.39,-2.49
2024-12-27 07:14:25.542689+00,119.01,-1.77
2024-12-27 07:18:25.544821+00,119.63,-1.0
2024-12-27 07:21:15.703484+00,120.08,-0.37
2024-12-27 07:23:15.7069+00,120.39,0.1
2024-12-27 07:25:15.706889+00,120.71,0.38
2024-12-27 07:27:15.707735+00,121.03,0.66
2024-12-27 07:29:15.70919+00,121.35,0.95
2024-12-27 07:31:15.710917+00,121.67,1.24
2024-12-27 07:33:15.713366+00,121.99,1.54
2024-12-27 07:35:15.713608+00,122.31,1.84
2024-12-27 07:37:15.715927+00,122.64,2.14
2024-12-27 07:39:15.715823+00,122.96,2.44
2024-12-27 07:41:15.716769+00,123.29,2.75
2024-12-27 07:43:15.719248+00,123.61,3.05
2024-12-27 07:45:15.72034+00,123.94,3.36
2024-12-27 07:47:15.721523+00,124.27,3.66
2024-12-27 07:49:15.722244+00,124.6,3.97
2024-12-27 07:51:15.723509+00,124.94,4.28
2024-12-27 07:53:15.725577+00,125.27,4.58
2024-12-27 07:55:15.727005+00,125.61,4.89
2024-12-27 07:57:15.730713+00,125.94,5.19
2024-12-27 07:59:15.73085+00,126.28,5.5
2024-12-27 08:01:15.73273+00,126.62,5.8
2024-12-27 08:03:15.734716+00,126.96,6.1
2024-12-27 08:05:15.735142+00,127.31,6.41
2024-12-27 08:07:15.736382+00,127.65,6.71
2024-12-27 08:09:15.738094+00,128.0,7.01
2024-12-27 08:11:15.738709+00,128.34,7.3
2024-12-27 08:13:15.739981+00,128.69,7.6
2024-12-27 08:15:15.74156+00,129.04,7.9
2024-12-27 08:17:15.742766+00,129.39,8.19
2024-12-27 08:19:15.745299+00,129.75,8.49
2024-12-27 08:21:15.74889+00,130.1,8.78
2024-12-27 08:23:15.749239+00,130.46,9.07
2024-12-27 08:25:15.751237+00,130.82,9.36
2024-12-27 08:27:15.751437+00,131.18,9.65
2024-12-27 08:29:41.407597+00,131.62,10.0
2024-12-27 08:33:41.409214+00,132.35,10.57
2024-12-27 08:37:41.410351+00,133.08,11.13
2024-12-27 08:41:41.411666+00,133.82,11.69
2024-12-27 08:45:41.41274+00,134.57,12.24
2024-12-27 08:49:41.415055+00,135.33,12.78
2024-12-27 08:53:41.416995+00,136.09,13.32
2024-12-27 08:57:41.418203+00,136.86,13.85
2024-12-27 09:01:41.421118+00,137.64,14.37
2024-12-27 09:05:41.421966+00,138.42,14.88
2024-12-27 09:09:41.423193+00,139.21,15.39
2024-12-27 09:13:41.42514+00,140.01,15.89
2024-12-27 09:17:41.426467+00,140.82,16.38
2024-12-27 09:21:41.428552+00,141.63,16.86
2024-12-27 09:25:41.430654+00,142.46,17.33
2024-12-27 09:29:41.43254+00,143.29,17.8
2024-12-27 09:33:41.435515+00,144.12,18.25
2024-12-27 09:37:41.437781+00,144.97,18.7
2024-12-27 09:41:41.438935+00,145.82,19.13
2024-12-27 09:45:41.439979+00,146.68,19.56
2024-12-27 09:49:41.440959+00,147.55,19.98
2024-12-27 09:53:41.443494+00,148.42,20.39
2024-12-27 09:57:41.445403+00,149.31,20.79
2024-12-27 10:01:41.446692+00,150.2,21.17
2024-12-27 10:05:41.447907+00,151.1,21.55
2024-12-27 10:09:41.450671+00,152.0,21.92
2024-12-27 10:13:41.453321+00,152.91,22.28
2024-12-27 10:17:41.455279+00,153.83,22.62
2024-12-27 10:21:41.457409+00,154.76,22.95
2024-12-27 10:25:41.458105+00,155.7,23.28
2024-12-27 10:29:41.460239+00,156.64,23.59
2024-12-27 10:33:41.462038+00,157.58,23.89
2024-12-27 10:37:41.462905+00,158.54,24.18
2024-12-27 10:41:41.464395+00,159.5,24.45
2024-12-27 10:45:41.465227+00,160.47,24.72
2024-12-27 10:49:41.466688+00,161.44,24.97
2024-12-27 10:53:41.468201+00,162.42,25.21
2024-12-27 10:57:41.469411+00,163.4,25.43
