time,azimuth_mean,elevation_mean
2025-01-03 20:00:00,271.335,-38.995000000000005
2025-01-03 20:30:00,276.44,-44.77
2025-01-03 21:00:00,282.29999999999995,-50.465
2025-01-03 21:30:00,289.11,-56.05
2025-01-03 22:00:00,297.815,-61.335
2025-01-03 22:30:00,308.9,-66.2
2025-01-03 23:00:00,324.495,-70.12
2025-01-03 23:30:00,344.6,-72.72
2025-01-04 00:00:00,8.015,-72.96000000000001
2025-01-04 00:30:00,29.95,-71.18
2025-01-04 01:00:00,46.545,-67.50999999999999
2025-01-04 01:30:00,59.14,-62.93
2025-01-04 02:00:00,68.28999999999999,-57.72
2025-01-04 02:30:00,75.71,-52.23
2025-01-04 03:00:00,81.755,-46.55
2025-01-04 03:30:00,87.1,-40.79
2025-01-04 04:00:00,91.895,-35.004999999999995
2025-01-04 04:30:00,96.41,-29.23
2025-01-04 05:00:00,100.75,-23.509999999999998
2025-01-04 05:30:00,105.5,-17.255000000000003
2025-01-04 06:00:00,108.9875,-12.785
2025-01-04 06:30:00,114.08800000000001,-6.534000000000001
2025-01-04 07:00:00,118.52444444444444,-1.268888888888889
2025-01-04 07:30:00,122.77933333333334,3.0913333333333335
2025-01-04 08:00:00,127.85466666666666,7.677333333333333
2025-01-04 08:30:00,133.21125,11.97875
2025-01-04 09:00:00,139.01000000000002,15.975714285714286
2025-01-04 09:30:00,145.245,19.51625
2025-01-04 10:00:00,151.90571428571428,22.532857142857146
2025-01-04 10:30:00,158.9925,24.927500000000002
2025-01-04 11:00:00,166.4257142857143,26.655714285714286
2025-01-04 11:30:00,174.12,27.62625
2025-01-04 12:00:00,182.01,27.834285714285716
2025-01-04 12:30:00,189.79125,27.232499999999998
2025-01-04 13:00:00,197.37285714285713,25.888571428571428
2025-01-04 13:30:00,204.63875,23.81125
2025-01-04 14:00:00,211.5257142857143,21.09857142857143
2025-01-04 14:30:00,217.96875,17.805
2025-01-04 15:00:00,223.99285714285716,14.034285714285714
2025-01-04 15:30:00,230.0253846153846,9.493846153846153
2025-01-04 16:00:00,235.00666666666666,5.1899999999999995
2025-01-04 16:30:00,239.6646153846154,0.7730769230769231
2025-01-04 17:00:00,244.55714285714285,-4.864285714285714
2025-01-04 17:30:00,249.16333333333333,-10.38
2025-01-04 18:00:00,253.3725,-15.7
2025-01-04 18:30:00,258.0,-21.75
2025-01-04 19:00:00,262.33000000000004,-27.46
2025-01-04 19:30:00,266.77,-33.22
2025-01-04 20:00:00,271.505,-39.0
2025-01-04 20:30:00,276.62,-44.77
2025-01-04 21:00:00,282.505,-50.47
2025-01-04 21:30:00,289.35,-56.04
2025-01-04 22:00:00,298.09,-61.32
2025-01-04 22:30:00,309.22,-66.17
2025-01-04 23:00:00,324.845,-70.06
2025-01-04 23:30:00,344.93,-72.63
2025-01-05 00:00:00,7.96,-72.85
2025-01-05 00:30:00,29.79,-71.08
2025-01-05 01:00:00,46.364999999999995,-67.425
2025-01-05 01:30:00,58.96,-62.86
2025-01-05 02:00:00,68.125,-57.65
2025-01-05 02:30:00,75.56,-52.17
2025-01-05 03:00:00,81.625,-46.489999999999995
2025-01-05 03:30:00,86.98,-40.73
2025-01-05 04:00:00,91.775,-34.945
2025-01-05 04:30:00,96.31,-29.17
2025-01-05 05:00:00,100.65,-23.450000000000003
2025-01-05 05:30:00,105.355,-17.255000000000003
2025-01-05 06:00:00,108.84,-12.785
2025-01-05 06:30:00,113.944,-6.529999999999999
2025-01-05 07:00:00,118.37555555555556,-1.267777777777778
2025-01-05 07:30:00,122.62333333333332,3.0966666666666667
2025-01-05 08:00:00,127.70133333333334,7.6899999999999995
2025-01-05 08:30:00,133.03125,11.98375
2025-01-05 09:00:00,138.82857142857142,15.997142857142858
2025-01-05 09:30:00,145.0625,19.5475
2025-01-05 10:00:00,151.72571428571428,22.58142857142857
2025-01-05 10:30:00,158.81375,24.997500000000002
2025-01-05 11:00:00,166.25714285714284,26.74142857142857
2025-01-05 11:30:00,174.09875,27.735
2025-01-05 12:00:00,182.01571428571427,27.944285714285712
2025-01-05 12:30:00,189.81,27.34375
2025-01-05 13:00:00,197.40571428571428,25.99285714285714
2025-01-05 13:30:00,204.685,23.91375
2025-01-05 14:00:00,211.57857142857142,21.201428571428572
2025-01-05 14:30:00,218.03375,17.90125
2025-01-05 15:00:00,224.06285714285715,14.124285714285715
2025-01-05 15:30:00,229.9825,9.678333333333333
2025-01-05 16:00:00,234.84666666666666,5.487333333333334
2025-01-05 16:30:00,239.4746153846154,1.1476923076923078
2025-01-05 17:00:00,244.04857142857142,-4.091428571428572
2025-01-05 17:30:00,248.70499999999998,-9.6425
2025-01-05 18:00:00,253.5225,-15.705
2025-01-05 18:30:00,258.16,-21.76
2025-01-05 19:00:00,262.49,-27.465
2025-01-05 19:30:00,266.94,-33.22
2025-01-05 20:00:00,271.69,-39.01
2025-01-05 20:30:00,276.83,-44.78
2025-01-05 21:00:00,282.735,-50.47
2025-01-05 21:30:00,289.61,-56.04
2025-01-05 22:00:00,298.39,-61.305
2025-01-05 22:30:00,309.57,-66.14
2025-01-05 23:00:00,325.23,-70.0
2025-01-05 23:30:00,345.29,-72.54
2025-01-06 00:00:00,7.92,-72.74000000000001
2025-01-06 00:30:00,29.65,-70.98
2025-01-06 01:00:00,46.185,-67.33500000000001
2025-01-06 01:30:00,58.78,-62.78
2025-01-06 02:00:00,67.96000000000001,-57.58
2025-01-06 02:30:00,75.41,-52.1
2025-01-06 03:00:00,81.48,-46.42
2025-01-06 03:30:00,86.85,-40.67
2025-01-06 04:00:00,91.66,-34.88
2025-01-06 04:30:00,96.2,-29.1
2025-01-06 05:00:00,100.545,-23.380000000000003
2025-01-06 05:30:00,105.19999999999999,-17.255000000000003
2025-01-06 06:00:00,108.69,-12.7825
2025-01-06 06:30:00,113.78599999999999,-6.5280000000000005
2025-01-06 07:00:00,118.21333333333334,-1.2644444444444443
2025-01-06 07:30:00,122.462,3.104
2025-01-06 08:00:00,127.708125,7.850625
2025-01-06 08:30:00,133.21,12.277142857142858
2025-01-06 09:00:00,139.0425,16.26375
2025-01-06 09:30:00,145.29571428571427,19.810000000000002
2025-01-06 10:00:00,151.9975,22.81125
2025-01-06 10:30:00,159.10714285714286,25.214285714285715
2025-01-06 11:00:00,166.58,26.91
2025-01-06 11:30:00,174.30428571428573,27.884285714285713
2025-01-06 12:00:00,181.67,28.07125
2025-01-06 12:30:00,189.83125,27.4625
2025-01-06 13:00:00,197.44142857142856,26.111428571428572
2025-01-06 13:30:00,204.73375,24.02875
2025-01-06 14:00:00,211.63714285714286,21.30857142857143
2025-01-06 14:30:00,218.1,18.00375
2025-01-06 15:00:00,224.1342857142857,14.222857142857142
2025-01-06 15:30:00,230.14166666666665,9.704166666666667
2025-01-06 16:00:00,235.04,5.474666666666667
2025-01-06 16:30:00,239.66307692307691,1.13
2025-01-06 17:00:00,244.21285714285713,-4.0928571428571425
2025-01-06 17:30:00,248.87,-9.645
2025-01-06 18:00:00,253.68,-15.705
2025-01-06 18:30:00,258.32,-21.76
2025-01-06 19:00:00,262.65999999999997,-27.47
2025-01-06 19:30:00,267.12,-33.23
2025-01-06 20:00:00,271.885,-39.015
2025-01-06 20:30:00,277.04,-44.78
2025-01-06 21:00:00,282.975,-50.47
2025-01-06 21:30:00,289.88,-56.03
2025-01-06 22:00:00,298.70500000000004,-61.285
2025-01-06 22:30:00,309.93,-66.1
2025-01-06 23:00:00,325.625,-69.93
2025-01-06 23:30:00,345.67,-72.44
2025-01-07 00:00:00,7.875,-72.615
2025-01-07 00:30:00,29.49,-70.86
2025-01-07 01:00:00,45.99,-67.23
2025-01-07 01:30:00,58.58,-62.69
2025-01-07 02:00:00,67.78,-57.5
2025-01-07 02:30:00,75.25,-52.02
2025-01-07 03:00:00,81.33,-46.349999999999994
2025-01-07 03:30:00,86.71,-40.6
2025-01-07 04:00:00,91.53,-34.81
2025-01-07 04:30:00,96.08,-29.03
2025-01-07 05:00:00,100.435,-23.310000000000002
2025-01-07 05:30:00,105.035,-17.255000000000003
2025-01-07 06:00:00,108.5275,-12.78
2025-01-07 06:30:00,113.622,-6.526000000000001
2025-01-07 07:00:00,118.04555555555557,-1.2622222222222221
2025-01-07 07:30:00,122.28733333333334,3.1073333333333335
2025-01-07 08:00:00,127.53,7.864375
2025-01-07 08:30:00,133.00428571428571,12.282857142857143
2025-01-07 09:00:00,138.8375,16.2875
2025-01-07 09:30:00,145.08714285714285,19.84857142857143
2025-01-07 10:00:00,151.78875,22.86625
2025-01-07 10:30:00,158.90142857142857,25.285714285714285
2025-01-07 11:00:00,166.3825,27.00625
2025-01-07 11:30:00,174.1185714285714,27.995714285714286
2025-01-07 12:00:00,181.62875,28.2
2025-01-07 12:30:00,189.865,27.58875
2025-01-07 13:00:00,197.49,26.231428571428573
2025-01-07 13:30:00,204.795,24.14125
2025-01-07 14:00:00,211.71142857142857,21.419999999999998
2025-01-07 14:30:00,218.18,18.1075
2025-01-07 15:00:00,224.2242857142857,14.317142857142857
2025-01-07 15:30:00,230.10727272727271,9.90090909090909
2025-01-07 16:00:00,234.90133333333333,5.772
2025-01-07 16:30:00,239.69785714285715,1.2685714285714285
2025-01-07 17:00:00,244.39000000000001,-4.098571428571428
2025-01-07 17:30:00,249.04,-9.65
2025-01-07 18:00:00,253.26,-14.943333333333333
2025-01-07 18:30:00,257.055,-19.880000000000003
2025-01-07 19:00:00,261.38,-25.56
2025-01-07 19:30:00,265.815,-31.315
2025-01-07 20:00:00,270.44,-37.09
2025-01-07 20:30:00,275.505,-42.870000000000005
2025-01-07 21:00:00,281.1,-48.59
2025-01-07 21:30:00,287.76,-54.185
2025-01-07 22:00:00,295.74,-59.58
2025-01-07 22:30:00,306.325,-64.505
2025-01-07 23:00:00,320.09,-68.78
2025-01-07 23:30:00,339.03499999999997,-71.63499999999999
2025-01-08 00:00:00,7.82,-72.485
2025-01-08 00:30:00,29.32,-70.74
2025-01-08 01:00:00,45.78,-67.125
2025-01-08 01:30:00,58.37,-62.6
2025-01-08 02:00:00,67.59,-57.415000000000006
2025-01-08 02:30:00,75.07,-51.95
2025-01-08 03:00:00,81.16999999999999,-46.275
2025-01-08 03:30:00,86.57,-40.53
2025-01-08 04:00:00,91.39500000000001,-34.74
2025-01-08 04:30:00,95.95,-28.96
2025-01-08 05:00:00,100.31,-23.229999999999997
2025-01-08 05:30:00,104.86500000000001,-17.255000000000003
2025-01-08 06:00:00,108.3575,-12.774999999999999
2025-01-08 06:30:00,113.45,-6.523999999999999
2025-01-08 07:00:00,117.86777777777777,-1.2577777777777779
2025-01-08 07:30:00,122.10733333333334,3.1166666666666667
2025-01-08 08:00:00,127.3475,7.8825
2025-01-08 08:30:00,132.79,12.288571428571428
2025-01-08 09:00:00,138.6175,16.307499999999997
2025-01-08 09:30:00,144.86714285714285,19.891428571428573
2025-01-08 10:00:00,151.56875,22.925
2025-01-08 10:30:00,158.68428571428572,25.367142857142856
2025-01-08 11:00:00,166.18,27.10625
2025-01-08 11:30:00,173.92857142857142,28.117142857142856
2025-01-08 12:00:00,181.58625,28.3325
2025-01-08 12:30:00,189.35714285714286,27.79714285714286
2025-01-08 13:00:00,197.00875,26.47125
2025-01-08 13:30:00,204.36285714285714,24.44142857142857
2025-01-08 14:00:00,211.31,21.7425
2025-01-08 14:30:00,217.82999999999998,18.474285714285713
2025-01-08 15:00:00,223.9,14.69875
2025-01-08 15:30:00,230.27272727272728,9.93909090909091
2025-01-08 16:00:00,235.11666666666667,5.758666666666667
2025-01-08 16:30:00,239.90571428571428,1.2485714285714287
2025-01-08 17:00:00,244.57714285714286,-4.105714285714286
2025-01-08 17:30:00,249.22,-9.65
2025-01-08 18:00:00,253.43666666666664,-14.946666666666667
2025-01-08 18:30:00,257.235,-19.880000000000003
2025-01-08 19:00:00,261.56,-25.56
2025-01-08 19:30:00,266.01,-31.315
2025-01-08 20:00:00,270.66,-37.1
2025-01-08 20:30:00,275.73,-42.870000000000005
2025-01-08 21:00:00,281.36,-48.6
2025-01-08 21:30:00,288.05,-54.18
2025-01-08 22:00:00,296.07,-59.56
2025-01-08 22:30:00,306.71500000000003,-64.47
2025-01-08 23:00:00,320.52,-68.72
2025-01-08 23:30:00,339.46000000000004,-71.53
2025-01-09 00:00:00,7.76,-72.35
2025-01-09 00:30:00,29.15,-70.62
2025-01-09 01:00:00,45.575,-67.02000000000001
2025-01-09 01:30:00,58.16,-62.5
2025-01-09 02:00:00,67.38499999999999,-57.33
2025-01-09 02:30:00,74.89,-51.86
2025-01-09 03:00:00,81.005,-46.195
2025-01-09 03:30:00,86.41,-40.45
2025-01-09 04:00:00,91.25,-34.66
2025-01-09 04:30:00,95.82,-28.88
2025-01-09 05:00:00,100.19,-23.15
2025-01-09 05:30:00,104.685,-17.255000000000003
2025-01-09 06:00:00,108.1775,-12.774999999999999
2025-01-09 06:30:00,113.266,-6.522
2025-01-09 07:00:00,117.67999999999999,-1.2544444444444445
2025-01-09 07:30:00,121.91466666666666,3.122666666666667
2025-01-09 08:00:00,127.1525,7.89875
2025-01-09 08:30:00,132.56714285714287,12.29857142857143
2025-01-09 09:00:00,138.39375,16.33375
2025-01-09 09:30:00,144.63857142857142,19.93285714285714
2025-01-09 10:00:00,151.34125,22.99
2025-01-09 10:30:00,158.46428571428572,25.451428571428572
2025-01-09 11:00:00,165.96,27.21125
2025-01-09 11:30:00,173.72285714285712,28.24142857142857
2025-01-09 12:00:00,181.54375,28.47625
2025-01-09 12:30:00,189.38000000000002,27.937142857142856
2025-01-09 13:00:00,197.05,26.611250000000002
2025-01-09 13:30:00,204.4157142857143,24.574285714285715
2025-01-09 14:00:00,211.3775,21.865000000000002
2025-01-09 14:30:00,217.9085714285714,18.595714285714283
2025-01-09 15:00:00,223.98624999999998,14.81375
2025-01-09 15:30:00,230.23499999999999,10.156
2025-01-09 16:00:00,234.9993333333333,6.056
2025-01-09 16:30:00,239.964,1.3846666666666667
2025-01-09 17:00:00,244.76999999999998,-4.1085714285714285
2025-01-09 17:30:00,249.41,-9.655
2025-01-09 18:00:00,253.62666666666667,-14.946666666666667
2025-01-09 18:30:00,257.43,-19.880000000000003
2025-01-09 19:00:00,261.76,-25.57
2025-01-09 19:30:00,266.22,-31.325
2025-01-09 20:00:00,270.88,-37.11
2025-01-09 20:30:00,275.98,-42.879999999999995
2025-01-09 21:00:00,281.63,-48.6
2025-01-09 21:30:00,288.355,-54.18
2025-01-09 22:00:00,296.43,-59.54
2025-01-09 22:30:00,307.125,-64.43
2025-01-09 23:00:00,320.98,-68.65
2025-01-09 23:30:00,339.90999999999997,-71.42500000000001
2025-01-10 00:00:00,7.705,-72.205
2025-01-10 00:30:00,28.97,-70.48
2025-01-10 01:00:00,45.349999999999994,-66.895
2025-01-10 01:30:00,57.93,-62.4
2025-01-10 02:00:00,67.18,-57.235
2025-01-10 02:30:00,74.7,-51.78
2025-01-10 03:00:00,80.83,-46.115
2025-01-10 03:30:00,86.25,-40.37
2025-01-10 04:00:00,91.105,-34.58
2025-01-10 04:30:00,95.68,-28.8
2025-01-10 05:00:00,100.055,-23.07
2025-01-10 05:30:00,104.495,-17.25
2025-01-10 06:00:00,107.9875,-12.774999999999999
2025-01-10 06:30:00,113.074,-6.522
2025-01-10 07:00:00,117.675,-1.027
2025-01-10 07:30:00,122.03933333333333,3.4386666666666668
2025-01-10 08:00:00,127.11733333333333,8.068666666666667
2025-01-10 08:30:00,132.32999999999998,12.305714285714286
2025-01-10 09:00:00,138.1525,16.36
2025-01-10 09:30:00,144.39714285714285,19.97714285714286
2025-01-10 10:00:00,151.1,23.055
2025-01-10 10:30:00,158.2242857142857,25.538571428571426
2025-01-10 11:00:00,165.73125,27.322499999999998
2025-01-10 11:30:00,173.50285714285715,28.374285714285715
2025-01-10 12:00:00,181.4975,28.62125
2025-01-10 12:30:00,189.4042857142857,28.084285714285716
2025-01-10 13:00:00,197.0925,26.7525
2025-01-10 13:30:00,204.47571428571428,24.714285714285715
2025-01-10 14:00:00,211.45,22.0025
2025-01-10 14:30:00,217.99142857142857,18.722857142857144
2025-01-10 15:00:00,224.0775,14.935
2025-01-10 15:30:00,230.21999999999997,10.366
2025-01-10 16:00:00,234.89666666666665,6.3533333333333335
2025-01-10 16:30:00,239.864,1.7033333333333334
2025-01-10 17:00:00,244.67374999999998,-3.75375
2025-01-10 17:30:00,248.97666666666666,-8.873333333333333
2025-01-10 18:00:00,253.245,-14.215
2025-01-10 18:30:00,257.63,-19.884999999999998
2025-01-10 19:00:00,261.97,-25.57
2025-01-10 19:30:00,266.44,-31.335
2025-01-10 20:00:00,271.12,-37.12
2025-01-10 20:30:00,276.235,-42.885
2025-01-10 21:00:00,281.91,-48.6
2025-01-10 21:30:00,288.68,-54.17
2025-01-10 22:00:00,296.8,-59.52
2025-01-10 22:30:00,307.55,-64.39
2025-01-10 23:00:00,321.46,-68.58
2025-01-10 23:30:00,340.38,-71.31
2025-01-11 00:00:00,7.65,-72.055
2025-01-11 00:30:00,28.78,-70.34
2025-01-11 01:00:00,45.115,-66.78
2025-01-11 01:30:00,57.7,-62.29
2025-01-11 02:00:00,66.96000000000001,-57.135
2025-01-11 02:30:00,74.5,-51.69
2025-01-11 03:00:00,80.64500000000001,-46.025
2025-01-11 03:30:00,86.08,-40.28
2025-01-11 04:00:00,90.945,-34.495000000000005
2025-01-11 04:30:00,95.53,-28.71
2025-01-11 05:00:00,99.92,-22.979999999999997
2025-01-11 05:30:00,104.295,-17.25
2025-01-11 06:00:00,107.7875,-12.77
2025-01-11 06:30:00,112.874,-6.516
2025-01-11 07:00:00,117.47,-1.025
2025-01-11 07:30:00,121.76428571428572,3.3871428571428575
2025-01-11 08:00:00,126.67800000000001,7.89
2025-01-11 08:30:00,132.08285714285714,12.314285714285715
2025-01-11 09:00:00,137.9,16.38375
2025-01-11 09:30:00,144.1457142857143,20.024285714285714
2025-01-11 10:00:00,150.84625,23.12375
2025-01-11 10:30:00,157.97571428571428,25.63
2025-01-11 11:00:00,165.4925,27.435000000000002
2025-01-11 11:30:00,173.2757142857143,28.511428571428574
2025-01-11 12:00:00,181.24555555555557,28.783333333333335
2025-01-11 12:30:00,189.43,28.240000000000002
2025-01-11 13:00:00,197.13875000000002,26.90625
2025-01-11 13:30:00,204.53714285714287,24.859999999999996
2025-01-11 14:00:00,211.525,22.14125
2025-01-11 14:30:00,218.07714285714286,18.857142857142858
2025-01-11 15:00:00,224.17375,15.0625
2025-01-11 15:30:00,230.39499999999998,10.422999999999998
2025-01-11 16:00:00,235.14066666666668,6.342
2025-01-11 16:30:00,240.10600000000002,1.682
2025-01-11 17:00:00,244.88875,-3.76
2025-01-11 17:30:00,249.18666666666664,-8.88
2025-01-11 18:00:00,253.45499999999998,-14.215
2025-01-11 18:30:00,257.835,-19.884999999999998
2025-01-11 19:00:00,262.19,-25.58
2025-01-11 19:30:00,266.66999999999996,-31.345000000000002
2025-01-11 20:00:00,271.37,-37.12
2025-01-11 20:30:00,276.505,-42.894999999999996
2025-01-11 21:00:00,282.21,-48.6
2025-01-11 21:30:00,289.02,-54.165000000000006
2025-01-11 22:00:00,297.19,-59.5
2025-01-11 22:30:00,308.0,-64.35
2025-01-11 23:00:00,321.96,-68.5
2025-01-11 23:30:00,340.87,-71.185
2025-01-12 00:00:00,0.14,-72.15
2025-01-12 00:30:00,21.814999999999998,-70.92
2025-01-12 01:00:00,40.12,-68.01
2025-01-12 01:30:00,53.545,-63.725
2025-01-12 02:00:00,63.97,-58.81
2025-01-12 02:30:00,71.89500000000001,-53.425
2025-01-12 03:00:00,78.54,-47.84
2025-01-12 03:30:00,84.14,-42.11
2025-01-12 04:00:00,89.21,-36.34
2025-01-12 04:30:00,93.865,-30.549999999999997
2025-01-12 05:00:00,98.32,-24.79
2025-01-12 05:30:00,103.13,-18.496666666666666
2025-01-12 06:00:00,107.58,-12.7675
2025-01-12 06:30:00,112.66,-6.514
2025-01-12 07:00:00,117.25399999999999,-1.021
2025-01-12 07:30:00,121.60866666666668,3.457333333333333
2025-01-12 08:00:00,126.52857142857144,7.976428571428571
2025-01-12 08:30:00,132.205,12.605
2025-01-12 09:00:00,138.03857142857143,16.675714285714285
2025-01-12 09:30:00,144.32,20.291249999999998
2025-01-12 10:00:00,151.04285714285714,23.388571428571428
2025-01-12 10:30:00,158.21375,25.86125
2025-01-12 11:00:00,165.75285714285715,27.66142857142857
2025-01-12 11:30:00,173.57125,28.69125
2025-01-12 12:00:00,181.665,28.945
2025-01-12 12:30:00,189.4557142857143,28.40142857142857
2025-01-12 13:00:00,197.18125,27.06375
2025-01-12 13:30:00,204.59714285714287,25.01571428571429
2025-01-12 14:00:00,211.60125,22.28875
2025-01-12 14:30:00,218.1657142857143,19.0
2025-01-12 15:00:00,224.2725,15.195
2025-01-12 15:30:00,230.3477777777778,10.675555555555555
2025-01-12 16:00:00,235.054,6.641333333333334
2025-01-12 16:30:00,240.056,1.954
2025-01-12 17:00:00,245.11124999999998,-3.7649999999999997
2025-01-12 17:30:00,249.40666666666667,-8.886666666666668
2025-01-12 18:00:00,253.6675,-14.22
2025-01-12 18:30:00,258.055,-19.884999999999998
2025-01-12 19:00:00,262.42,-25.59
2025-01-12 19:30:00,266.90999999999997,-31.345000000000002
2025-01-12 20:00:00,271.62,-37.13
2025-01-12 20:30:00,276.78999999999996,-42.894999999999996
2025-01-12 21:00:00,282.52,-48.6
2025-01-12 21:30:00,289.37,-54.155
2025-01-12 22:00:00,297.59,-59.48
2025-01-12 22:30:00,308.46500000000003,-64.3
2025-01-12 23:00:00,322.48,-68.42
2025-01-12 23:30:00,341.36,-71.06
2025-01-13 00:00:00,0.13,-71.99
2025-01-13 00:30:00,21.655,-70.76
2025-01-13 01:00:00,39.87,-67.87
2025-01-13 01:30:00,53.285,-63.605000000000004
2025-01-13 02:00:00,63.72,-58.7
2025-01-13 02:30:00,71.66499999999999,-53.325
2025-01-13 03:00:00,78.33,-47.74
2025-01-13 03:30:00,83.95,-42.019999999999996
2025-01-13 04:00:00,89.04,-36.24
2025-01-13 04:30:00,93.705,-30.455000000000002
2025-01-13 05:00:00,98.17,-24.7
2025-01-13 05:30:00,102.93666666666667,-18.463333333333335
2025-01-13 06:00:00,107.3625,-12.7675
2025-01-13 06:30:00,112.44000000000001,-6.5120000000000005
2025-01-13 07:00:00,117.02799999999999,-1.0150000000000001
2025-01-13 07:30:00,121.37733333333334,3.465333333333333
2025-01-13 08:00:00,126.29285714285713,7.995
2025-01-13 08:30:00,131.93625,12.6175
2025-01-13 09:00:00,137.76714285714286,16.707142857142856
2025-01-13 09:30:00,144.04500000000002,20.34375
2025-01-13 10:00:00,150.76999999999998,23.465714285714284
2025-01-13 10:30:00,157.945,25.96
2025-01-13 11:00:00,165.49142857142857,27.784285714285716
2025-01-13 11:30:00,173.32625,28.8425
2025-01-13 12:00:00,181.09285714285716,29.131428571428575
2025-01-13 12:30:00,188.95625,28.6225
2025-01-13 13:00:00,196.72714285714284,27.349999999999998
2025-01-13 13:30:00,204.1775,25.32625
2025-01-13 14:00:00,211.2342857142857,22.65142857142857
2025-01-13 14:30:00,217.8325,19.37375
2025-01-13 15:00:00,223.98857142857145,15.605714285714285
2025-01-13 15:30:00,230.186,11.016
2025-01-13 16:00:00,235.32266666666666,6.628666666666667
2025-01-13 16:30:00,240.15642857142856,2.0949999999999998
2025-01-13 17:00:00,244.76375000000002,-3.0637499999999998
2025-01-13 17:30:00,249.035,-8.1675
2025-01-13 18:00:00,253.89749999999998,-14.22
2025-01-13 18:30:00,258.28,-19.89
2025-01-13 19:00:00,262.65,-25.59
2025-01-13 19:30:00,267.16499999999996,-31.355
2025-01-13 20:00:00,271.89,-37.14
2025-01-13 20:30:00,277.08,-42.905
2025-01-13 21:00:00,282.85,-48.61
2025-01-13 21:30:00,289.74,-54.144999999999996
2025-01-13 22:00:00,298.01,-59.45
2025-01-13 22:30:00,308.945,-64.25
2025-01-13 23:00:00,323.01,-68.33
2025-01-13 23:30:00,341.875,-70.925
2025-01-14 00:00:00,0.12,-71.81
2025-01-14 00:30:00,21.490000000000002,-70.595
2025-01-14 01:00:00,39.63,-67.72
2025-01-14 01:30:00,53.025,-63.474999999999994
2025-01-14 02:00:00,63.47,-58.58
2025-01-14 02:30:00,71.44,-53.22
2025-01-14 03:00:00,78.12,-47.64
2025-01-14 03:30:00,83.755,-41.92
2025-01-14 04:00:00,88.86,-36.15
2025-01-14 04:30:00,93.535,-30.36
2025-01-14 05:00:00,98.01,-24.6
2025-01-14 05:30:00,102.73,-18.43
2025-01-14 06:00:00,107.1375,-12.7625
2025-01-14 06:30:00,112.21400000000001,-6.508
2025-01-14 07:00:00,116.793,-1.012
2025-01-14 07:30:00,121.13733333333333,3.4739999999999998
2025-01-14 08:00:00,126.04928571428572,8.015714285714285
2025-01-14 08:30:00,131.66,12.62875
2025-01-14 09:00:00,137.4857142857143,16.73857142857143
2025-01-14 09:30:00,143.7625,20.396250000000002
2025-01-14 10:00:00,150.4857142857143,23.541428571428572
2025-01-14 10:30:00,157.66625,26.06375
2025-01-14 11:00:00,165.22285714285712,27.914285714285715
2025-01-14 11:30:00,173.0725,28.99875
2025-01-14 12:00:00,181.03,29.307142857142857
2025-01-14 12:30:00,188.98375,28.7975
2025-01-14 13:00:00,196.77428571428572,27.521428571428572
2025-01-14 13:30:00,204.245,25.49375
2025-01-14 14:00:00,211.31714285714287,22.81
2025-01-14 14:30:00,217.9275,19.526249999999997
2025-01-14 15:00:00,224.09428571428572,15.751428571428573
2025-01-14 15:30:00,230.09555555555556,11.32
2025-01-14 16:00:00,235.25266666666667,6.930666666666666
2025-01-14 16:30:00,240.26533333333333,2.228
2025-01-14 17:00:00,245.00625,-3.06875
2025-01-14 17:30:00,249.2725,-8.17
2025-01-14 18:00:00,254.13,-14.225000000000001
2025-01-14 18:30:00,258.52,-19.89
2025-01-14 19:00:00,262.9,-25.6
2025-01-14 19:30:00,267.41999999999996,-31.365000000000002
2025-01-14 20:00:00,272.17,-37.15
2025-01-14 20:30:00,277.385,-42.905
2025-01-14 21:00:00,283.18,-48.6
2025-01-14 21:30:00,290.12,-54.129999999999995
2025-01-14 22:00:00,298.44,-59.43
2025-01-14 22:30:00,309.44,-64.19
2025-01-14 23:00:00,323.56,-68.24
2025-01-14 23:30:00,342.395,-70.785
2025-01-15 00:00:00,0.13,-71.63
2025-01-15 00:30:00,21.33,-70.425
2025-01-15 01:00:00,39.38,-67.57
2025-01-15 01:30:00,52.765,-63.339999999999996
2025-01-15 02:00:00,63.22,-58.46
2025-01-15 02:30:00,71.2,-53.1
2025-01-15 03:00:00,77.9,-47.53
2025-01-15 03:30:00,83.555,-41.815
2025-01-15 04:00:00,88.67,-36.04
2025-01-15 04:30:00,93.36,-30.255
2025-01-15 05:00:00,97.85,-24.49
2025-01-15 05:30:00,102.52333333333333,-18.393333333333334
2025-01-15 06:00:00,106.9025,-12.76
2025-01-15 06:30:00,111.976,-6.506
2025-01-15 07:00:00,116.548,-1.01
2025-01-15 07:30:00,120.88933333333333,3.484
2025-01-15 08:00:00,125.8,8.037142857142857
2025-01-15 08:30:00,131.37125,12.6375
2025-01-15 09:00:00,137.19571428571427,16.77
2025-01-15 09:30:00,143.4675,20.45
2025-01-15 10:00:00,150.19428571428574,23.618571428571432
2025-01-15 10:30:00,157.37375,26.17
2025-01-15 11:00:00,164.94285714285712,28.05
2025-01-15 11:30:00,172.8075,29.158749999999998
2025-01-15 12:00:00,180.96285714285713,29.490000000000002
2025-01-15 12:30:00,189.01375000000002,28.98
2025-01-15 13:00:00,196.82857142857142,27.7
2025-01-15 13:30:00,204.31875,25.66625
2025-01-15 14:00:00,211.40571428571428,22.975714285714286
2025-01-15 14:30:00,218.03125,19.685
