time,sensor.sensor_temperatura_1_humidity,sensor.sensor_temperatura_1_pressure,sensor.sensor_temperatura_1_temperature,sensor_puerta_1 Puerta,suma_ventanas_arriba,suma_ventanas_abajo,azimuth_mean,elevacion_sol,temperatura_exterior,porcentaje_nubes,temperatura_calefaccion_y,media_humedad,media_presion,media_temperatura,hora,part_of_day,mes,season,hora_sin,hora_cos,dia_1,dia_2,dia_3,dia_4,dia_5,dia_6
2024-12-10 21:00:00,46.3,1014.6,19.74,0.0,0.0,0.0,285.41,-53.48,12.5,100.0,21.7,46.42,1014.39,19.7,21,1,12,3,-0.5195839500354336,0.8544194045464886,True,False,False,False,False,False
2024-12-11 07:00:00,51.23,1013.77,19.48,0.0,0.0,0.0,122.93,2.68,7.7,93.0,19.6,50.96,1014.08,19.36,7,3,12,2,0.9422609221188205,-0.33487961217098616,False,True,False,False,False,False
2024-12-11 08:00:00,56.99,1015.33,21.06,0.0,0.0,0.0,131.9,10.43,7.8,49.0,19.6,56.3,1015.02,21.08,8,3,12,2,0.8169698930104421,-0.5766803221148671,False,True,False,False,False,False
2024-12-11 09:00:00,58.04,1015.4,21.16,0.0,0.0,0.0,144.64,18.67,7.0,48.0,20.5,56.93,1015.27,21.36,9,3,12,3,0.631087944326053,-0.7757112907044197,False,True,False,False,False,False
2024-12-11 10:00:00,52.73,1015.58,20.65,0.0,0.0,0.0,158.21,24.19,7.7,8.0,21.5,52.73,1015.58,20.86,10,3,12,3,0.3984010898462414,-0.917211301505453,False,True,False,False,False,False
2024-12-11 11:00:00,49.25,1015.55,20.53,0.0,0.0,0.0,173.61,27.08,8.8,100.0,21.5,48.83,1015.35,20.63,11,3,12,3,0.1361666490962471,-0.9906859460363306,False,True,False,False,False,False
2024-12-11 12:00:00,46.92,1014.58,20.51,0.0,0.0,0.0,189.19,26.8,9.2,93.0,21.4,46.6,1014.43,20.63,12,2,12,0,-0.1361666490962464,-0.9906859460363308,False,True,False,False,False,False
2024-12-11 13:00:00,42.42,1014.2,19.92,0.0,0.0,0.0,203.96,23.5,9.7,100.0,21.3,42.29,1013.94,19.73,13,2,12,3,-0.39840108984624156,-0.9172113015054529,False,True,False,False,False,False
2024-12-11 14:00:00,42.32,1013.35,19.4,0.0,0.0,0.0,217.28,17.62,9.6,100.0,21.6,42.57,1013.57,19.22,14,2,12,3,-0.6310879443260528,-0.7757112907044198,False,True,False,False,False,False
2024-12-11 15:00:00,45.09,1013.35,20.03,0.0,0.0,0.0,229.76,9.09,11.6,100.0,21.0,45.38,1013.64,19.91,15,2,12,3,-0.816969893010442,-0.5766803221148672,False,True,False,False,False,False
2024-12-11 16:00:00,43.32,1014.6,20.58,0.0,0.0,0.0,238.3,1.41,11.8,100.0,21.0,43.93,1014.37,20.41,16,2,12,3,-0.9422609221188204,-0.3348796121709864,False,True,False,False,False,False
2024-12-11 17:00:00,43.5,1014.6,20.3,0.0,0.0,0.0,247.62,-9.25,11.1,100.0,21.3,44.0,1014.51,20.14,17,2,12,3,-0.9976687691905393,-0.06824241336467046,False,True,False,False,False,False
2024-12-11 18:00:00,44.92,1015.9,20.88,0.0,0.0,0.0,256.4,-20.42,11.1,87.0,21.4,45.14,1015.36,20.7,18,1,12,3,-0.979084087682323,0.2034560130526333,False,True,False,False,False,False
2024-12-11 19:00:00,48.43,1015.2,21.66,0.0,0.0,0.0,266.15,-33.2,10.2,100.0,21.6,48.35,1015.02,21.48,19,1,12,3,-0.8878852184023756,0.4600650377311516,False,True,False,False,False,False
2024-12-11 20:00:00,47.62,1015.4,21.03,0.0,0.0,0.0,275.93,-44.75,9.5,97.0,21.7,47.59,1015.29,20.97,20,1,12,3,-0.730835964278124,0.6825531432186542,False,True,False,False,False,False
2024-12-11 21:00:00,46.06,1015.47,19.96,0.0,0.0,0.0,288.58,-56.03,8.4,98.0,22.1,46.22,1015.39,19.81,21,1,12,3,-0.5195839500354336,0.8544194045464886,False,True,False,False,False,False
2024-12-12 07:00:00,47.03,1015.85,18.93,0.0,0.0,0.0,123.03,2.67,8.5,44.0,19.7,47.21,1015.71,18.81,7,3,12,2,0.9422609221188205,-0.33487961217098616,False,False,True,False,False,False
2024-12-12 08:00:00,49.44,1016.1,20.41,0.0,0.0,0.0,132.02,10.43,7.9,49.0,19.6,49.14,1015.97,20.3,8,3,12,2,0.8169698930104421,-0.5766803221148671,False,False,True,False,False,False
2024-12-12 09:00:00,42.79,1016.1,19.92,0.0,0.0,0.0,144.76,18.65,7.7,15.0,20.9,43.79,1016.08,19.01,9,3,12,3,0.631087944326053,-0.7757112907044197,False,False,True,False,False,False
2024-12-12 10:00:00,43.21,1015.9,19.61,0.0,0.0,0.0,158.33,24.15,8.0,45.0,21.4,44.88,1015.92,19.2,10,3,12,3,0.3984010898462414,-0.917211301505453,False,False,True,False,False,False
2024-12-12 11:00:00,47.15,1015.75,20.39,0.0,0.0,0.0,173.71,27.01,9.9,36.0,21.5,47.61,1015.54,20.42,11,3,12,3,0.1361666490962471,-0.9906859460363306,False,False,True,False,False,False
2024-12-12 12:00:00,50.86,1014.9,21.05,0.0,0.0,0.0,189.18,26.73,11.5,41.0,21.6,50.17,1014.89,21.15,12,2,12,0,-0.1361666490962464,-0.9906859460363308,False,False,True,False,False,False
2024-12-12 13:00:00,51.78,1014.75,20.97,0.0,0.0,0.0,203.94,23.43,12.5,58.0,21.8,51.34,1014.59,21.1,13,2,12,3,-0.39840108984624156,-0.9172113015054529,False,False,True,False,False,False
2024-12-12 14:00:00,49.7,1014.75,20.3,0.0,0.0,0.0,217.24,17.56,13.0,89.0,21.8,49.01,1014.48,20.2,14,2,12,3,-0.6310879443260528,-0.7757112907044198,False,False,True,False,False,False
2024-12-12 15:00:00,49.08,1014.4,20.14,0.0,0.0,0.0,229.66,9.08,12.5,63.0,21.1,49.24,1014.3,20.15,15,2,12,3,-0.816969893010442,-0.5766803221148672,False,False,True,False,False,False
2024-12-12 16:00:00,48.86,1014.4,20.2,0.0,0.0,0.0,238.19,1.42,12.9,74.0,21.8,48.84,1014.36,20.29,16,2,12,3,-0.9422609221188204,-0.3348796121709864,False,False,True,False,False,False
2024-12-12 17:00:00,51.21,1015.33,20.54,0.0,0.0,0.0,247.52,-9.25,12.8,43.0,22.3,51.03,1015.03,20.49,17,2,12,3,-0.9976687691905393,-0.06824241336467046,False,False,True,False,False,False
2024-12-12 18:00:00,50.67,1015.33,20.84,0.0,0.0,0.0,256.3,-20.42,12.0,59.0,22.1,50.44,1015.21,20.91,18,1,12,3,-0.979084087682323,0.2034560130526333,False,False,True,False,False,False
2024-12-12 19:00:00,49.41,1015.33,21.1,0.0,0.0,0.0,266.04,-33.19,11.7,46.0,22.3,49.26,1015.33,21.08,19,1,12,3,-0.8878852184023756,0.4600650377311516,False,False,True,False,False,False
2024-12-12 20:00:00,49.64,1015.47,20.3,0.0,0.0,0.0,275.81,-44.74,11.1,64.0,22.7,49.5,1015.35,20.36,20,1,12,3,-0.730835964278124,0.6825531432186542,False,False,True,False,False,False
2024-12-12 21:00:00,49.86,1016.03,19.7,0.0,0.0,0.0,288.42,-56.03,10.6,57.0,22.6,49.77,1015.88,19.75,21,1,12,3,-0.5195839500354336,0.8544194045464886,False,False,True,False,False,False
2024-12-13 07:00:00,49.34,1017.45,19.27,0.0,0.0,0.0,123.12,2.67,8.2,31.0,20.3,49.74,1017.34,18.99,7,3,12,2,0.9422609221188205,-0.33487961217098616,False,False,False,True,False,False
2024-12-13 08:00:00,49.29,1018.73,20.25,0.0,0.0,0.0,132.12,10.42,8.1,48.0,20.2,49.27,1018.4,20.18,8,3,12,2,0.8169698930104421,-0.5766803221148671,False,False,False,True,False,False
2024-12-13 09:00:00,49.35,1018.8,20.43,0.0,0.0,0.0,144.87,18.63,7.4,12.0,21.4,49.37,1018.7,20.38,9,3,12,3,0.631087944326053,-0.7757112907044197,False,False,False,True,False,False
2024-12-13 10:00:00,47.62,1018.8,20.62,0.0,0.0,0.0,158.43,24.11,7.2,3.0,22.1,48.42,1018.72,20.6,10,3,12,3,0.3984010898462414,-0.917211301505453,False,False,False,True,False,False
2024-12-13 11:00:00,49.92,1018.5,21.0,0.0,0.0,0.0,173.79,26.95,8.9,3.0,22.0,49.95,1018.34,21.07,11,3,12,3,0.1361666490962471,-0.9906859460363306,False,False,False,True,False,False
2024-12-13 12:00:00,51.85,1018.27,20.91,0.0,0.0,0.0,189.17,26.66,11.4,0.0,22.5,50.94,1017.93,21.09,12,2,12,0,-0.1361666490962464,-0.9906859460363308,False,False,False,True,False,False
2024-12-13 13:00:00,51.08,1018.27,20.34,0.0,0.0,0.0,203.91,23.37,13.1,0.0,22.9,50.63,1017.83,20.37,13,2,12,3,-0.39840108984624156,-0.9172113015054529,False,False,False,True,False,False
2024-12-13 14:00:00,51.2,1018.27,19.82,0.0,0.0,0.0,217.2,17.5,13.9,2.0,22.6,50.81,1017.78,19.87,14,2,12,3,-0.6310879443260528,-0.7757112907044198,False,False,False,True,False,False
2024-12-13 15:00:00,50.98,1017.9,19.62,0.0,0.0,0.0,229.58,9.07,14.9,18.0,22.0,50.83,1017.81,19.65,15,2,12,3,-0.816969893010442,-0.5766803221148672,False,False,False,True,False,False
2024-12-13 16:00:00,51.14,1018.63,19.4,0.0,0.0,0.0,238.09,1.42,15.2,16.0,22.0,51.15,1018.51,19.42,16,2,12,3,-0.9422609221188204,-0.3348796121709864,False,False,False,True,False,False
2024-12-13 17:00:00,51.51,1019.3,19.31,0.0,0.0,0.0,247.44,-9.24,15.0,17.0,22.5,51.61,1019.16,19.29,17,2,12,3,-0.9976687691905393,-0.06824241336467046,False,False,False,True,False,False
2024-12-13 18:00:00,52.0,1019.73,19.19,0.0,0.0,0.0,256.21,-20.42,14.2,1.0,22.3,52.06,1019.48,19.19,18,1,12,3,-0.979084087682323,0.2034560130526333,False,False,False,True,False,False
2024-12-13 19:00:00,52.07,1019.8,19.18,0.0,0.0,0.0,265.95,-33.19,12.8,0.0,22.3,52.27,1019.88,19.15,19,1,12,3,-0.8878852184023756,0.4600650377311516,False,False,False,True,False,False
2024-12-13 20:00:00,52.08,1021.7,19.14,0.0,0.0,0.0,275.7,-44.74,12.0,0.0,22.5,52.25,1021.21,19.09,20,1,12,3,-0.730835964278124,0.6825531432186542,False,False,False,True,False,False
2024-12-13 21:00:00,51.96,1021.3,19.04,0.0,0.0,0.0,288.29,-56.03,11.2,0.0,22.5,52.32,1021.25,18.86,21,1,12,3,-0.5195839500354336,0.8544194045464886,False,False,False,True,False,False
2024-12-14 07:00:00,45.24,1024.0,17.98,0.0,0.0,0.0,123.03,2.51,7.1,6.0,20.4,46.69,1023.92,17.47,7,3,12,2,0.9422609221188205,-0.33487961217098616,False,False,False,False,True,False
2024-12-14 08:00:00,44.12,1024.73,17.86,0.0,0.0,0.0,131.99,10.24,6.9,11.0,20.3,46.2,1024.55,17.13,8,3,12,2,0.8169698930104421,-0.5766803221148671,False,False,False,False,True,False
2024-12-14 09:00:00,43.15,1025.4,17.75,0.0,0.0,0.0,144.97,18.62,6.5,1.0,20.2,45.37,1025.23,16.95,9,3,12,3,0.631087944326053,-0.7757112907044197,False,False,False,False,True,False
2024-12-14 10:00:00,42.75,1025.6,17.68,0.0,0.0,0.0,158.53,24.08,6.7,10.0,20.1,44.67,1025.19,16.96,10,3,12,3,0.3984010898462414,-0.917211301505453,False,False,False,False,True,False
2024-12-14 11:00:00,41.79,1023.93,17.64,0.0,0.0,0.0,173.4,26.88,8.4,11.0,20.0,43.46,1024.08,16.98,11,3,12,3,0.1361666490962471,-0.9906859460363306,False,False,False,False,True,False
2024-12-14 12:00:00,41.17,1023.7,17.68,0.0,0.0,0.0,188.15,26.72,10.9,56.0,20.0,42.79,1023.68,17.14,12,2,12,0,-0.1361666490962464,-0.9906859460363308,False,False,False,False,True,False
2024-12-14 13:00:00,41.31,1023.4,17.68,0.0,0.0,0.0,202.95,23.62,13.1,71.0,19.9,42.53,1023.33,17.25,13,2,12,3,-0.39840108984624156,-0.9172113015054529,False,False,False,False,True,False
2024-12-14 14:00:00,40.9,1023.4,17.67,0.0,0.0,0.0,216.34,17.91,14.3,90.0,19.8,42.07,1023.33,17.27,14,2,12,3,-0.6310879443260528,-0.7757112907044198,False,False,False,False,True,False
2024-12-14 15:00:00,40.66,1023.4,17.65,0.0,0.0,0.0,229.23,9.26,15.1,75.0,19.8,41.93,1023.38,17.34,15,2,12,3,-0.816969893010442,-0.5766803221148672,False,False,False,False,True,False
2024-12-14 16:00:00,41.22,1023.2,17.65,0.0,0.0,0.0,238.01,1.43,15.3,98.0,19.7,42.31,1023.47,17.37,16,2,12,3,-0.9422609221188204,-0.3348796121709864,False,False,False,False,True,False
2024-12-14 17:00:00,41.8,1024.38,17.64,0.0,0.0,0.0,247.36,-9.24,14.7,99.0,19.7,42.77,1024.37,17.37,17,2,12,3,-0.9976687691905393,-0.06824241336467046,False,False,False,False,True,False
2024-12-14 18:00:00,42.23,1025.32,17.64,0.0,0.0,0.0,256.14,-20.41,13.7,100.0,19.7,43.22,1025.14,17.4,18,1,12,3,-0.979084087682323,0.2034560130526333,False,False,False,False,True,False
2024-12-14 19:00:00,42.77,1025.7,17.59,0.0,0.0,0.0,265.87,-33.18,12.4,82.0,19.6,43.67,1025.58,17.33,19,1,12,3,-0.8878852184023756,0.4600650377311516,False,False,False,False,True,False
2024-12-14 20:00:00,43.01,1026.1,17.54,0.0,0.0,0.0,275.6,-44.73,11.5,30.0,19.6,43.95,1026.03,17.21,20,1,12,3,-0.730835964278124,0.6825531432186542,False,False,False,False,True,False
2024-12-14 21:00:00,42.58,1026.6,17.43,0.0,0.0,0.0,288.16,-56.03,10.7,4.0,19.5,43.91,1026.53,16.97,21,1,12,3,-0.5195839500354336,0.8544194045464886,False,False,False,False,True,False
2024-12-15 07:00:00,39.48,1027.95,16.57,0.0,0.0,0.0,122.91,2.3,5.8,0.0,18.7,41.31,1027.71,15.98,7,3,12,2,0.9422609221188205,-0.33487961217098616,False,False,False,False,False,True
2024-12-15 08:00:00,39.77,1028.25,16.55,0.0,0.0,0.0,132.06,10.23,5.5,0.0,18.6,41.58,1028.31,15.94,8,3,12,2,0.8169698930104421,-0.5766803221148671,False,False,False,False,False,True
2024-12-15 09:00:00,40.15,1029.13,16.54,0.0,0.0,0.0,145.05,18.6,5.4,0.0,18.6,41.81,1029.15,16.03,9,3,12,3,0.631087944326053,-0.7757112907044197,False,False,False,False,False,True
2024-12-15 10:00:00,40.42,1029.65,16.49,0.0,0.0,0.0,158.61,24.05,5.8,0.0,18.5,42.01,1029.5,15.99,10,3,12,3,0.3984010898462414,-0.917211301505453,False,False,False,False,False,True
2024-12-15 11:00:00,40.48,1028.77,16.5,0.0,0.0,0.0,173.47,26.83,7.8,1.0,18.5,41.86,1028.72,16.05,11,3,12,3,0.1361666490962471,-0.9906859460363306,False,False,False,False,False,True
2024-12-15 12:00:00,40.07,1028.8,16.47,0.0,0.0,0.0,188.14,26.67,10.6,0.0,18.5,41.28,1028.38,16.11,12,2,12,0,-0.1361666490962464,-0.9906859460363308,False,False,False,False,False,True
2024-12-15 13:00:00,40.08,1028.8,16.5,0.0,0.0,0.0,202.93,23.57,13.2,1.0,18.5,41.43,1028.38,16.16,13,2,12,3,-0.39840108984624156,-0.9172113015054529,False,False,False,False,False,True
2024-12-15 14:00:00,40.58,1028.25,16.54,0.0,0.0,0.0,216.31,17.87,14.9,0.0,18.4,41.85,1028.26,16.22,14,2,12,3,-0.6310879443260528,-0.7757112907044198,False,False,False,False,False,True
2024-12-15 15:00:00,41.16,1028.8,16.55,0.0,0.0,0.0,228.98,9.41,15.9,3.0,18.4,42.35,1028.76,16.28,15,2,12,3,-0.816969893010442,-0.5766803221148672,False,False,False,False,False,True
2024-12-15 16:00:00,41.59,1029.3,16.56,0.0,0.0,0.0,237.76,1.6,16.1,3.0,18.4,42.68,1029.14,16.32,16,2,12,3,-0.9422609221188204,-0.3348796121709864,False,False,False,False,False,True
2024-12-15 17:00:00,41.94,1029.97,16.56,0.0,0.0,0.0,247.3,-9.24,16.0,1.0,18.4,42.98,1029.94,16.32,17,2,12,3,-0.9976687691905393,-0.06824241336467046,False,False,False,False,False,True
2024-12-15 18:00:00,42.38,1031.0,16.55,0.0,0.0,0.0,256.08,-20.41,14.8,0.0,18.4,43.42,1030.88,16.31,18,1,12,3,-0.979084087682323,0.2034560130526333,False,False,False,False,False,True
2024-12-15 19:00:00,42.72,1031.5,16.54,0.0,0.0,0.0,265.8,-33.18,12.9,0.0,18.4,43.77,1031.41,16.3,19,1,12,3,-0.8878852184023756,0.4600650377311516,False,False,False,False,False,True
2024-12-15 20:00:00,43.14,1032.0,16.54,0.0,0.0,0.0,275.52,-44.73,11.9,0.0,18.3,44.15,1031.84,16.31,20,1,12,3,-0.730835964278124,0.6825531432186542,False,False,False,False,False,True
2024-12-15 21:00:00,43.42,1032.5,16.53,0.0,0.0,0.0,288.06,-56.03,11.4,0.0,18.3,44.44,1032.42,16.29,21,1,12,3,-0.5195839500354336,0.8544194045464886,False,False,False,False,False,True
2024-12-16 07:00:00,44.93,1035.6,17.47,0.0,0.0,0.0,122.97,2.29,5.2,0.0,17.8,45.45,1035.44,17.11,7,3,12,2,0.9422609221188205,-0.33487961217098616,False,False,False,False,False,False
2024-12-16 08:00:00,46.93,1036.05,18.88,0.0,0.0,0.0,131.8,9.99,5.2,0.0,18.2,47.42,1035.67,18.36,8,3,12,2,0.8169698930104421,-0.5766803221148671,False,False,False,False,False,False
2024-12-16 09:00:00,49.12,1036.2,19.69,0.0,0.0,0.0,144.27,18.15,5.5,0.0,19.2,50.63,1036.09,18.83,9,3,12,3,0.631087944326053,-0.7757112907044197,False,False,False,False,False,False
2024-12-16 10:00:00,48.63,1035.7,19.62,0.0,0.0,0.0,157.73,23.74,6.1,0.0,20.3,50.98,1035.56,18.96,10,3,12,3,0.3984010898462414,-0.917211301505453,False,False,False,False,False,False
2024-12-16 11:00:00,49.1,1034.7,19.98,0.0,0.0,0.0,172.57,26.7,7.9,0.0,20.4,50.66,1034.7,19.46,11,3,12,3,0.1361666490962471,-0.9906859460363306,False,False,False,False,False,False
2024-12-16 12:00:00,50.4,1033.63,18.93,0.0,0.0,0.0,188.13,26.63,10.4,0.0,20.5,51.58,1033.61,18.65,12,2,12,0,-0.1361666490962464,-0.9906859460363308,False,False,False,False,False,False
2024-12-16 13:00:00,52.01,1032.7,18.24,0.0,0.0,0.0,202.92,23.54,13.0,0.0,20.5,52.64,1032.63,18.04,13,2,12,3,-0.39840108984624156,-0.9172113015054529,False,False,False,False,False,False
2024-12-16 14:00:00,51.24,1032.5,18.06,0.0,0.0,0.0,216.29,17.83,14.3,0.0,20.4,51.69,1032.33,17.83,14,2,12,3,-0.6310879443260528,-0.7757112907044198,False,False,False,False,False,False
2024-12-16 15:00:00,51.75,1032.2,19.0,0.0,0.0,0.0,228.92,9.4,15.1,0.0,20.2,52.25,1032.14,18.91,15,2,12,3,-0.816969893010442,-0.5766803221148672,False,False,False,False,False,False
2024-12-16 16:00:00,50.44,1032.5,19.37,0.0,0.0,0.0,237.78,1.54,15.2,0.0,19.9,50.77,1032.36,19.54,16,2,12,3,-0.9422609221188204,-0.3348796121709864,False,False,False,False,False,False
2024-12-16 17:00:00,50.45,1032.5,19.98,0.0,0.0,0.0,247.25,-9.24,15.1,0.0,21.3,50.8,1032.43,19.82,17,2,12,3,-0.9976687691905393,-0.06824241336467046,False,False,False,False,False,False
2024-12-16 18:00:00,51.4,1032.8,20.48,0.0,0.0,0.0,256.02,-20.41,14.3,0.0,21.2,51.4,1032.66,20.48,18,1,12,3,-0.979084087682323,0.2034560130526333,False,False,False,False,False,False
2024-12-16 19:00:00,55.2,1032.8,20.48,0.0,0.0,0.0,265.74,-33.18,12.2,0.0,21.6,54.88,1032.73,20.37,19,1,12,3,-0.8878852184023756,0.4600650377311516,False,False,False,False,False,False
2024-12-16 20:00:00,55.27,1032.8,19.4,0.0,0.0,0.0,275.45,-44.72,11.8,0.0,22.0,55.34,1032.76,19.41,20,1,12,3,-0.730835964278124,0.6825531432186542,False,False,False,False,False,False
2024-12-16 21:00:00,53.92,1032.8,18.56,0.0,0.0,0.0,287.97,-56.03,11.2,0.0,21.9,54.67,1032.76,18.43,21,1,12,3,-0.5195839500354336,0.8544194045464886,False,False,False,False,False,False
2024-12-17 07:00:00,47.37,1030.23,18.65,0.0,0.0,0.0,122.85,2.13,4.3,23.0,18.9,48.79,1030.12,17.91,7,3,12,2,0.9422609221188205,-0.33487961217098616,True,False,False,False,False,False
2024-12-17 08:00:00,52.45,1030.23,19.95,0.0,0.0,0.0,131.65,9.82,4.4,9.0,19.6,53.33,1030.12,19.45,8,3,12,2,0.8169698930104421,-0.5766803221148671,True,False,False,False,False,False
2024-12-17 09:00:00,52.31,1029.65,20.06,0.0,0.0,0.0,144.33,18.14,4.3,8.0,20.2,53.02,1029.73,19.72,9,3,12,3,0.631087944326053,-0.7757112907044197,True,False,False,False,False,False
2024-12-17 10:00:00,49.04,1029.3,19.34,0.0,0.0,0.0,157.79,23.72,4.8,4.0,21.1,49.75,1029.38,19.05,10,3,12,3,0.3984010898462414,-0.917211301505453,True,False,False,False,False,False
2024-12-17 11:00:00,50.89,1028.78,19.84,0.0,0.0,0.0,172.62,26.68,6.6,19.0,21.1,51.21,1028.59,19.64,11,3,12,3,0.1361666490962471,-0.9906859460363306,True,False,False,False,False,False
2024-12-17 12:00:00,49.66,1026.9,19.65,0.0,0.0,0.0,188.13,26.6,8.7,15.0,20.9,50.18,1027.05,19.41,12,2,12,0,-0.1361666490962464,-0.9906859460363308,True,False,False,False,False,False
2024-12-17 13:00:00,48.78,1026.6,18.7,0.0,0.0,0.0,202.9,23.5,10.9,96.0,21.4,49.58,1026.49,18.44,13,2,12,3,-0.39840108984624156,-0.9172113015054529,True,False,False,False,False,False
2024-12-17 14:00:00,50.2,1026.1,18.44,0.0,0.0,0.0,216.29,17.8,12.4,100.0,21.1,50.57,1026.08,18.41,14,2,12,3,-0.6310879443260528,-0.7757112907044198,True,False,False,False,False,False
2024-12-17 15:00:00,49.29,1025.97,19.09,0.0,0.0,0.0,228.92,9.36,13.5,100.0,20.5,49.58,1025.9,18.99,15,2,12,3,-0.816969893010442,-0.5766803221148672,True,False,False,False,False,False
2024-12-17 16:00:00,51.16,1025.97,20.11,0.0,0.0,0.0,237.73,1.54,13.6,100.0,20.6,51.44,1025.79,19.92,16,2,12,3,-0.9422609221188204,-0.3348796121709864,True,False,False,False,False,False
2024-12-17 17:00:00,51.01,1026.1,20.3,0.0,0.0,0.0,247.2,-9.24,13.6,98.0,21.1,51.2,1025.9,20.17,17,2,12,3,-0.9976687691905393,-0.06824241336467046,True,False,False,False,False,False
2024-12-17 18:00:00,50.06,1026.1,20.83,0.0,0.0,0.0,255.98,-20.41,12.8,86.0,21.0,50.08,1026.03,20.8,18,1,12,3,-0.979084087682323,0.2034560130526333,True,False,False,False,False,False
2024-12-17 19:00:00,48.48,1026.4,21.08,0.0,0.0,0.0,265.69,-33.17,10.6,90.0,21.3,48.21,1026.27,21.13,19,1,12,3,-0.8878852184023756,0.4600650377311516,True,False,False,False,False,False
2024-12-17 20:00:00,48.19,1026.25,20.26,0.0,0.0,0.0,275.4,-44.72,9.6,22.0,21.3,48.34,1026.2,20.21,20,1,12,3,-0.730835964278124,0.6825531432186542,True,False,False,False,False,False
2024-12-17 21:00:00,49.63,1026.25,19.18,0.0,0.0,0.0,287.9,-56.03,8.4,0.0,21.5,50.08,1026.2,18.98,21,1,12,3,-0.5195839500354336,0.8544194045464886,True,False,False,False,False,False
2024-12-18 07:00:00,47.76,1025.4,18.55,0.0,0.0,0.0,122.88,2.13,6.0,71.0,19.4,48.82,1025.03,18.38,7,3,12,2,0.9422609221188205,-0.33487961217098616,False,True,False,False,False,False
2024-12-18 08:00:00,52.26,1025.4,19.83,0.0,0.0,0.0,131.69,9.82,6.2,56.0,19.8,53.12,1025.03,19.78,8,3,12,2,0.8169698930104421,-0.5766803221148671,False,True,False,False,False,False
2024-12-18 09:00:00,53.99,1024.7,20.4,0.0,0.0,0.0,144.38,18.13,6.4,7.0,20.7,54.3,1024.61,20.35,9,3,12,3,0.631087944326053,-0.7757112907044197,False,True,False,False,False,False
2024-12-18 10:00:00,51.6,1024.03,20.63,0.0,0.0,0.0,157.83,23.71,7.1,0.0,21.7,51.65,1023.95,20.58,10,3,12,3,0.3984010898462414,-0.917211301505453,False,True,False,False,False,False
2024-12-18 11:00:00,53.07,1023.2,21.46,0.0,0.0,0.0,172.67,26.65,9.8,7.0,22.2,53.17,1023.1,21.25,11,3,12,3,0.1361666490962471,-0.9906859460363306,False,True,False,False,False,False
2024-12-18 12:00:00,48.33,1022.6,21.36,0.0,0.0,0.0,188.12,26.57,12.9,42.0,22.2,48.47,1022.34,21.2,12,2,12,0,-0.1361666490962464,-0.9906859460363308,False,True,False,False,False,False
2024-12-18 13:00:00,41.4,1021.67,20.32,0.0,0.0,0.0,202.89,23.48,15.6,15.0,22.3,41.79,1021.47,20.21,13,2,12,3,-0.39840108984624156,-0.9172113015054529,False,True,False,False,False,False
2024-12-18 14:00:00,39.66,1021.62,19.79,0.0,0.0,0.0,216.26,17.78,18.1,90.0,22.3,39.97,1021.13,19.73,14,2,12,3,-0.6310879443260528,-0.7757112907044198,False,True,False,False,False,False
2024-12-18 15:00:00,47.46,1021.0,20.41,0.0,0.0,0.0,228.89,9.35,20.3,83.0,21.8,47.25,1020.94,20.26,15,2,12,3,-0.816969893010442,-0.5766803221148672,False,True,False,False,False,False
2024-12-18 16:00:00,53.94,1021.3,20.74,0.0,0.0,0.0,237.68,1.55,20.3,53.0,21.9,52.4,1021.1,20.55,16,2,12,3,-0.9422609221188204,-0.3348796121709864,False,True,False,False,False,False
2024-12-18 17:00:00,53.38,1021.32,20.56,0.0,0.0,0.0,246.2,-8.06,19.6,95.0,22.3,53.41,1021.23,20.54,17,2,12,3,-0.9976687691905393,-0.06824241336467046,False,True,False,False,False,False
2024-12-18 18:00:00,52.54,1021.85,20.79,0.0,0.0,0.0,255.11,-19.31,17.4,70.0,22.4,52.43,1021.67,20.71,18,1,12,3,-0.979084087682323,0.2034560130526333,False,True,False,False,False,False
2024-12-18 19:00:00,51.0,1021.7,20.84,0.0,0.0,0.0,265.08,-32.44,15.1,12.0,22.4,51.09,1021.56,20.63,19,1,12,3,-0.8878852184023756,0.4600650377311516,False,True,False,False,False,False
2024-12-18 20:00:00,50.44,1021.3,20.07,0.0,0.0,0.0,273.99,-43.24,14.8,2.0,22.5,50.82,1021.25,19.89,20,1,12,3,-0.730835964278124,0.6825531432186542,False,True,False,False,False,False
2024-12-18 21:00:00,50.37,1021.15,19.57,0.0,0.0,0.0,285.96,-54.62,15.7,8.0,22.4,50.47,1021.05,19.37,21,1,12,3,-0.5195839500354336,0.8544194045464886,False,True,False,False,False,False
2024-12-19 07:00:00,37.94,1017.1,19.54,0.0,0.0,0.0,122.91,2.13,14.8,100.0,20.3,38.29,1017.16,19.39,7,3,12,2,0.9422609221188205,-0.33487961217098616,False,False,True,False,False,False
2024-12-19 08:00:00,38.2,1017.4,19.81,0.0,0.0,0.0,131.71,9.82,14.7,100.0,20.8,38.48,1017.3,19.73,8,3,12,2,0.8169698930104421,-0.5766803221148671,False,False,True,False,False,False
2024-12-19 09:00:00,41.14,1017.66,20.59,0.0,0.0,0.0,144.4,18.13,14.3,100.0,21.8,41.3,1017.58,20.33,9,3,12,3,0.631087944326053,-0.7757112907044197,False,False,True,False,False,False
