time,sensor_puerta_1 Puerta,suma_ventanas_arriba,suma_ventanas_abajo,azimuth_mean,elevation_mean,temperature_mean,cloud_coverage_mean,temperature ℃,media_humedad,media_presion,media_temperatura
2025-01-20 16:00:00,3600.0,18000.0,18000.0,238.26,5.73,15.3,64.0,20.6,48.78,1011.32,20.04
2025-01-20 17:00:00,3600.0,18000.0,18000.0,246.64,-3.05,15.4,79.0,20.9,49.34,1011.73,19.95
2025-01-20 18:00:00,3178.0,18000.0,18000.0,255.7,-14.23,14.8,100.0,20.9,49.33,1012.08,20.48
2025-01-20 19:00:00,176.0,18000.0,18000.0,264.59,-25.64,13.8,100.0,21.2,50.56,1012.49,20.95
2025-01-20 20:00:00,0.0,18000.0,18000.0,274.14,-37.19,12.9,100.0,21.3,51.9,1012.35,19.85
2025-01-20 21:00:00,0.0,18000.0,18000.0,285.63,-48.56,12.5,100.0,21.4,52.46,1012.13,18.73
2025-01-21 07:00:00,1381.0,18000.0,18000.0,118.03,2.3,10.2,100.0,19.2,60.57,1010.13,18.42
2025-01-21 08:00:00,959.0,18000.0,18000.0,126.75,10.42,9.9,100.0,19.6,60.43,1010.26,19.64
2025-01-21 09:00:00,454.0,18000.0,18000.0,139.42,19.53,10.0,98.0,20.8,59.95,1011.18,19.96
2025-01-21 10:00:00,2267.0,18000.0,18000.0,153.03,25.95,10.1,98.0,21.3,59.94,1011.28,19.85
2025-01-21 11:00:00,3600.0,18000.0,18000.0,168.37,29.79,11.2,78.0,21.6,58.66,1010.45,20.66
2025-01-21 12:00:00,3600.0,18000.0,18000.0,184.38,30.52,13.1,100.0,21.5,57.95,1009.55,21.11
2025-01-21 13:00:00,1256.0,18000.0,18000.0,200.23,28.07,14.7,100.0,21.7,58.33,1008.64,20.61
2025-01-21 14:00:00,1016.0,18000.0,18000.0,214.69,22.75,14.7,85.0,22.0,59.65,1007.93,19.58
2025-01-21 15:00:00,147.0,18000.0,18000.0,227.28,15.19,16.5,100.0,22.3,63.29,1008.23,20.15
2025-01-21 16:00:00,243.0,18000.0,18000.0,238.45,5.87,16.2,100.0,22.4,62.74,1008.07,21.38
2025-01-21 17:00:00,2238.0,9427.0,9427.0,246.89,-3.01,15.9,100.0,22.8,59.52,1008.27,21.25
2025-01-21 18:00:00,483.0,7200.0,7200.0,255.99,-14.23,15.3,60.0,23.0,58.91,1008.52,20.97
2025-01-21 19:00:00,341.0,1520.0,1520.0,266.21,-27.26,14.1,100.0,23.0,59.73,1008.75,20.78
2025-01-21 20:00:00,0.0,0.0,0.0,276.69,-39.61,13.4,96.0,22.9,60.2,1008.82,19.99
2025-01-21 21:00:00,0.0,0.0,0.0,288.95,-50.86,12.9,92.0,22.4,60.09,1008.89,19.46
2025-01-22 07:00:00,3600.0,0.0,0.0,117.73,2.31,9.7,80.0,20.3,54.68,1007.28,19.27
2025-01-22 08:00:00,3286.0,0.0,0.0,126.45,10.47,9.5,93.0,20.6,55.17,1007.44,19.93
2025-01-22 09:00:00,46.0,0.0,0.0,139.06,19.58,9.1,20.0,21.2,56.09,1007.82,20.26
2025-01-22 10:00:00,967.0,0.0,0.0,152.67,26.07,9.0,78.0,22.0,57.36,1007.63,20.2
2025-01-22 11:00:00,835.0,0.0,0.0,168.03,29.97,10.6,12.0,22.3,58.65,1006.7,21.07
2025-01-22 12:00:00,414.0,0.0,0.0,184.34,30.75,13.8,39.0,21.8,59.16,1005.6,21.82
2025-01-22 13:00:00,73.0,0.0,0.0,200.3,28.29,16.8,61.0,22.3,57.28,1004.8,21.41
2025-01-22 14:00:00,453.0,0.0,0.0,214.81,22.95,19.0,30.0,22.6,56.93,1004.43,20.63
2025-01-22 15:00:00,3600.0,0.0,0.0,227.43,15.38,19.5,67.0,22.7,47.71,1004.53,20.59
2025-01-22 16:00:00,3326.0,0.0,0.0,238.77,5.87,19.9,42.0,22.7,44.0,1005.15,20.58
2025-01-22 17:00:00,3510.0,0.0,0.0,247.18,-2.99,19.4,2.0,22.6,44.41,1005.49,21.11
2025-01-22 18:00:00,3600.0,0.0,0.0,256.3,-14.23,18.2,51.0,22.9,45.73,1006.15,21.66
2025-01-22 19:00:00,2800.0,0.0,0.0,265.95,-26.55,16.8,27.0,23.4,47.19,1006.38,21.63
2025-01-22 20:00:00,0.0,0.0,0.0,275.66,-38.1,16.0,53.0,24.0,47.93,1006.64,20.84
2025-01-22 21:00:00,0.0,0.0,0.0,287.56,-49.41,14.8,90.0,23.7,48.7,1007.29,20.34
2025-01-23 07:00:00,2638.0,0.0,0.0,117.41,2.32,12.4,99.0,21.2,51.82,1010.08,19.7
2025-01-23 08:00:00,3600.0,0.0,0.0,126.11,10.49,12.3,67.0,21.2,52.65,1010.58,20.85
2025-01-23 09:00:00,3485.0,0.0,0.0,138.69,19.64,12.0,81.0,22.0,52.2,1010.79,21.68
2025-01-23 10:00:00,616.0,0.0,0.0,152.3,26.19,12.3,100.0,22.4,50.38,1011.55,21.8
2025-01-23 11:00:00,216.0,0.0,0.0,167.69,30.15,14.3,100.0,22.6,47.84,1011.5,21.79
2025-01-23 12:00:00,1115.0,0.0,0.0,184.01,30.99,16.3,91.0,22.5,49.05,1010.69,22.53
2025-01-23 13:00:00,762.0,0.0,0.0,200.38,28.51,18.2,3.0,23.5,47.77,1009.83,22.56
2025-01-23 14:00:00,857.0,0.0,0.0,214.93,23.16,19.7,1.0,24.1,46.29,1010.1,21.66
2025-01-23 15:00:00,1860.0,0.0,0.0,227.58,15.56,21.7,2.0,23.5,45.22,1010.49,21.74
2025-01-23 16:00:00,3153.0,0.0,0.0,238.8,6.17,22.1,2.0,23.3,43.55,1011.26,21.88
2025-01-23 17:00:00,2974.0,0.0,0.0,247.28,-2.73,22.0,3.0,23.3,46.39,1011.32,21.86
2025-01-23 18:00:00,3600.0,0.0,0.0,256.61,-14.24,21.3,5.0,23.7,48.11,1011.87,21.92
2025-01-23 19:00:00,3177.0,0.0,0.0,265.55,-25.65,19.4,4.0,23.9,48.04,1012.69,21.94
2025-01-23 20:00:00,0.0,0.0,0.0,275.22,-37.2,18.3,5.0,24.0,48.49,1013.36,21.67
2025-01-23 21:00:00,0.0,0.0,0.0,286.94,-48.53,17.7,0.0,24.1,48.98,1013.93,21.32
2025-01-24 07:00:00,517.0,0.0,0.0,117.26,2.5,12.7,0.0,21.9,52.85,1015.67,20.86
2025-01-24 08:00:00,148.0,0.0,0.0,126.32,10.97,12.7,1.0,22.0,55.33,1016.24,21.83
2025-01-24 09:00:00,425.0,0.0,0.0,139.16,20.2,13.4,2.0,22.4,54.63,1016.39,22.34
2025-01-24 10:00:00,864.0,0.0,0.0,152.9,26.66,14.0,25.0,22.7,52.1,1016.66,21.73
2025-01-24 11:00:00,941.0,0.0,0.0,168.41,30.5,15.6,35.0,23.0,49.7,1015.91,21.74
2025-01-24 12:00:00,3600.0,0.0,0.0,184.47,31.22,16.7,6.0,23.0,48.68,1015.09,21.68
2025-01-24 13:00:00,638.0,0.0,0.0,200.46,28.74,17.8,2.0,23.2,49.21,1013.84,21.51
2025-01-24 14:00:00,0.0,0.0,0.0,215.05,23.37,18.8,2.0,22.9,48.12,1013.49,21.26
2025-01-24 15:00:00,0.0,0.0,0.0,227.73,15.75,20.0,0.0,22.7,47.02,1013.29,21.13
2025-01-24 16:00:00,0.0,0.0,0.0,238.98,6.33,20.8,0.0,23.0,46.35,1013.05,21.0
2025-01-24 17:00:00,0.0,0.0,0.0,247.39,-2.49,21.3,1.0,23.5,46.5,1013.1,20.95
2025-01-24 18:00:00,0.0,0.0,0.0,256.92,-14.24,21.5,0.0,23.5,46.62,1013.15,20.81
2025-01-24 19:00:00,68.0,0.0,0.0,265.89,-25.66,18.3,0.0,23.5,46.91,1012.8,20.73
2025-01-24 20:00:00,0.0,0.0,0.0,275.6,-37.2,16.3,0.0,23.6,47.08,1013.07,20.6
2025-01-24 21:00:00,0.0,0.0,0.0,287.4,-48.52,15.7,0.0,23.5,47.39,1012.85,20.62
2025-01-25 07:00:00,0.0,0.0,0.0,116.93,2.51,12.2,7.0,22.1,48.72,1011.68,20.04
2025-01-25 08:00:00,0.0,0.0,0.0,125.96,10.99,12.5,1.0,22.1,48.89,1011.93,19.93
2025-01-25 09:00:00,0.0,0.0,0.0,138.77,20.26,12.8,42.0,22.0,49.04,1012.16,19.95
2025-01-25 10:00:00,0.0,0.0,0.0,152.51,26.79,13.7,100.0,21.9,49.17,1012.15,19.94
2025-01-25 11:00:00,0.0,0.0,0.0,168.06,30.7,15.3,100.0,21.9,49.47,1011.47,19.89
2025-01-25 12:00:00,0.0,0.0,0.0,184.43,31.47,16.8,100.0,21.8,49.12,1010.89,19.82
2025-01-25 13:00:00,0.0,0.0,0.0,200.54,28.98,16.9,96.0,21.8,47.89,1010.43,19.78
2025-01-25 14:00:00,0.0,0.0,0.0,215.18,23.59,18.3,92.0,21.7,47.22,1010.42,19.76
2025-01-25 15:00:00,0.0,0.0,0.0,227.89,15.95,18.9,100.0,21.7,47.47,1010.87,19.72
2025-01-25 16:00:00,0.0,0.0,0.0,239.34,6.33,17.9,90.0,21.6,47.94,1011.19,19.68
2025-01-25 17:00:00,0.0,0.0,0.0,247.74,-2.5,17.9,100.0,21.6,48.49,1011.61,19.66
2025-01-25 18:00:00,0.0,0.0,0.0,257.25,-14.24,17.5,100.0,21.6,48.63,1012.49,19.64
2025-01-25 19:00:00,0.0,0.0,0.0,266.23,-25.66,17.3,93.0,21.5,48.56,1013.22,19.64
2025-01-25 20:00:00,0.0,0.0,0.0,275.99,-37.21,16.2,99.0,21.5,48.4,1013.59,19.59
2025-01-25 21:00:00,0.0,0.0,0.0,287.87,-48.51,15.7,80.0,21.5,48.23,1014.78,19.54
2025-01-26 07:00:00,0.0,0.0,0.0,116.59,2.52,10.2,36.0,21.0,47.9,1016.4,19.13
2025-01-26 08:00:00,0.0,0.0,0.0,125.6,11.01,9.9,92.0,20.9,47.95,1016.56,19.03
2025-01-26 09:00:00,0.0,0.0,0.0,138.38,20.33,10.5,17.0,20.9,48.16,1015.98,18.86
2025-01-26 10:00:00,0.0,0.0,0.0,152.12,26.92,11.1,44.0,20.8,48.06,1016.01,18.82
2025-01-26 11:00:00,0.0,0.0,0.0,167.69,30.9,12.9,90.0,20.8,47.69,1015.53,18.82
2025-01-26 12:00:00,0.0,0.0,0.0,184.38,31.72,13.8,83.0,20.7,46.96,1014.65,18.84
2025-01-26 13:00:00,0.0,0.0,0.0,200.62,29.22,15.4,98.0,20.7,46.53,1013.29,18.89
2025-01-26 14:00:00,0.0,0.0,0.0,215.31,23.81,16.8,100.0,20.7,46.53,1012.25,18.93
2025-01-26 15:00:00,0.0,0.0,0.0,228.05,16.15,18.4,100.0,20.6,47.03,1011.64,18.97
2025-01-26 16:00:00,0.0,0.0,0.0,239.4,6.62,19.7,100.0,20.6,47.44,1011.67,18.98
2025-01-26 17:00:00,0.0,0.0,0.0,247.55,-1.88,19.5,100.0,20.6,48.05,1011.65,19.01
2025-01-26 18:00:00,0.0,0.0,0.0,256.98,-13.49,19.4,100.0,20.6,48.26,1011.53,18.92
2025-01-26 19:00:00,0.0,0.0,0.0,266.58,-25.67,17.4,88.0,20.6,48.45,1011.61,18.9
2025-01-26 20:00:00,0.0,0.0,0.0,276.39,-37.21,15.5,62.0,20.6,48.68,1011.54,18.89
2025-01-26 21:00:00,0.0,0.0,0.0,288.35,-48.49,14.9,23.0,20.5,48.94,1010.96,18.89
2025-01-27 07:00:00,920.0,0.0,0.0,116.42,2.7,17.9,97.0,20.4,57.57,1006.47,19.99
2025-01-27 08:00:00,136.0,0.0,0.0,125.45,11.24,17.9,60.0,20.8,56.85,1006.6,20.73
2025-01-27 09:00:00,277.0,0.0,0.0,137.98,20.39,18.3,46.0,21.4,54.7,1006.52,21.4
2025-01-27 10:00:00,172.0,0.0,0.0,151.72,27.05,18.6,87.0,21.7,54.13,1006.16,21.75
2025-01-27 11:00:00,356.0,0.0,0.0,167.31,31.11,19.7,49.0,21.7,50.44,1005.01,22.62
2025-01-27 12:00:00,140.0,0.0,0.0,184.04,31.99,21.4,21.0,22.1,47.99,1003.55,23.17
2025-01-27 13:00:00,758.0,0.0,0.0,200.71,29.47,22.9,98.0,22.4,48.81,1002.95,22.45
2025-01-27 14:00:00,361.0,0.0,0.0,215.45,24.04,23.3,68.0,22.4,47.72,1003.88,21.92
2025-01-27 15:00:00,3600.0,0.0,0.0,228.21,16.35,23.9,44.0,22.2,51.44,1003.35,21.89
2025-01-27 16:00:00,2286.0,0.0,0.0,239.59,6.79,24.5,76.0,22.8,52.88,1002.86,22.17
2025-01-27 17:00:00,3600.0,0.0,0.0,247.72,-1.67,23.5,40.0,23.0,53.74,1003.23,22.06
2025-01-27 18:00:00,3600.0,0.0,0.0,257.32,-13.49,23.1,14.0,23.1,54.97,1003.57,22.31
2025-01-27 19:00:00,3159.0,0.0,0.0,266.95,-25.67,22.0,18.0,23.4,54.09,1004.03,22.3
2025-01-27 20:00:00,0.0,0.0,0.0,276.8,-37.22,21.0,51.0,23.5,50.24,1004.34,21.56
2025-01-27 21:00:00,0.0,0.0,0.0,288.86,-48.49,20.2,39.0,23.4,47.25,1004.88,20.99
2025-01-28 07:00:00,1484.0,0.0,0.0,116.26,2.92,12.9,33.0,19.3,42.81,1011.0,19.57
2025-01-28 08:00:00,106.0,0.0,0.0,125.41,11.53,12.8,24.0,20.0,44.85,1012.74,20.96
2025-01-28 09:00:00,320.0,0.0,0.0,138.44,20.98,12.7,20.0,20.3,42.04,1012.52,20.98
2025-01-28 10:00:00,1539.0,0.0,0.0,152.32,27.55,12.7,77.0,20.9,38.9,1012.5,19.99
2025-01-28 11:00:00,22.0,0.0,0.0,168.05,31.49,13.4,91.0,21.6,40.41,1012.75,20.71
2025-01-28 12:00:00,333.0,0.0,0.0,184.53,32.24,14.0,62.0,21.4,38.83,1012.2,20.86
2025-01-28 13:00:00,436.0,0.0,0.0,200.8,29.72,15.2,98.0,21.3,32.31,1011.89,19.83
2025-01-28 14:00:00,2041.0,0.0,0.0,215.59,24.27,15.3,63.0,20.9,31.83,1012.54,19.38
2025-01-28 15:00:00,3089.0,0.0,0.0,228.38,16.56,16.0,18.0,20.7,33.24,1013.06,19.55
2025-01-28 16:00:00,187.0,0.0,0.0,239.79,6.97,16.3,21.0,21.2,35.76,1013.65,20.25
2025-01-28 17:00:00,3325.0,0.0,0.0,247.89,-1.47,16.9,64.0,20.9,34.84,1015.01,20.47
2025-01-28 18:00:00,3600.0,0.0,0.0,257.67,-13.5,16.1,7.0,21.0,35.02,1016.37,20.79
2025-01-28 19:00:00,3175.0,0.0,0.0,267.31,-25.68,15.8,0.0,21.3,35.9,1017.18,21.65
2025-01-28 20:00:00,0.0,0.0,0.0,277.22,-37.21,15.0,3.0,21.5,36.42,1017.49,20.92
2025-01-28 21:00:00,0.0,0.0,0.0,289.34,-48.45,14.4,3.0,21.7,36.76,1018.52,20.01
2025-01-29 07:00:00,792.0,0.0,0.0,116.07,3.1,11.1,48.0,20.6,45.07,1017.44,19.79
2025-01-29 08:00:00,137.0,0.0,0.0,125.25,11.76,10.6,33.0,21.0,52.29,1017.37,20.71
2025-01-29 09:00:00,349.0,0.0,0.0,138.0,21.04,10.2,76.0,21.1,49.78,1017.61,20.81
2025-01-29 10:00:00,1504.0,0.0,0.0,151.87,27.68,10.3,66.0,21.1,45.6,1016.89,20.53
2025-01-29 11:00:00,2539.0,186.0,186.0,167.63,31.69,11.2,99.0,20.9,44.95,1015.82,20.56
2025-01-29 12:00:00,3598.0,14400.0,14400.0,184.47,32.5,11.5,100.0,20.7,39.43,1014.19,19.63
2025-01-29 13:00:00,0.0,14400.0,14400.0,200.89,29.97,12.6,100.0,20.9,39.1,1012.72,19.66
2025-01-29 14:00:00,2127.0,14400.0,14400.0,215.73,24.5,13.2,100.0,21.1,38.51,1011.72,19.63
2025-01-29 15:00:00,3600.0,14400.0,14400.0,228.56,16.77,13.7,100.0,21.3,40.83,1010.2,20.15
2025-01-29 16:00:00,920.0,14400.0,14400.0,240.16,6.98,15.3,100.0,21.9,44.52,1009.16,20.82
2025-01-29 17:00:00,78.0,14400.0,14400.0,248.27,-1.49,15.9,100.0,22.3,44.81,1008.49,21.04
2025-01-29 18:00:00,32.0,14400.0,14400.0,258.03,-13.5,16.2,100.0,22.5,45.95,1007.85,21.3
2025-01-29 19:00:00,275.0,14400.0,14400.0,267.69,-25.68,15.6,100.0,22.3,47.49,1007.67,21.68
2025-01-29 20:00:00,0.0,14400.0,14400.0,277.64,-37.22,13.1,100.0,21.9,45.11,1007.04,21.26
2025-01-29 21:00:00,0.0,14400.0,14400.0,289.86,-48.43,13.3,93.0,21.8,43.66,1006.63,20.53
2025-01-30 07:00:00,669.0,14400.0,14400.0,115.7,3.11,10.2,1.0,20.3,41.49,1009.33,19.71
2025-01-30 08:00:00,57.0,14400.0,14400.0,124.85,11.78,10.0,0.0,20.7,43.35,1010.03,20.57
2025-01-30 09:00:00,794.0,14400.0,14400.0,137.58,21.11,9.9,1.0,21.1,42.67,1011.09,21.28
2025-01-30 10:00:00,81.0,14400.0,14400.0,151.45,27.82,10.3,1.0,21.3,39.26,1011.34,20.97
2025-01-30 11:00:00,103.0,14400.0,14400.0,167.24,31.91,11.9,66.0,21.5,35.11,1011.21,20.52
2025-01-30 12:00:00,167.0,14400.0,14400.0,184.12,32.79,14.1,69.0,21.1,34.96,1011.02,20.98
2025-01-30 13:00:00,1233.0,14400.0,14400.0,200.99,30.24,15.9,28.0,20.6,32.69,1011.05,20.34
2025-01-30 14:00:00,2061.0,14400.0,14400.0,215.87,24.75,17.0,25.0,21.3,33.01,1011.27,20.3
2025-01-30 15:00:00,3600.0,14400.0,14400.0,228.73,16.99,18.4,66.0,21.0,38.46,1011.69,20.75
2025-01-30 16:00:00,3376.0,14400.0,14400.0,240.25,7.28,15.2,100.0,22.2,38.7,1012.09,21.32
2025-01-30 17:00:00,2995.0,14400.0,14400.0,248.46,-1.3,12.8,99.0,22.9,37.85,1012.74,21.06
2025-01-30 18:00:00,2211.0,14400.0,14400.0,258.39,-13.5,13.8,71.0,22.5,34.55,1013.63,20.35
2025-01-30 19:00:00,190.0,9477.0,9477.0,268.07,-25.68,14.7,91.0,22.2,35.74,1014.57,20.55
2025-01-30 20:00:00,0.0,7200.0,7200.0,278.08,-37.22,14.4,76.0,22.0,35.87,1015.67,20.05
2025-01-30 21:00:00,0.0,7200.0,7200.0,290.37,-48.4,14.2,100.0,22.0,35.84,1016.71,19.63
2025-01-31 07:00:00,1109.0,7200.0,7200.0,115.46,3.26,10.9,34.0,20.2,38.14,1021.3,19.02
2025-01-31 08:00:00,47.0,7200.0,7200.0,124.57,11.91,10.6,4.0,20.5,42.2,1022.02,20.47
2025-01-31 09:00:00,260.0,7200.0,7200.0,137.15,21.18,10.1,8.0,21.1,38.57,1022.69,20.76
2025-01-31 10:00:00,342.0,7200.0,7200.0,151.02,27.96,10.0,11.0,21.4,37.28,1023.17,20.39
2025-01-31 11:00:00,57.0,7200.0,7200.0,166.83,32.13,11.5,26.0,21.4,41.25,1022.63,21.15
2025-01-31 12:00:00,565.0,7200.0,7200.0,184.05,33.07,13.2,33.0,21.4,41.22,1021.79,21.52
2025-01-31 13:00:00,751.0,7200.0,7200.0,201.08,30.5,15.3,6.0,21.8,38.24,1021.03,20.8
2025-01-31 14:00:00,0.0,7200.0,7200.0,216.02,24.99,16.3,3.0,22.1,36.99,1020.57,20.14
2025-01-31 15:00:00,0.0,7200.0,7200.0,228.91,17.21,16.7,0.0,21.7,37.89,1020.35,19.85
2025-01-31 16:00:00,0.0,7200.0,7200.0,240.45,7.47,16.8,1.0,22.2,39.72,1020.41,19.71
2025-01-31 17:00:00,0.0,7200.0,7200.0,248.49,-0.91,16.6,1.0,22.5,41.93,1021.01,19.56
2025-01-31 18:00:00,0.0,7200.0,7200.0,258.76,-13.51,15.6,2.0,22.8,43.14,1021.82,19.45
2025-01-31 19:00:00,80.0,7200.0,7200.0,268.46,-25.69,14.2,2.0,22.5,44.58,1021.76,19.42
2025-01-31 20:00:00,0.0,7200.0,7200.0,278.52,-37.22,13.1,0.0,22.8,44.22,1021.97,19.4
2025-01-31 21:00:00,0.0,7200.0,7200.0,290.91,-48.38,12.6,0.0,22.8,44.17,1022.13,19.32
2025-02-01 07:00:00,0.0,7200.0,7200.0,115.25,3.44,6.2,6.0,20.8,38.12,1018.21,18.32
2025-02-01 08:00:00,0.0,7200.0,7200.0,124.78,12.45,5.8,0.0,20.7,37.59,1018.2,18.22
2025-02-01 09:00:00,0.0,7200.0,7200.0,137.57,21.77,5.8,0.0,20.6,37.24,1018.15,18.15
2025-02-01 10:00:00,0.0,7200.0,7200.0,151.57,28.48,6.2,1.0,20.5,37.04,1017.4,18.05
2025-02-01 11:00:00,0.0,7200.0,7200.0,167.53,32.53,8.4,88.0,20.4,37.01,1016.34,18.0
2025-02-01 12:00:00,0.0,7200.0,7200.0,184.55,33.34,10.9,87.0,20.3,36.72,1015.05,18.02
2025-02-01 13:00:00,0.0,7200.0,7200.0,201.18,30.77,12.0,99.0,20.3,36.71,1013.68,18.05
2025-02-01 14:00:00,0.0,7200.0,7200.0,216.17,25.24,11.9,55.0,20.2,36.78,1013.14,18.11
2025-02-01 15:00:00,0.0,7200.0,7200.0,229.09,17.43,15.5,43.0,20.2,36.81,1014.19,18.04
2025-02-01 16:00:00,0.0,7200.0,7200.0,240.84,7.49,14.7,54.0,20.2,38.78,1015.13,17.93
2025-02-01 17:00:00,0.0,7200.0,7200.0,248.89,-0.92,11.9,82.0,20.1,39.88,1015.46,17.94
2025-02-01 18:00:00,0.0,7200.0,7200.0,259.13,-13.51,9.3,63.0,20.1,41.29,1015.8,17.96
2025-02-01 19:00:00,0.0,7200.0,7200.0,268.86,-25.69,9.6,66.0,20.0,42.25,1016.52,17.86
2025-02-01 20:00:00,0.0,7200.0,7200.0,278.97,-37.22,9.2,47.0,20.0,43.26,1016.58,17.81
2025-02-01 21:00:00,0.0,7200.0,7200.0,291.45,-48.35,8.7,100.0,19.9,43.63,1016.77,17.8
2025-02-02 07:00:00,0.0,7200.0,7200.0,115.05,3.67,6.2,0.0,19.2,43.38,1015.5,16.47
2025-02-02 08:00:00,0.0,7200.0,7200.0,124.36,12.47,5.9,0.0,19.2,42.74,1015.56,16.3
2025-02-02 09:00:00,0.0,7200.0,7200.0,137.12,21.85,5.7,0.0,19.1,42.32,1015.32,16.29
2025-02-02 10:00:00,0.0,7200.0,7200.0,151.13,28.62,6.0,0.0,19.0,42.37,1015.09,16.42
2025-02-02 11:00:00,0.0,7200.0,7200.0,167.12,32.76,7.8,0.0,18.9,42.47,1014.93,16.54
2025-02-02 12:00:00,0.0,7200.0,7200.0,184.2,33.64,10.3,1.0,18.9,42.36,1014.45,16.61
2025-02-02 13:00:00,0.0,7200.0,7200.0,201.28,31.05,12.2,0.0,18.9,42.21,1014.12,16.66
2025-02-02 14:00:00,0.0,7200.0,7200.0,216.32,25.49,13.4,0.0,18.8,42.06,1014.33,16.66
2025-02-02 15:00:00,0.0,7200.0,7200.0,229.28,17.66,14.0,1.0,18.8,42.05,1014.23,16.66
2025-02-02 16:00:00,0.0,7200.0,7200.0,240.95,7.79,14.1,3.0,18.8,42.07,1014.37,16.72
2025-02-02 17:00:00,0.0,7200.0,7200.0,249.11,-0.73,13.6,6.0,18.8,42.09,1014.97,16.72
2025-02-02 18:00:00,0.0,7200.0,7200.0,259.52,-13.52,12.8,0.0,18.7,42.35,1015.74,16.68
2025-02-02 19:00:00,0.0,7200.0,7200.0,269.27,-25.7,12.1,0.0,18.7,42.75,1016.37,16.65
2025-02-02 20:00:00,0.0,7200.0,7200.0,279.43,-37.21,11.2,0.0,18.7,43.18,1016.77,16.62
2025-02-02 21:00:00,0.0,7200.0,7200.0,292.0,-48.32,10.4,0.0,18.6,43.5,1017.2,16.46
2025-02-03 07:00:00,0.0,7200.0,7200.0,114.83,3.85,5.4,76.0,18.0,39.83,1019.23,16.69
2025-02-03 08:00:00,0.0,7200.0,7200.0,124.2,12.74,5.3,86.0,18.1,38.84,1019.63,16.93
2025-02-03 09:00:00,3086.0,7200.0,7200.0,136.67,21.92,5.1,25.0,19.2,41.38,1019.8,17.39
2025-02-03 10:00:00,3600.0,7200.0,7200.0,150.67,28.77,5.6,40.0,20.0,42.66,1020.24,18.29
2025-02-03 11:00:00,2941.0,7200.0,7200.0,166.69,32.99,8.0,12.0,20.2,41.37,1019.74,19.44
2025-02-03 12:00:00,87.0,7200.0,7200.0,184.12,33.93,11.2,7.0,20.5,41.39,1019.17,19.87
2025-02-03 13:00:00,833.0,7200.0,7200.0,201.38,31.33,13.8,1.0,20.7,37.45,1018.68,19.25
2025-02-03 14:00:00,288.0,7200.0,7200.0,216.48,25.75,14.9,4.0,20.6,35.52,1018.54,18.81
2025-02-03 15:00:00,3600.0,7200.0,7200.0,229.47,17.89,15.6,1.0,20.6,38.36,1018.76,19.35
2025-02-03 16:00:00,3600.0,7200.0,7200.0,241.15,8.0,15.7,2.0,20.9,37.65,1018.83,19.74
2025-02-03 17:00:00,3600.0,7200.0,7200.0,249.04,-0.19,15.5,0.0,21.5,38.04,1019.21,19.56
2025-02-03 18:00:00,3600.0,7200.0,7200.0,259.3,-12.77,14.9,7.0,21.7,39.73,1019.66,19.66
2025-02-03 19:00:00,2652.0,7200.0,7200.0,269.68,-25.7,13.7,81.0,22.1,40.58,1020.34,19.55
2025-02-03 20:00:00,0.0,7200.0,7200.0,279.9,-37.21,12.6,58.0,22.2,40.96,1021.44,18.92
2025-02-03 21:00:00,0.0,7200.0,7200.0,292.55,-48.29,11.4,10.0,22.1,41.07,1021.41,18.43
2025-02-04 07:00:00,1040.0,7200.0,7200.0,114.43,3.86,6.0,0.0,19.2,43.18,1023.15,17.96
2025-02-04 08:00:00,52.0,7200.0,7200.0,124.13,13.06,5.9,0.0,19.4,45.72,1023.58,19.26
2025-02-04 09:00:00,305.0,7200.0,7200.0,137.08,22.52,5.6,0.0,20.3,40.04,1023.91,19.67
2025-02-04 10:00:00,141.0,7200.0,7200.0,151.22,29.3,6.2,0.0,21.1,39.66,1023.92,19.25
2025-02-04 11:00:00,569.0,7200.0,7200.0,167.39,33.4,8.5,0.0,21.9,42.36,1023.44,19.82
2025-02-04 12:00:00,248.0,7200.0,7200.0,184.63,34.22,11.6,0.0,21.5,40.76,1022.57,19.73
2025-02-04 13:00:00,207.0,7200.0,7200.0,201.49,31.61,14.5,0.0,21.3,36.3,1021.75,19.31
2025-02-04 14:00:00,1655.0,7200.0,7200.0,216.64,26.01,16.7,0.0,20.9,35.3,1021.42,18.93
2025-02-04 15:00:00,5.0,7200.0,7200.0,229.67,18.13,17.9,0.0,21.1,41.87,1021.28,19.8
2025-02-04 16:00:00,17.0,7200.0,7200.0,241.55,8.04,18.2,0.0,21.4,45.57,1021.88,20.46
2025-02-04 17:00:00,1974.0,7200.0,7200.0,249.46,-0.21,18.3,0.0,22.0,42.04,1022.57,20.51
2025-02-04 18:00:00,0.0,7200.0,7200.0,259.69,-12.77,17.9,0.0,21.9,38.24,1023.43,19.7
2025-02-04 19:00:00,0.0,7200.0,7200.0,270.1,-25.7,16.6,0.0,22.4,39.31,1024.3,19.2
2025-02-04 20:00:00,0.0,7200.0,7200.0,280.38,-37.2,14.8,0.0,22.3,41.11,1025.02,18.95
2025-02-04 21:00:00,0.0,7200.0,7200.0,293.12,-48.26,12.5,0.0,21.8,42.4,1025.47,18.74
2025-02-05 07:00:00,209.0,7200.0,7200.0,114.2,4.05,5.7,0.0,19.4,41.89,1028.15,18.65
2025-02-05 08:00:00,811.0,7200.0,7200.0,123.97,13.33,5.3,0.0,19.7,41.82,1028.35,19.85
