time,sensor_puerta_1 Puerta,suma_ventanas_arriba,suma_ventanas_abajo,azimuth_mean,elevation_mean,temperature_mean,cloud_coverage_mean,temperature ℃,media_humedad,media_presion,media_temperatura
2025-01-04 19:00:00,0.0,0.0,0.0,263.81,-29.38,15.0,9.0,14.2,54.72,1014.54,13.62
2025-01-04 20:00:00,0.0,0.0,0.0,273.21,-40.92,13.9,92.0,14.2,54.8,1014.34,13.61
2025-01-04 21:00:00,0.0,0.0,0.0,284.79,-52.33,13.6,95.0,14.2,54.79,1014.23,13.59
2025-01-05 07:00:00,0.0,0.0,0.0,121.03,1.46,11.1,85.0,14.1,55.02,1010.99,13.26
2025-01-05 08:00:00,0.0,0.0,0.0,129.56,9.18,10.9,87.0,14.1,55.29,1011.44,13.22
2025-01-05 09:00:00,0.0,0.0,0.0,142.15,17.89,10.7,100.0,14.1,55.31,1011.44,13.26
2025-01-05 10:00:00,0.0,0.0,0.0,155.51,23.87,10.8,94.0,14.1,55.33,1010.62,13.36
2025-01-05 11:00:00,0.0,0.0,0.0,170.44,27.27,11.6,94.0,14.2,55.55,1009.62,13.47
2025-01-05 12:00:00,0.0,0.0,0.0,186.17,27.62,14.0,100.0,14.2,55.98,1008.45,13.62
2025-01-05 13:00:00,0.0,0.0,0.0,201.29,24.88,14.9,100.0,14.2,56.43,1006.94,13.74
2025-01-05 14:00:00,0.0,0.0,0.0,215.02,19.44,16.3,92.0,14.3,56.54,1006.39,13.89
2025-01-05 15:00:00,0.0,0.0,0.0,227.8,11.32,17.1,98.0,14.3,56.5,1006.39,13.92
2025-01-05 16:00:00,0.0,0.0,0.0,237.0,3.47,17.9,99.0,14.3,56.61,1005.89,13.95
2025-01-05 17:00:00,0.0,0.0,0.0,245.74,-6.11,18.2,100.0,14.4,56.94,1006.21,13.96
2025-01-05 18:00:00,0.0,0.0,0.0,254.45,-16.92,17.4,100.0,14.4,56.86,1006.34,13.86
2025-01-05 19:00:00,0.0,0.0,0.0,263.97,-29.38,15.8,100.0,14.4,56.97,1006.11,13.83
2025-01-05 20:00:00,0.0,0.0,0.0,273.4,-40.93,14.6,84.0,14.4,56.9,1005.99,13.77
2025-01-05 21:00:00,0.0,0.0,0.0,285.03,-52.33,13.9,96.0,14.4,56.82,1005.47,13.76
2025-01-06 07:00:00,0.0,0.0,0.0,120.87,1.47,12.1,100.0,14.4,54.64,1002.43,14.67
2025-01-06 08:00:00,0.0,0.0,0.0,129.38,9.2,11.8,96.0,14.8,53.29,1002.61,15.45
2025-01-06 09:00:00,0.0,0.0,0.0,141.96,17.92,11.9,69.0,15.9,52.97,1002.97,15.73
2025-01-06 10:00:00,0.0,0.0,0.0,155.32,23.93,11.8,82.0,16.5,52.63,1002.89,16.01
2025-01-06 11:00:00,0.0,0.0,0.0,170.18,27.36,12.8,100.0,17.0,52.45,1002.32,16.25
2025-01-06 12:00:00,0.0,0.0,0.0,185.75,27.77,15.0,100.0,17.4,52.34,1001.61,16.5
2025-01-06 13:00:00,0.0,0.0,0.0,201.33,25.0,17.0,100.0,17.7,52.27,1001.0,16.72
2025-01-06 14:00:00,0.0,0.0,0.0,215.08,19.55,18.2,100.0,18.0,52.12,1000.88,16.93
2025-01-06 15:00:00,0.0,0.0,0.0,227.93,11.37,16.9,100.0,18.3,51.87,1001.23,17.12
2025-01-06 16:00:00,0.0,0.0,0.0,237.19,3.46,16.4,100.0,18.5,51.82,1001.67,17.19
2025-01-06 17:00:00,0.0,0.0,0.0,245.91,-6.11,16.2,100.0,18.8,51.67,1002.72,17.3
2025-01-06 18:00:00,0.0,0.0,0.0,254.61,-16.92,16.4,100.0,19.0,50.42,1003.92,17.37
2025-01-06 19:00:00,0.0,0.0,0.0,264.15,-29.39,15.4,81.0,19.2,49.12,1005.04,17.37
2025-01-06 20:00:00,0.0,0.0,0.0,273.6,-40.94,14.8,14.0,19.3,49.13,1006.03,16.87
2025-01-06 21:00:00,0.0,0.0,0.0,285.28,-52.32,14.2,61.0,19.4,50.43,1006.95,16.27
2025-01-07 07:00:00,0.0,0.0,0.0,120.7,1.47,10.2,0.0,17.0,52.59,1013.98,17.17
2025-01-07 08:00:00,0.0,0.0,0.0,129.2,9.21,9.9,8.0,17.8,57.45,1014.85,18.85
2025-01-07 09:00:00,0.0,0.0,0.0,141.75,17.95,9.3,0.0,19.1,58.26,1015.43,19.52
2025-01-07 10:00:00,0.0,0.0,0.0,155.11,24.0,8.9,5.0,20.2,50.54,1015.69,18.91
2025-01-07 11:00:00,0.0,0.0,0.0,169.99,27.47,10.0,5.0,20.7,48.21,1015.29,19.4
2025-01-07 12:00:00,0.0,0.0,0.0,185.75,27.89,11.8,5.0,20.4,50.31,1014.47,20.12
2025-01-07 13:00:00,0.0,0.0,0.0,201.39,25.12,13.3,57.0,20.8,44.87,1013.82,19.33
2025-01-07 14:00:00,0.0,0.0,0.0,215.16,19.65,14.6,42.0,21.4,43.37,1013.41,18.59
2025-01-07 15:00:00,0.0,0.0,0.0,227.82,11.62,16.1,2.0,20.5,49.61,1013.82,19.57
2025-01-07 16:00:00,0.0,0.0,0.0,237.22,3.6,16.2,3.0,20.4,51.85,1014.19,20.03
2025-01-07 17:00:00,0.0,0.0,0.0,246.08,-6.12,15.5,24.0,20.6,50.93,1014.56,19.68
2025-01-07 18:00:00,0.0,0.0,0.0,254.78,-16.92,15.0,93.0,21.0,52.93,1015.39,20.36
2025-01-07 19:00:00,0.0,0.0,0.0,264.34,-29.4,14.2,73.0,21.5,52.85,1015.75,20.13
2025-01-07 20:00:00,0.0,0.0,0.0,273.82,-40.94,13.4,23.0,22.0,49.01,1016.15,18.86
2025-01-07 21:00:00,0.0,0.0,0.0,285.54,-52.32,12.7,49.0,21.5,48.51,1016.62,17.93
2025-01-08 07:00:00,0.0,0.0,0.0,120.52,1.48,12.8,14.0,18.6,53.6,1014.93,18.01
2025-01-08 08:00:00,0.0,0.0,0.0,129.0,9.22,12.7,45.0,18.9,58.71,1015.0,19.43
2025-01-08 09:00:00,0.0,0.0,0.0,141.53,17.98,12.3,15.0,20.3,61.81,1014.92,19.96
2025-01-08 10:00:00,0.0,0.0,0.0,154.89,24.06,12.2,75.0,21.0,57.16,1014.37,19.2
2025-01-08 11:00:00,0.0,0.0,0.0,169.8,27.58,13.2,91.0,21.2,55.77,1013.33,19.37
2025-01-08 12:00:00,0.0,0.0,0.0,185.21,28.08,14.7,95.0,20.7,54.12,1012.53,19.6
2025-01-08 13:00:00,0.0,0.0,0.0,200.44,25.52,15.7,99.0,21.0,50.0,1012.15,18.92
2025-01-08 14:00:00,0.0,0.0,0.0,214.35,20.22,16.4,100.0,21.1,43.84,1011.67,19.03
2025-01-08 15:00:00,0.0,0.0,0.0,227.59,11.94,18.2,74.0,20.3,45.66,1011.58,19.66
2025-01-08 16:00:00,0.0,0.0,0.0,237.43,3.58,19.4,98.0,20.8,51.72,1011.09,20.43
2025-01-08 17:00:00,0.0,0.0,0.0,246.27,-6.12,19.5,100.0,21.2,47.63,1011.14,20.36
2025-01-08 18:00:00,0.0,0.0,0.0,254.96,-16.92,19.1,100.0,21.3,48.95,1011.62,20.85
2025-01-08 19:00:00,0.0,0.0,0.0,264.53,-29.4,18.3,100.0,22.1,52.8,1012.02,20.78
2025-01-08 20:00:00,0.0,0.0,0.0,274.04,-40.95,18.0,99.0,22.3,46.9,1012.34,19.61
2025-01-08 21:00:00,0.0,0.0,0.0,285.82,-52.32,17.7,82.0,21.9,43.6,1012.66,18.95
2025-01-09 07:00:00,0.0,0.0,0.0,120.33,1.48,14.6,86.0,19.6,51.64,1013.48,18.94
2025-01-09 08:00:00,0.0,0.0,0.0,128.8,9.24,14.5,95.0,20.0,52.03,1014.52,20.23
2025-01-09 09:00:00,0.0,0.0,0.0,141.31,18.01,14.4,98.0,21.3,50.71,1014.97,21.01
2025-01-09 10:00:00,0.0,0.0,0.0,154.67,24.14,14.5,87.0,21.9,50.04,1015.31,21.04
2025-01-09 11:00:00,0.0,0.0,0.0,169.58,27.69,15.3,91.0,22.1,47.76,1014.94,21.21
2025-01-09 12:00:00,0.0,0.0,0.0,185.2,28.22,16.5,42.0,22.3,47.21,1014.77,21.52
2025-01-09 13:00:00,0.0,0.0,0.0,200.49,25.66,17.7,19.0,22.2,44.9,1014.29,21.23
2025-01-09 14:00:00,0.0,0.0,0.0,214.43,20.34,18.7,13.0,22.1,43.95,1014.52,20.72
2025-01-09 15:00:00,0.0,0.0,0.0,227.46,12.23,20.7,8.0,22.1,44.92,1015.21,21.03
2025-01-09 16:00:00,0.0,0.0,0.0,237.48,3.72,21.4,1.0,22.4,44.96,1015.52,21.15
2025-01-09 17:00:00,0.0,0.0,0.0,246.46,-6.13,21.3,2.0,22.7,46.68,1016.18,20.95
2025-01-09 18:00:00,0.0,0.0,0.0,255.15,-16.92,20.8,36.0,22.4,47.37,1016.63,20.64
2025-01-09 19:00:00,0.0,0.0,0.0,264.73,-29.41,19.6,26.0,22.5,50.52,1017.26,20.88
2025-01-09 20:00:00,0.0,0.0,0.0,274.28,-40.96,18.1,68.0,22.9,51.17,1017.82,20.49
2025-01-09 21:00:00,0.0,0.0,0.0,286.11,-52.32,16.6,3.0,22.9,51.24,1017.97,20.15
2025-01-10 07:00:00,0.0,0.0,0.0,120.29,1.65,12.6,4.0,20.6,52.46,1019.3,19.41
2025-01-10 08:00:00,0.0,0.0,0.0,128.78,9.42,12.5,0.0,21.0,55.01,1019.38,20.18
2025-01-10 09:00:00,0.0,0.0,0.0,141.07,18.05,12.6,15.0,21.8,55.95,1019.41,20.72
2025-01-10 10:00:00,0.0,0.0,0.0,154.42,24.21,13.0,29.0,22.3,56.41,1019.88,20.64
2025-01-10 11:00:00,0.0,0.0,0.0,169.36,27.81,14.5,64.0,22.0,58.67,1019.26,21.35
2025-01-10 12:00:00,0.0,0.0,0.0,185.19,28.37,16.1,47.0,21.9,57.56,1018.03,21.73
2025-01-10 13:00:00,0.0,0.0,0.0,200.54,25.8,17.8,39.0,22.1,52.92,1016.86,20.97
2025-01-10 14:00:00,0.0,0.0,0.0,214.5,20.47,19.4,58.0,22.2,52.08,1016.8,20.51
2025-01-10 15:00:00,0.0,0.0,0.0,227.49,12.4,20.7,55.0,21.9,51.01,1016.6,20.25
2025-01-10 16:00:00,0.0,0.0,0.0,237.38,4.03,21.0,45.0,22.2,50.73,1016.71,20.14
2025-01-10 17:00:00,0.0,0.0,0.0,245.85,-5.15,20.8,47.0,22.5,49.97,1017.36,19.85
2025-01-10 18:00:00,0.0,0.0,0.0,254.71,-16.1,20.0,28.0,22.3,49.12,1017.59,19.65
2025-01-10 19:00:00,0.0,0.0,0.0,264.95,-29.41,18.3,19.0,22.5,48.79,1018.16,19.57
2025-01-10 20:00:00,0.0,0.0,0.0,274.53,-40.96,17.2,0.0,22.0,48.04,1018.34,19.62
2025-01-10 21:00:00,0.0,0.0,0.0,286.42,-52.31,16.5,1.0,21.9,48.18,1018.11,19.5
2025-01-11 07:00:00,0.0,0.0,0.0,119.98,1.55,16.0,100.0,20.9,50.72,1016.49,18.97
2025-01-11 08:00:00,0.0,0.0,0.0,128.4,9.3,16.3,100.0,20.9,51.19,1016.42,18.94
2025-01-11 09:00:00,0.0,0.0,0.0,140.81,18.08,16.5,100.0,20.9,52.07,1016.31,18.9
2025-01-11 10:00:00,0.0,0.0,0.0,154.17,24.29,16.7,100.0,20.8,52.71,1017.56,18.93
2025-01-11 11:00:00,0.0,0.0,0.0,169.12,27.94,17.3,100.0,20.8,53.04,1016.95,19.17
2025-01-11 12:00:00,0.0,0.0,0.0,184.83,28.55,18.8,9.0,20.8,52.71,1015.67,19.38
2025-01-11 13:00:00,0.0,0.0,0.0,200.59,25.95,20.7,25.0,20.9,51.15,1015.34,19.58
2025-01-11 14:00:00,0.0,0.0,0.0,214.58,20.61,21.7,2.0,20.9,49.12,1015.34,19.52
2025-01-11 15:00:00,0.0,0.0,0.0,227.63,12.48,23.1,11.0,21.0,47.06,1016.16,19.65
2025-01-11 16:00:00,0.0,0.0,0.0,237.62,4.01,24.2,6.0,20.9,45.98,1017.5,19.69
2025-01-11 17:00:00,0.0,0.0,0.0,246.06,-5.16,23.6,4.0,21.0,45.72,1018.34,19.59
2025-01-11 18:00:00,0.0,0.0,0.0,254.92,-16.1,22.9,2.0,21.0,45.17,1018.56,19.53
2025-01-11 19:00:00,0.0,0.0,0.0,265.18,-29.42,22.0,7.0,20.9,44.59,1018.95,19.39
2025-01-11 20:00:00,0.0,0.0,0.0,274.79,-40.97,21.0,5.0,20.8,45.13,1019.2,19.38
2025-01-11 21:00:00,0.0,0.0,0.0,286.75,-52.31,19.0,73.0,20.8,45.48,1019.53,19.3
2025-01-12 07:00:00,0.0,0.0,0.0,119.87,1.67,12.6,14.0,19.6,36.05,1019.84,17.88
2025-01-12 08:00:00,0.0,0.0,0.0,128.59,9.66,12.5,5.0,19.4,36.31,1020.15,17.86
2025-01-12 09:00:00,0.0,0.0,0.0,141.39,18.6,12.3,3.0,19.3,36.38,1019.73,17.97
2025-01-12 10:00:00,0.0,0.0,0.0,154.87,24.71,12.1,3.0,19.3,35.87,1020.27,18.1
2025-01-12 11:00:00,0.0,0.0,0.0,169.92,28.21,13.9,19.0,19.4,35.22,1019.91,18.2
2025-01-12 12:00:00,0.0,0.0,0.0,185.3,28.69,15.1,24.0,19.4,35.53,1018.89,18.31
2025-01-12 13:00:00,0.0,0.0,0.0,200.64,26.11,15.7,7.0,19.4,36.07,1018.41,18.43
2025-01-12 14:00:00,0.0,0.0,0.0,214.66,20.75,16.4,0.0,19.5,36.96,1018.64,18.49
2025-01-12 15:00:00,0.0,0.0,0.0,227.49,12.8,18.6,0.0,19.7,37.65,1019.07,18.55
2025-01-12 16:00:00,0.0,0.0,0.0,237.55,4.3,18.3,14.0,19.7,38.08,1019.71,18.59
2025-01-12 17:00:00,0.0,0.0,0.0,246.28,-5.16,16.9,1.0,19.8,38.64,1020.83,18.57
2025-01-12 18:00:00,0.0,0.0,0.0,255.13,-16.11,15.7,1.0,19.7,39.35,1021.53,18.58
2025-01-12 19:00:00,0.0,0.0,0.0,265.41,-29.43,14.9,0.0,19.8,39.94,1022.38,18.59
2025-01-12 20:00:00,0.0,0.0,0.0,275.07,-40.97,13.7,0.0,19.8,40.87,1022.9,18.58
2025-01-12 21:00:00,0.0,0.0,0.0,287.09,-52.3,12.7,11.0,19.9,41.4,1023.35,18.58
2025-01-13 07:00:00,0.0,0.0,0.0,119.64,1.67,6.0,4.0,19.1,40.04,1023.29,17.42
2025-01-13 08:00:00,0.0,0.0,0.0,128.34,9.68,5.9,11.0,19.2,44.0,1023.58,19.47
2025-01-13 09:00:00,0.0,0.0,0.0,141.12,18.65,5.7,4.0,20.1,42.17,1023.81,19.7
2025-01-13 10:00:00,0.0,0.0,0.0,154.6,24.8,5.7,0.0,20.7,40.15,1023.89,19.9
2025-01-13 11:00:00,0.0,0.0,0.0,169.67,28.35,7.2,0.0,20.9,37.5,1023.13,20.3
2025-01-13 12:00:00,0.0,0.0,0.0,185.29,28.86,9.9,0.0,20.9,35.97,1022.43,20.03
2025-01-13 13:00:00,0.0,0.0,0.0,200.7,26.27,12.1,0.0,21.2,35.35,1021.86,19.67
2025-01-13 14:00:00,0.0,0.0,0.0,214.75,20.9,13.3,0.0,20.7,34.75,1021.35,19.06
2025-01-13 15:00:00,0.0,0.0,0.0,227.63,12.91,14.2,0.0,21.0,35.5,1021.77,19.7
2025-01-13 16:00:00,0.0,0.0,0.0,237.66,4.44,14.1,0.0,21.5,34.03,1022.41,20.14
2025-01-13 17:00:00,0.0,0.0,0.0,246.19,-4.76,13.6,0.0,21.6,33.86,1023.02,20.26
2025-01-13 18:00:00,0.0,0.0,0.0,255.36,-16.11,12.6,0.0,20.9,34.21,1023.64,20.94
2025-01-13 19:00:00,0.0,0.0,0.0,265.66,-29.43,11.5,0.0,21.1,34.08,1024.22,21.22
2025-01-13 20:00:00,0.0,0.0,0.0,275.35,-40.98,11.0,0.0,21.4,34.76,1025.01,20.45
2025-01-13 21:00:00,0.0,0.0,0.0,287.44,-52.3,10.5,0.0,21.4,35.48,1025.48,19.67
2025-01-14 07:00:00,0.0,0.0,0.0,119.4,1.68,3.7,0.0,19.1,36.7,1026.28,18.4
2025-01-14 08:00:00,0.0,0.0,0.0,128.09,9.69,3.3,0.0,19.5,40.68,1026.69,19.5
2025-01-14 09:00:00,0.0,0.0,0.0,140.83,18.69,3.2,0.0,20.6,36.58,1027.0,19.78
2025-01-14 10:00:00,0.0,0.0,0.0,154.32,24.89,3.4,0.0,21.2,35.67,1026.89,19.85
2025-01-14 11:00:00,0.0,0.0,0.0,169.41,28.49,5.6,0.0,21.5,39.02,1026.24,20.9
2025-01-14 12:00:00,0.0,0.0,0.0,185.27,29.04,8.8,0.0,21.7,34.43,1025.35,21.27
2025-01-14 13:00:00,0.0,0.0,0.0,200.76,26.44,11.3,0.0,21.7,30.03,1024.29,20.29
2025-01-14 14:00:00,0.0,0.0,0.0,214.84,21.06,12.5,0.0,21.4,29.57,1023.63,19.33
2025-01-14 15:00:00,0.0,0.0,0.0,227.47,13.26,12.9,0.0,21.0,32.7,1023.9,19.97
2025-01-14 16:00:00,0.0,0.0,0.0,237.76,4.58,12.9,0.0,21.4,31.14,1023.9,20.39
2025-01-14 17:00:00,0.0,0.0,0.0,246.43,-4.77,12.7,0.0,21.6,33.62,1024.19,20.27
2025-01-14 18:00:00,0.0,0.0,0.0,255.59,-16.11,12.1,0.0,21.6,37.98,1024.75,20.82
2025-01-14 19:00:00,0.0,0.0,0.0,265.91,-29.44,10.5,0.0,22.2,40.08,1025.04,21.07
2025-01-14 20:00:00,0.0,0.0,0.0,275.65,-40.99,9.5,0.0,21.8,37.9,1025.25,20.18
2025-01-14 21:00:00,0.0,0.0,0.0,287.81,-52.29,8.9,0.0,21.8,37.47,1025.53,19.26
2025-01-15 07:00:00,0.0,0.0,0.0,119.15,1.69,2.2,0.0,19.2,34.81,1023.63,18.21
2025-01-15 08:00:00,0.0,0.0,0.0,127.83,9.71,2.0,0.0,19.4,39.45,1023.9,19.55
2025-01-15 09:00:00,0.0,0.0,0.0,140.54,18.73,1.7,0.0,20.6,42.19,1023.6,20.09
2025-01-15 10:00:00,0.0,0.0,0.0,154.02,24.98,2.2,0.0,21.4,36.05,1023.73,19.85
2025-01-15 11:00:00,0.0,0.0,0.0,169.14,28.64,4.4,0.0,21.9,32.99,1022.78,20.13
2025-01-15 12:00:00,0.0,0.0,0.0,185.26,29.22,7.5,0.0,22.1,30.39,1021.47,20.37
2025-01-15 13:00:00,0.0,0.0,0.0,200.82,26.62,10.5,0.0,22.8,27.7,1020.07,19.93
2025-01-15 14:00:00,0.0,0.0,0.0,214.94,21.22,12.2,0.0,22.7,26.87,1019.14,19.12
2025-01-15 15:00:00,0.0,0.0,0.0,227.56,13.43,13.7,12.0,21.8,27.31,1018.75,19.33
2025-01-15 16:00:00,0.0,0.0,0.0,237.71,4.87,14.1,0.0,21.8,29.51,1018.6,19.57
2025-01-15 17:00:00,0.0,0.0,0.0,246.38,-4.4,14.1,51.0,21.7,34.71,1018.47,19.8
2025-01-15 18:00:00,0.0,0.0,0.0,255.84,-16.12,13.7,55.0,21.8,37.87,1018.42,20.29
2025-01-15 19:00:00,0.0,0.0,0.0,266.18,-29.45,11.6,84.0,22.6,40.96,1018.37,20.43
2025-01-15 20:00:00,0.0,0.0,0.0,275.96,-41.0,10.7,86.0,22.1,40.9,1017.98,19.84
2025-01-15 21:00:00,0.0,0.0,0.0,288.19,-52.29,9.8,45.0,22.0,40.16,1017.57,18.93
2025-01-16 07:00:00,0.0,0.0,0.0,118.9,1.7,3.1,0.0,19.5,32.55,1019.57,17.76
2025-01-16 08:00:00,0.0,0.0,0.0,127.55,9.73,4.1,2.0,19.7,36.62,1020.02,19.2
2025-01-16 09:00:00,0.0,0.0,0.0,140.24,18.78,5.5,33.0,20.8,39.43,1020.5,19.91
2025-01-16 10:00:00,0.0,0.0,0.0,153.72,25.08,7.5,0.0,21.7,40.12,1020.43,19.39
2025-01-16 11:00:00,0.0,0.0,0.0,168.86,28.79,9.8,2.0,21.8,44.25,1019.85,20.29
2025-01-16 12:00:00,0.0,0.0,0.0,184.88,29.43,11.7,5.0,21.8,44.29,1019.07,20.53
2025-01-16 13:00:00,0.0,0.0,0.0,200.89,26.8,12.7,23.0,22.2,42.37,1018.42,20.23
2025-01-16 14:00:00,0.0,0.0,0.0,215.04,21.39,12.8,31.0,22.3,38.73,1018.2,19.32
2025-01-16 15:00:00,0.0,0.0,0.0,227.7,13.56,12.9,34.0,22.0,44.74,1018.62,19.53
2025-01-16 16:00:00,0.0,0.0,0.0,238.01,4.85,12.6,19.0,22.5,46.47,1019.64,19.86
2025-01-16 17:00:00,0.0,0.0,0.0,246.64,-4.41,11.5,52.0,23.0,47.21,1021.09,20.03
2025-01-16 18:00:00,0.0,0.0,0.0,256.09,-16.12,9.8,92.0,23.1,45.83,1021.58,20.67
2025-01-16 19:00:00,0.0,0.0,0.0,266.45,-29.46,8.7,100.0,23.3,45.86,1022.11,20.17
2025-01-16 20:00:00,0.0,0.0,0.0,276.27,-41.0,9.1,98.0,23.5,45.57,1021.82,19.01
2025-01-16 21:00:00,0.0,0.0,0.0,288.58,-52.27,8.9,100.0,23.0,45.67,1021.99,18.44
2025-01-17 07:00:00,0.0,0.0,0.0,118.8,1.87,9.0,92.0,19.9,48.49,1022.84,17.72
2025-01-17 08:00:00,0.0,0.0,0.0,127.47,9.92,9.1,50.0,20.1,51.71,1023.58,18.49
2025-01-17 09:00:00,0.0,0.0,0.0,139.93,18.83,9.3,57.0,21.3,52.54,1023.98,19.37
2025-01-17 10:00:00,0.0,0.0,0.0,153.41,25.18,9.7,86.0,22.1,52.73,1024.22,19.63
2025-01-17 11:00:00,0.0,0.0,0.0,168.57,28.95,9.8,93.0,22.0,54.73,1023.6,20.54
2025-01-17 12:00:00,0.0,0.0,0.0,184.85,29.62,10.1,99.0,21.6,56.11,1023.04,21.06
2025-01-17 13:00:00,0.0,0.0,0.0,200.96,26.98,10.2,100.0,22.3,66.56,1022.53,21.39
2025-01-17 14:00:00,1338.0,90.0,90.0,215.14,21.56,10.9,94.0,22.8,48.38,1022.43,19.76
2025-01-17 15:00:00,2404.0,0.0,0.0,227.51,13.96,11.8,95.0,22.4,46.41,1022.61,19.63
2025-01-17 16:00:00,0.0,0.0,0.0,237.97,5.15,12.5,100.0,22.1,45.45,1022.81,19.84
2025-01-17 17:00:00,0.0,0.0,0.0,246.64,-4.08,12.3,97.0,22.3,44.85,1023.11,19.92
2025-01-17 18:00:00,0.0,0.0,0.0,256.35,-16.12,12.0,82.0,22.4,44.38,1023.48,19.98
2025-01-17 19:00:00,85.0,0.0,0.0,266.74,-29.46,11.9,86.0,23.1,43.68,1023.55,20.13
2025-01-17 20:00:00,0.0,0.0,0.0,276.6,-41.0,11.6,87.0,23.3,44.2,1023.5,19.48
2025-01-17 21:00:00,0.0,0.0,0.0,288.99,-52.26,11.7,53.0,23.2,45.01,1023.62,18.85
2025-01-18 07:00:00,0.0,0.0,0.0,118.53,1.88,5.8,9.0,20.3,41.69,1021.32,16.59
2025-01-18 08:00:00,0.0,0.0,0.0,127.17,9.94,5.8,0.0,20.1,41.13,1021.33,16.35
2025-01-18 09:00:00,0.0,0.0,0.0,139.6,18.87,5.8,0.0,20.0,40.5,1021.58,16.13
2025-01-18 10:00:00,0.0,0.0,0.0,153.08,25.28,6.0,0.0,19.9,40.53,1021.29,16.14
2025-01-18 11:00:00,0.0,0.0,0.0,168.26,29.11,7.9,10.0,19.7,40.59,1020.34,16.25
2025-01-18 12:00:00,0.0,0.0,0.0,184.28,29.87,10.8,58.0,19.6,40.57,1019.37,16.41
2025-01-18 13:00:00,0.0,0.0,0.0,200.02,27.45,13.5,93.0,19.6,40.63,1018.37,16.47
2025-01-18 14:00:00,0.0,0.0,0.0,214.36,22.18,15.2,97.0,19.5,40.8,1018.43,16.53
2025-01-18 15:00:00,0.0,0.0,0.0,226.87,14.68,15.9,92.0,19.5,40.87,1018.1,16.61
2025-01-18 16:00:00,0.0,0.0,0.0,237.95,5.45,15.8,98.0,19.4,41.12,1018.13,16.62
2025-01-18 17:00:00,0.0,0.0,0.0,246.66,-3.78,15.2,100.0,19.4,41.33,1018.42,16.61
2025-01-18 18:00:00,0.0,0.0,0.0,255.74,-14.99,14.0,100.0,19.3,41.67,1018.67,16.58
2025-01-18 19:00:00,0.0,0.0,0.0,264.0,-25.62,11.9,99.0,19.3,42.26,1018.8,16.57
2025-01-18 20:00:00,0.0,0.0,0.0,273.46,-37.17,10.7,54.0,19.2,42.86,1018.63,16.5
2025-01-18 21:00:00,0.0,0.0,0.0,284.81,-48.57,10.3,88.0,19.2,43.39,1018.84,16.39
2025-01-19 07:00:00,0.0,0.0,0.0,118.25,1.89,4.9,100.0,18.5,41.89,1017.0,15.71
2025-01-19 08:00:00,0.0,0.0,0.0,127.18,10.2,4.5,100.0,18.4,41.62,1017.28,15.62
2025-01-19 09:00:00,0.0,0.0,0.0,140.11,19.42,4.0,100.0,18.3,41.45,1017.53,15.52
2025-01-19 10:00:00,0.0,0.0,0.0,153.72,25.73,4.0,88.0,18.2,41.39,1017.44,15.45
2025-01-19 11:00:00,0.0,0.0,0.0,169.01,29.43,6.1,25.0,18.1,41.19,1016.76,15.42
2025-01-19 12:00:00,0.0,0.0,0.0,184.8,30.07,9.0,86.0,18.1,41.02,1015.99,15.47
2025-01-19 13:00:00,0.0,0.0,0.0,200.08,27.65,11.6,25.0,18.1,41.04,1014.91,15.51
2025-01-19 14:00:00,0.0,0.0,0.0,214.46,22.36,13.2,4.0,18.0,41.06,1014.23,15.51
2025-01-19 15:00:00,0.0,0.0,0.0,227.0,14.85,14.4,0.0,18.0,41.16,1014.4,15.55
2025-01-19 16:00:00,0.0,0.0,0.0,238.1,5.59,14.8,0.0,18.0,41.28,1014.71,15.56
2025-01-19 17:00:00,0.0,0.0,0.0,246.57,-3.32,14.8,0.0,18.0,41.55,1015.27,15.55
2025-01-19 18:00:00,0.0,0.0,0.0,255.41,-14.22,14.2,0.0,17.9,41.99,1015.36,15.5
2025-01-19 19:00:00,0.0,0.0,0.0,264.29,-25.63,12.3,0.0,17.9,42.58,1015.55,15.48
2025-01-19 20:00:00,0.0,0.0,0.0,273.79,-37.18,11.2,17.0,17.8,43.22,1015.52,15.47
2025-01-19 21:00:00,0.0,0.0,0.0,285.22,-48.56,10.4,91.0,17.8,43.67,1015.58,15.39
2025-01-20 07:00:00,2129.0,10257.0,10257.0,117.96,1.9,7.1,28.0,17.3,48.34,1013.77,16.79
2025-01-20 08:00:00,65.0,18000.0,18000.0,126.86,10.22,7.1,40.0,17.6,50.53,1013.69,18.7
2025-01-20 09:00:00,759.0,18000.0,18000.0,139.77,19.47,6.8,45.0,19.1,48.57,1013.84,18.99
2025-01-20 10:00:00,1838.0,18000.0,18000.0,153.38,25.84,6.9,99.0,20.0,48.12,1014.38,19.13
2025-01-20 11:00:00,215.0,18000.0,18000.0,168.69,29.61,8.4,93.0,20.1,51.08,1013.86,19.99
2025-01-20 12:00:00,576.0,18000.0,18000.0,184.42,30.3,10.4,93.0,20.5,50.23,1012.94,20.09
2025-01-20 13:00:00,182.0,18000.0,18000.0,200.16,27.85,12.7,64.0,20.4,47.75,1011.99,19.71
2025-01-20 14:00:00,167.0,18000.0,18000.0,214.57,22.55,14.8,100.0,20.6,47.02,1011.66,19.21
2025-01-20 15:00:00,3277.0,18000.0,18000.0,227.14,15.02,14.8,100.0,20.7,48.89,1011.59,19.54
