entity_id,time,valor_medio
sensor.sensor_puerta_1_device_temperature,2025-02-09 13:30:00,20.0
sensor.sensor_puerta_1_device_temperature,2025-02-09 17:00:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-02-09 18:30:00,20.0
sensor.sensor_puerta_1_device_temperature,2025-02-09 19:30:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-02-09 20:30:00,20.0
sensor.sensor_puerta_1_device_temperature,2025-02-09 21:00:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-02-10 06:30:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-02-10 10:30:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-10 14:30:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-11 07:30:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-11 13:30:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-11 16:30:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-11 20:30:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-11 22:00:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-12 07:30:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-12 15:30:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-12 20:30:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-12 22:00:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-13 07:00:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-13 11:00:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-13 15:30:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-13 17:00:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-13 21:30:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-13 23:00:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-14 00:00:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-14 00:30:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-14 14:00:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-14 18:00:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-14 19:00:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-14 21:00:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-14 21:30:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-14 22:30:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-15 02:30:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-15 06:00:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-15 07:00:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-15 14:30:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-15 15:00:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-17 14:00:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-17 15:30:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-17 21:30:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-18 00:30:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-18 01:30:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-18 02:30:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-18 13:30:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-18 18:00:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-18 22:00:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-18 23:00:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-19 01:30:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-19 03:00:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-19 04:00:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-19 05:30:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-19 07:00:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-19 08:30:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-19 12:30:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-19 14:30:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-20 00:30:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-20 01:30:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-20 03:00:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-20 05:30:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-20 08:30:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-20 15:30:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-21 01:30:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-21 03:30:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-21 04:00:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-21 05:00:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-21 06:00:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-21 06:30:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-22 01:00:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-22 06:00:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-22 07:00:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-22 07:30:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-22 08:30:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-22 09:30:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-22 10:00:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-22 17:30:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-22 18:30:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-24 14:00:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-24 15:30:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-24 20:30:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-24 21:00:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-24 22:00:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-24 23:00:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-24 23:30:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-25 12:30:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-25 14:00:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-25 17:30:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-25 22:00:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-26 00:00:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-26 13:30:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-26 16:00:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-26 21:30:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-26 22:00:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-27 16:30:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-27 20:00:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-27 20:30:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-27 21:30:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-27 22:00:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-27 23:00:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-28 09:30:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-28 14:00:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-28 17:00:00,23.0
sensor.sensor_puerta_1_device_temperature,2025-02-28 20:00:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-28 20:30:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-02-28 21:30:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-02-28 22:30:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-03-01 18:30:00,20.0
sensor.sensor_puerta_1_device_temperature,2025-03-01 20:00:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-03-01 21:00:00,20.0
sensor.sensor_puerta_1_device_temperature,2025-03-01 22:00:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-03-01 23:30:00,20.0
sensor.sensor_puerta_1_device_temperature,2025-03-02 01:00:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-03-02 02:00:00,20.0
sensor.sensor_puerta_1_device_temperature,2025-03-02 05:30:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-03-02 06:00:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-03-02 07:00:00,20.0
sensor.sensor_puerta_1_device_temperature,2025-03-02 08:00:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-03-02 09:30:00,20.0
sensor.sensor_puerta_1_device_temperature,2025-03-02 10:30:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-03-02 18:00:00,18.0
sensor.sensor_puerta_1_device_temperature,2025-03-02 19:30:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-03-02 21:00:00,18.0
sensor.sensor_puerta_1_device_temperature,2025-03-02 22:00:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-03-02 23:00:00,18.0
sensor.sensor_puerta_1_device_temperature,2025-03-02 23:30:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-03-03 00:30:00,18.0
sensor.sensor_puerta_1_device_temperature,2025-03-03 06:30:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-03-03 07:30:00,20.0
sensor.sensor_puerta_1_device_temperature,2025-03-03 08:30:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-03-03 16:30:00,22.0
sensor.sensor_puerta_1_device_temperature,2025-03-03 17:30:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-03-03 23:30:00,20.0
sensor.sensor_puerta_1_device_temperature,2025-03-04 01:30:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-03-04 02:00:00,20.0
sensor.sensor_puerta_1_device_temperature,2025-03-04 06:30:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-03-04 07:00:00,20.0
sensor.sensor_puerta_1_device_temperature,2025-03-04 08:00:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-03-04 14:00:00,18.0
sensor.sensor_puerta_1_device_temperature,2025-03-04 14:30:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-03-04 17:00:00,18.0
sensor.sensor_puerta_1_device_temperature,2025-03-04 19:30:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-03-04 20:30:00,18.0
sensor.sensor_puerta_1_device_temperature,2025-03-04 23:00:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-03-05 00:00:00,18.0
sensor.sensor_puerta_1_device_temperature,2025-03-05 01:30:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-03-05 02:30:00,18.0
sensor.sensor_puerta_1_device_temperature,2025-03-05 05:00:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-03-05 05:30:00,18.0
sensor.sensor_puerta_1_device_temperature,2025-03-05 06:30:00,19.0
