time,sensor.sensor_temperatura_1_humidity,sensor.sensor_temperatura_1_pressure,sensor.sensor_temperatura_1_temperature,sensor.sensor_temperatura_2_humidity,sensor.sensor_temperatura_2_pressure,sensor.sensor_temperatura_2_temperature,sensor.sensor_temperatura_3_humidity,sensor.sensor_temperatura_3_pressure,sensor.sensor_temperatura_3_temperature,sensor.sensor_temperatura_4_humidity,sensor.sensor_temperatura_4_pressure,sensor.sensor_temperatura_4_temperature, sensor_ventana_2 Puerta,sensor_puerta_1 Puerta,sensor_ventana_1 Puerta,sensor_ventana_11 Puerta,sensor_ventana_12 Puerta,sensor_ventana_3 Puerta,sensor_ventana_4 Puerta,sensor_ventana_5 Puerta,sensor_ventana_6 Puerta,sensor_ventana_7 Puerta,sensor_ventana_8 Puerta,sensor_ventana_9 Puerta,azimuth_mean,elevation_mean,temperature_mean,cloud_coverage_mean
2024-12-10 18:00:00,46.44,1013.5,21.15,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.46,-23.01,,
2024-12-10 19:00:00,48.02,1012.5,21.28,48.57,1013.75,21.09,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.24,-30.6,,
2024-12-10 20:00:00,47.7,1014.2,20.53,48.55,1014.0,20.4,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.64,-42.09,,
2024-12-10 21:00:00,46.3,1014.6,19.74,46.75,1014.2,19.59,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.41,-53.48,,
2024-12-10 22:00:00,45.78,1014.6,19.51,46.35,1014.43,19.2,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.03,-64.02,,
2024-12-10 23:00:00,45.45,1014.2,19.24,46.0,1014.4,19.05,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.84,-72.16,,
2024-12-11 00:00:00,45.3,1014.4,19.09,45.97,1014.05,18.82,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.55,-71.2,,
2024-12-11 01:00:00,45.25,1014.4,18.86,46.34,1013.95,18.49,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.16,-63.06,,
2024-12-11 02:00:00,45.42,1013.9,18.76,46.65,1013.8,18.3,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.95,-52.39,,
2024-12-11 03:00:00,45.47,1013.9,18.7,46.83,1013.7,18.17,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.39,-40.97,,
2024-12-11 04:00:00,45.54,1013.9,18.6,47.15,1013.7,17.99,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.71,-29.43,,
2024-12-11 05:00:00,45.66,1014.2,18.58,47.08,1013.9,18.1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.17,-16.99,,
2024-12-11 06:00:00,45.96,1013.77,18.4,47.1,1014.0,17.99,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.25,-6.93,,
2024-12-11 07:00:00,51.23,1013.77,19.48,50.87,1014.4,19.14,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.93,2.68,,
2024-12-11 08:00:00,56.99,1015.33,21.06,55.78,1014.73,21.09,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.9,10.43,,
2024-12-11 09:00:00,58.04,1015.4,21.16,55.98,1015.15,21.58,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.64,18.67,,
2024-12-11 10:00:00,52.73,1015.58,20.65,52.9,1015.6,21.06,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.21,24.19,,
2024-12-11 11:00:00,49.25,1015.55,20.53,48.6,1015.17,20.71,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.61,27.08,,
2024-12-11 12:00:00,46.92,1014.58,20.51,46.49,1014.3,20.72,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.19,26.8,,
2024-12-11 13:00:00,42.42,1014.2,19.92,42.37,1013.7,19.47,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.96,23.5,,
2024-12-11 14:00:00,42.32,1013.35,19.4,43.04,1013.8,18.94,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.28,17.62,,
2024-12-11 15:00:00,45.09,1013.35,20.03,45.87,1013.95,19.72,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.76,9.09,,
2024-12-11 16:00:00,43.32,1014.6,20.58,44.76,1014.15,20.2,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.3,1.41,,
2024-12-11 17:00:00,43.5,1014.6,20.3,44.71,1014.43,19.93,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.62,-9.25,,
2024-12-11 18:00:00,44.92,1015.9,20.88,45.56,1014.83,20.49,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.4,-20.42,,
2024-12-11 19:00:00,48.43,1015.2,21.66,48.46,1014.85,21.31,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.15,-33.2,,
2024-12-11 20:00:00,47.62,1015.4,21.03,47.76,1015.2,20.9,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.93,-44.75,,
2024-12-11 21:00:00,46.06,1015.47,19.96,46.59,1015.32,19.6,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.58,-56.03,,
2024-12-11 22:00:00,45.26,1015.47,19.6,46.64,1015.45,18.76,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.46,-66.19,,
2024-12-11 23:00:00,44.96,1015.4,19.27,46.08,1015.15,18.56,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.31,-72.7,,
2024-12-12 00:00:00,44.46,1015.2,19.12,45.53,1015.0,18.43,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.64,-71.26,,
2024-12-12 01:00:00,44.23,1015.2,18.9,45.75,1015.07,18.06,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.29,-63.12,,
2024-12-12 02:00:00,44.13,1015.2,18.7,46.25,1015.05,17.68,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.05,-52.43,,
2024-12-12 03:00:00,43.93,1015.2,18.55,46.01,1015.07,17.75,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.47,-41.01,,
2024-12-12 04:00:00,43.88,1015.05,18.53,46.01,1015.07,17.76,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.78,-29.47,,
2024-12-12 05:00:00,43.64,1015.2,18.39,45.27,1015.07,17.8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.6,-17.85,,
2024-12-12 06:00:00,43.61,1015.6,18.3,45.22,1015.47,17.79,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.8,-7.59,,
2024-12-12 07:00:00,47.03,1015.85,18.93,47.59,1015.58,18.57,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.03,2.67,,
2024-12-12 08:00:00,49.44,1016.1,20.41,49.02,1015.85,20.15,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.02,10.43,,
2024-12-12 09:00:00,42.79,1016.1,19.92,45.01,1016.08,18.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.76,18.65,,
2024-12-12 10:00:00,43.21,1015.9,19.61,46.76,1015.95,18.69,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.33,24.15,,
2024-12-12 11:00:00,47.15,1015.75,20.39,48.26,1015.35,20.41,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.71,27.01,,
2024-12-12 12:00:00,50.86,1014.9,21.05,49.67,1014.9,21.26,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.18,26.73,,
2024-12-12 13:00:00,51.78,1014.75,20.97,51.09,1014.45,21.23,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.94,23.43,,
2024-12-12 14:00:00,49.7,1014.75,20.3,48.51,1014.22,20.05,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.24,17.56,,
2024-12-12 15:00:00,49.08,1014.4,20.14,49.59,1014.22,20.1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.66,9.08,,
2024-12-12 16:00:00,48.86,1014.4,20.2,49.01,1014.33,20.34,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.19,1.42,,
2024-12-12 17:00:00,51.21,1015.33,20.54,51.04,1014.75,20.41,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.52,-9.25,,
2024-12-12 18:00:00,50.67,1015.33,20.84,50.39,1015.1,20.96,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.3,-20.42,,
2024-12-12 19:00:00,49.41,1015.33,21.1,49.3,1015.35,21.06,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.04,-33.19,,
2024-12-12 20:00:00,49.64,1015.47,20.3,49.55,1015.25,20.37,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.81,-44.74,,
2024-12-12 21:00:00,49.86,1016.03,19.7,49.86,1015.75,19.72,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.42,-56.03,,
2024-12-12 22:00:00,49.77,1016.4,19.52,49.85,1016.05,19.52,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.24,-66.21,,
2024-12-12 23:00:00,49.62,1016.45,19.26,49.73,1016.05,19.15,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.15,-72.75,,
2024-12-13 00:00:00,49.5,1016.45,19.14,49.89,1015.85,18.82,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.74,-71.33,,
2024-12-13 01:00:00,49.27,1016.45,18.98,49.99,1016.0,18.53,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.4,-63.16,,
2024-12-13 02:00:00,49.0,1016.45,18.83,49.9,1016.05,18.48,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.15,-52.47,,
2024-12-13 03:00:00,48.42,1016.45,18.65,50.13,1016.1,18.17,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.55,-41.04,,
2024-12-13 04:00:00,48.24,1016.45,18.56,49.91,1016.1,17.97,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.85,-29.5,,
2024-12-13 05:00:00,47.92,1016.6,18.53,49.43,1016.35,18.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.68,-17.86,,
2024-12-13 06:00:00,47.95,1016.9,18.47,49.1,1016.45,17.99,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.89,-7.59,,
2024-12-13 07:00:00,49.34,1017.45,19.27,50.33,1017.24,18.6,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.12,2.67,,
2024-12-13 08:00:00,49.29,1018.73,20.25,49.43,1018.08,20.07,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.12,10.42,,
2024-12-13 09:00:00,49.35,1018.8,20.43,49.57,1018.6,20.3,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.87,18.63,,
2024-12-13 10:00:00,47.62,1018.8,20.62,49.42,1018.65,20.56,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.43,24.11,,
2024-12-13 11:00:00,49.92,1018.5,21.0,50.17,1018.18,21.13,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.79,26.95,,
2024-12-13 12:00:00,51.85,1018.27,20.91,50.22,1017.6,21.26,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.17,26.66,,
2024-12-13 13:00:00,51.08,1018.27,20.34,50.37,1017.4,20.37,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.91,23.37,,
2024-12-13 14:00:00,51.2,1018.27,19.82,50.6,1017.3,19.85,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.2,17.5,,
2024-12-13 15:00:00,50.98,1017.9,19.62,50.86,1017.73,19.6,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.58,9.07,,
2024-12-13 16:00:00,51.14,1018.63,19.4,51.34,1018.4,19.36,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.09,1.42,,
2024-12-13 17:00:00,51.51,1019.3,19.31,51.89,1019.02,19.18,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.44,-9.24,,
2024-12-13 18:00:00,52.0,1019.73,19.19,52.3,1019.23,19.09,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.21,-20.42,,
2024-12-13 19:00:00,52.07,1019.8,19.18,52.64,1019.96,19.02,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.95,-33.19,,
2024-12-13 20:00:00,52.08,1021.7,19.14,52.59,1020.73,18.93,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.7,-44.74,,
2024-12-13 21:00:00,51.96,1021.3,19.04,52.86,1021.2,18.56,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.29,-56.03,,
2024-12-13 22:00:00,51.49,1021.85,18.94,53.17,1021.73,18.12,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.06,-66.23,,
2024-12-13 23:00:00,51.14,1021.85,18.83,52.52,1021.9,18.18,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.01,-72.8,,
2024-12-14 00:00:00,50.72,1022.4,18.78,52.01,1022.1,17.7,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.81,-71.38,,
2024-12-14 01:00:00,49.28,1022.0,18.63,51.4,1021.85,17.64,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,-63.2,,
2024-12-14 02:00:00,48.67,1022.0,18.58,50.78,1022.05,17.57,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.23,-52.51,,
2024-12-14 03:00:00,48.16,1022.0,18.49,49.52,1022.0,17.83,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.62,-41.08,,
2024-12-14 04:00:00,47.37,1022.6,18.34,49.44,1022.0,17.51,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.9,-29.54,,
2024-12-14 05:00:00,46.18,1022.85,18.15,49.54,1022.63,16.94,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.75,-17.87,,
2024-12-14 06:00:00,45.75,1023.55,18.13,49.08,1023.27,16.74,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.97,-7.6,,
2024-12-14 07:00:00,45.24,1024.0,17.98,48.34,1023.83,16.78,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.03,2.51,,
2024-12-14 08:00:00,44.12,1024.73,17.86,48.49,1024.37,16.2,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.99,10.24,,
2024-12-14 09:00:00,43.15,1025.4,17.75,47.8,1025.05,15.94,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.97,18.62,,
2024-12-14 10:00:00,42.75,1025.6,17.68,46.79,1024.78,16.02,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.53,24.08,,
2024-12-14 11:00:00,41.79,1023.93,17.64,45.35,1024.23,16.1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.4,26.88,,
2024-12-14 12:00:00,41.17,1023.7,17.68,44.63,1023.65,16.39,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.15,26.72,,
2024-12-14 13:00:00,41.31,1023.4,17.68,43.96,1023.25,16.61,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.95,23.62,,
2024-12-14 14:00:00,40.9,1023.4,17.67,43.45,1023.25,16.66,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.34,17.91,,
2024-12-14 15:00:00,40.66,1023.4,17.65,43.41,1023.35,16.83,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.23,9.26,,
2024-12-14 16:00:00,41.22,1023.2,17.65,43.62,1023.73,16.89,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.01,1.43,,
2024-12-14 17:00:00,41.8,1024.38,17.64,43.96,1024.35,16.9,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.36,-9.24,,
2024-12-14 18:00:00,42.23,1025.32,17.64,44.42,1024.95,16.96,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.14,-20.41,,
2024-12-14 19:00:00,42.77,1025.7,17.59,44.79,1025.45,16.88,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.87,-33.18,,
2024-12-14 20:00:00,43.01,1026.1,17.54,45.11,1025.95,16.68,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.6,-44.73,,
2024-12-14 21:00:00,42.58,1026.6,17.43,45.45,1026.45,16.3,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.16,-56.03,,
2024-12-14 22:00:00,40.97,1026.6,17.22,45.2,1026.85,15.69,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.89,-66.24,,
2024-12-14 23:00:00,39.94,1026.45,17.08,44.86,1026.9,15.15,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.89,-72.84,,
2024-12-15 00:00:00,39.4,1026.6,17.01,44.37,1026.4,14.99,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.88,-71.43,,
2024-12-15 01:00:00,39.01,1026.6,16.78,44.16,1026.3,14.8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.58,-63.24,,
2024-12-15 02:00:00,38.93,1026.53,16.77,43.93,1026.2,14.71,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.3,-52.54,,
2024-12-15 03:00:00,38.72,1025.7,16.63,43.76,1025.66,14.61,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.68,-41.1,,
2024-12-15 04:00:00,38.63,1025.7,16.51,43.87,1025.66,14.4,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.95,-29.57,,
2024-12-15 05:00:00,38.74,1026.25,16.53,43.66,1026.17,14.48,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.81,-17.88,,
2024-12-15 06:00:00,38.89,1026.45,16.53,43.64,1026.77,14.76,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.62,-8.08,,
2024-12-15 07:00:00,39.48,1027.95,16.57,43.37,1027.46,15.13,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.91,2.3,,
2024-12-15 08:00:00,39.77,1028.25,16.55,43.61,1028.35,15.06,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.06,10.23,,
2024-12-15 09:00:00,40.15,1029.13,16.54,43.69,1029.15,15.26,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.05,18.6,,
2024-12-15 10:00:00,40.42,1029.65,16.49,43.82,1029.33,15.23,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.61,24.05,,
2024-12-15 11:00:00,40.48,1028.77,16.5,43.46,1028.65,15.34,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.47,26.83,,
2024-12-15 12:00:00,40.07,1028.8,16.47,42.71,1027.95,15.48,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.14,26.67,,
2024-12-15 13:00:00,40.08,1028.8,16.5,43.0,1027.95,15.57,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.93,23.57,,
2024-12-15 14:00:00,40.58,1028.25,16.54,43.34,1028.25,15.65,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.31,17.87,,
2024-12-15 15:00:00,41.16,1028.8,16.55,43.76,1028.7,15.75,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.98,9.41,,
2024-12-15 16:00:00,41.59,1029.3,16.56,43.98,1028.97,15.83,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.76,1.6,,
2024-12-15 17:00:00,41.94,1029.97,16.56,44.24,1029.9,15.84,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.3,-9.24,,
2024-12-15 18:00:00,42.38,1031.0,16.55,44.68,1030.75,15.83,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.08,-20.41,,
2024-12-15 19:00:00,42.72,1031.5,16.54,45.04,1031.3,15.8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.8,-33.18,,
2024-12-15 20:00:00,43.14,1032.0,16.54,45.37,1031.67,15.82,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.52,-44.73,,
2024-12-15 21:00:00,43.42,1032.5,16.53,45.66,1032.33,15.79,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.06,-56.03,,
2024-12-15 22:00:00,43.52,1033.0,16.45,45.72,1032.8,15.67,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.75,-66.25,,
2024-12-15 23:00:00,43.33,1033.0,16.39,45.89,1033.1,15.43,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.78,-72.88,,
2024-12-16 00:00:00,43.08,1033.7,16.33,45.74,1033.45,15.32,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.94,-71.47,,
2024-12-16 01:00:00,42.86,1034.2,16.31,45.62,1033.9,15.22,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.66,-63.27,,
2024-12-16 02:00:00,42.73,1034.35,16.26,45.57,1034.2,15.08,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.36,-52.56,,
2024-12-16 03:00:00,42.59,1034.0,16.21,45.27,1033.75,15.16,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.73,-41.13,,
