time, sensor_ventana_2 Puerta,sensor_puerta_1 Puerta,sensor_ventana_1 Puerta,sensor_ventana_11 Puerta,sensor_ventana_12 Puerta,sensor_ventana_3 Puerta,sensor_ventana_4 Puerta,sensor_ventana_5 Puerta,sensor_ventana_6 Puerta,sensor_ventana_7 Puerta,sensor_ventana_8 Puerta,sensor_ventana_9 Puerta,suma_ventanas_arriba,suma_ventanas_abajo
2025-01-30 02:00:00,3600.0,0.0,0.0,0.0,3600.0,0.0,3600.0,0.0,0.0,0.0,3600.0,0.0,3600.0,14400.0
2025-01-30 03:00:00,3600.0,0.0,0.0,0.0,3600.0,0.0,3600.0,0.0,0.0,0.0,3600.0,0.0,3600.0,14400.0
2025-01-30 04:00:00,3600.0,0.0,0.0,0.0,3600.0,0.0,3600.0,0.0,0.0,0.0,3600.0,0.0,3600.0,14400.0
2025-01-30 05:00:00,3600.0,99.0,0.0,0.0,3600.0,0.0,3600.0,0.0,0.0,0.0,3600.0,0.0,3600.0,14400.0
2025-01-30 06:00:00,3600.0,0.0,0.0,0.0,3600.0,0.0,3600.0,0.0,0.0,0.0,3600.0,0.0,3600.0,14400.0
2025-01-30 07:00:00,3600.0,669.0,430.0,58.0,3600.0,0.0,3600.0,2680.0,0.0,2474.0,3600.0,0.0,3600.0,14400.0
2025-01-30 08:00:00,3600.0,57.0,996.0,1182.0,3600.0,0.0,3600.0,516.0,0.0,0.0,3600.0,0.0,3600.0,14400.0
2025-01-30 09:00:00,3600.0,794.0,0.0,146.0,3600.0,0.0,3600.0,0.0,0.0,0.0,3600.0,0.0,3600.0,14400.0
2025-01-30 10:00:00,3600.0,81.0,0.0,0.0,3600.0,0.0,3600.0,0.0,0.0,0.0,3600.0,0.0,3600.0,14400.0
2025-01-30 11:00:00,3600.0,103.0,213.0,1069.0,3600.0,233.0,3600.0,2979.0,0.0,2176.0,3600.0,0.0,3600.0,14400.0
2025-01-30 12:00:00,3600.0,167.0,0.0,21.0,3600.0,0.0,3600.0,3600.0,0.0,0.0,3600.0,0.0,3600.0,14400.0
2025-01-30 13:00:00,3600.0,1233.0,0.0,0.0,3600.0,0.0,3600.0,870.0,0.0,0.0,3600.0,0.0,3600.0,14400.0
2025-01-30 14:00:00,3600.0,2061.0,0.0,0.0,3600.0,0.0,3600.0,0.0,0.0,0.0,3600.0,0.0,3600.0,14400.0
2025-01-30 15:00:00,3600.0,3600.0,0.0,0.0,3600.0,0.0,3600.0,0.0,0.0,0.0,3600.0,0.0,3600.0,14400.0
2025-01-30 16:00:00,3600.0,3376.0,0.0,0.0,3600.0,0.0,3600.0,0.0,0.0,0.0,3600.0,0.0,3600.0,14400.0
2025-01-30 17:00:00,3600.0,2995.0,0.0,0.0,3600.0,0.0,3600.0,0.0,0.0,0.0,3600.0,0.0,3600.0,14400.0
2025-01-30 18:00:00,3600.0,2211.0,0.0,0.0,3600.0,0.0,3600.0,0.0,0.0,0.0,3600.0,0.0,3600.0,14400.0
2025-01-30 19:00:00,1136.0,190.0,0.0,0.0,3600.0,0.0,1141.0,0.0,0.0,0.0,3600.0,0.0,2369.25,9477.0
2025-01-30 20:00:00,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,1800.0,7200.0
2025-01-30 21:00:00,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,1800.0,7200.0
2025-01-30 22:00:00,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,1800.0,7200.0
2025-01-30 23:00:00,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,1800.0,7200.0
2025-01-31 00:00:00,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,1800.0,7200.0
2025-01-31 01:00:00,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,1800.0,7200.0
2025-01-31 02:00:00,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,1800.0,7200.0
2025-01-31 03:00:00,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,1800.0,7200.0
2025-01-31 04:00:00,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,1800.0,7200.0
2025-01-31 05:00:00,0.0,485.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,1800.0,7200.0
2025-01-31 06:00:00,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,1800.0,7200.0
